Item,Machine,Job,Start,End
1,Machine 1,Job 1,0,9
2,Machine 1,Job 2,9,23
3,Machine 1,Job 3,23,25
4,Machine 1,Job 4,25,28
5,Machine 1,Job 5,28,58
6,Machine 1,Job 6,58,61
7,Machine 1,Job 7,61,80
8,Machine 1,Job 8,80,97
9,Machine 1,Job 9,97,107
10,Machine 1,Job 10,107,111
11,Machine 1,Job 11,111,117
12,Machine 1,Job 12,117,139
13,Machine 1,Job 13,139,166
14,Machine 1,Job 14,166,225
15,Machine 1,Job 15,225,251
16,Machine 1,Job 16,251,265
17,Machine 1,Job 17,265,337
18,Machine 1,Job 18,337,405
19,Machine 1,Job 19,405,439
20,Machine 1,Job 20,439,470
21,Machine 1,Job 21,470,528
22,Machine 1,Job 22,528,585
23,Machine 1,Job 23,585,642
24,Machine 1,Job 24,642,654
25,Machine 1,Job 25,654,703
26,Machine 1,Job 26,703,720
27,Machine 1,Job 27,720,734
28,Machine 1,Job 28,734,765
29,Machine 1,Job 29,765,835
30,Machine 1,Job 30,835,895
31,Machine 1,Job 31,895,918
32,Machine 1,Job 32,918,926
33,Machine 1,Job 33,926,931
34,Machine 1,Job 34,931,1017
35,Machine 1,Job 35,1017,1044
36,Machine 1,Job 36,1044,1095
37,Machine 1,Job 37,1095,1115
38,Machine 1,Job 38,1115,1161
39,Machine 1,Job 39,1161,1199
40,Machine 1,Job 40,1199,1269
41,Machine 1,Job 41,1269,1300
42,Machine 1,Job 42,1300,1326
43,Machine 1,Job 43,1326,1334
44,Machine 1,Job 44,1334,1339
45,Machine 1,Job 45,1339,1404
46,Machine 1,Job 46,1404,1413
47,Machine 1,Job 47,1413,1432
48,Machine 1,Job 48,1432,1497
49,Machine 1,Job 49,1497,1596
50,Machine 1,Job 50,1596,1687
51,Machine 1,Job 51,1687,1756
52,Machine 1,Job 52,1756,1799
53,Machine 1,Job 53,1799,1867
54,Machine 1,Job 54,1867,1888
55,Machine 1,Job 55,1888,1974
56,Machine 1,Job 56,1974,2013
57,Machine 1,Job 57,2013,2090
58,Machine 1,Job 58,2090,2142
59,Machine 1,Job 59,2142,2179
60,Machine 1,Job 60,2179,2249
61,Machine 1,Job 61,2249,2308
62,Machine 1,Job 62,2308,2394
63,Machine 1,Job 63,2394,2428
64,Machine 1,Job 64,2428,2512
65,Machine 1,Job 65,2512,2593
66,Machine 1,Job 66,2593,2682
67,Machine 1,Job 67,2682,2687
68,Machine 1,Job 68,2687,2724
69,Machine 1,Job 69,2724,2789
70,Machine 1,Job 70,2789,2854
71,Machine 1,Job 71,2854,2931
72,Machine 1,Job 72,2931,2940
73,Machine 1,Job 73,2940,3030
74,Machine 1,Job 74,3030,3120
75,Machine 1,Job 75,3120,3169
76,Machine 1,Job 76,3169,3178
77,Machine 1,Job 77,3178,3246
78,Machine 1,Job 78,3246,3330
79,Machine 1,Job 79,3330,3367
80,Machine 1,Job 80,3367,3455
81,Machine 1,Job 81,3455,3479
82,Machine 1,Job 82,3479,3576
83,Machine 1,Job 83,3576,3666
84,Machine 1,Job 84,3666,3732
85,Machine 1,Job 85,3732,3782
86,Machine 1,Job 86,3782,3879
87,Machine 1,Job 87,3879,3930
88,Machine 1,Job 88,3930,3987
89,Machine 1,Job 89,3987,4067
90,Machine 1,Job 90,4067,4102
91,Machine 1,Job 91,4102,4194
92,Machine 1,Job 92,4194,4199
93,Machine 1,Job 93,4199,4298
94,Machine 1,Job 94,4298,4345
95,Machine 1,Job 95,4345,4422
96,Machine 1,Job 96,4422,4425
97,Machine 1,Job 97,4425,4468
98,Machine 1,Job 98,4468,4484
99,Machine 1,Job 99,4484,4583
100,Machine 1,Job 100,4583,4596
101,Machine 1,Job 101,4596,4648
102,Machine 1,Job 102,4648,4658
103,Machine 1,Job 103,4658,4681
104,Machine 1,Job 104,4681,4743
105,Machine 1,Job 105,4743,4835
106,Machine 1,Job 106,4835,4871
107,Machine 1,Job 107,4871,4902
108,Machine 1,Job 108,4902,4927
109,Machine 1,Job 109,4927,4983
110,Machine 1,Job 110,4983,5045
111,Machine 1,Job 111,5045,5136
112,Machine 1,Job 112,5136,5226
113,Machine 1,Job 113,5226,5315
114,Machine 1,Job 114,5315,5365
115,Machine 1,Job 115,5365,5371
116,Machine 1,Job 116,5371,5399
117,Machine 1,Job 117,5399,5402
118,Machine 1,Job 118,5402,5455
119,Machine 1,Job 119,5455,5520
120,Machine 1,Job 120,5520,5584
121,Machine 1,Job 121,5584,5616
122,Machine 1,Job 122,5616,5714
123,Machine 1,Job 123,5714,5724
124,Machine 1,Job 124,5724,5781
125,Machine 1,Job 125,5781,5872
126,Machine 1,Job 126,5872,5883
127,Machine 1,Job 127,5883,5969
128,Machine 1,Job 128,5969,5972
129,Machine 1,Job 129,5972,6059
130,Machine 1,Job 130,6059,6063
131,Machine 1,Job 131,6063,6142
132,Machine 1,Job 132,6142,6206
133,Machine 1,Job 133,6206,6208
134,Machine 1,Job 134,6208,6215
135,Machine 1,Job 135,6215,6275
136,Machine 1,Job 136,6275,6325
137,Machine 1,Job 137,6325,6406
138,Machine 1,Job 138,6406,6457
139,Machine 1,Job 139,6457,6469
140,Machine 1,Job 140,6469,6536
141,Machine 1,Job 141,6536,6571
142,Machine 1,Job 142,6571,6605
143,Machine 1,Job 143,6605,6670
144,Machine 1,Job 144,6670,6672
145,Machine 1,Job 145,6672,6732
146,Machine 1,Job 146,6732,6785
147,Machine 1,Job 147,6785,6797
148,Machine 1,Job 148,6797,6814
149,Machine 1,Job 149,6814,6897
150,Machine 1,Job 150,6897,6965
151,Machine 1,Job 151,6965,7030
152,Machine 1,Job 152,7030,7087
153,Machine 1,Job 153,7087,7177
154,Machine 1,Job 154,7177,7247
155,Machine 1,Job 155,7247,7297
156,Machine 1,Job 156,7297,7387
157,Machine 1,Job 157,7387,7474
158,Machine 1,Job 158,7474,7481
159,Machine 1,Job 159,7481,7574
160,Machine 1,Job 160,7574,7580
161,Machine 1,Job 161,7580,7603
162,Machine 1,Job 162,7603,7661
163,Machine 1,Job 163,7661,7708
164,Machine 1,Job 164,7708,7719
165,Machine 1,Job 165,7719,7730
166,Machine 1,Job 166,7730,7743
167,Machine 1,Job 167,7743,7771
168,Machine 1,Job 168,7771,7839
169,Machine 1,Job 169,7839,7868
170,Machine 1,Job 170,7868,7906
171,Machine 1,Job 171,7906,7963
172,Machine 1,Job 172,7963,7976
173,Machine 1,Job 173,7976,8045
174,Machine 1,Job 174,8045,8068
175,Machine 1,Job 175,8068,8094
176,Machine 1,Job 176,8094,8125
177,Machine 1,Job 177,8125,8140
178,Machine 1,Job 178,8140,8200
179,Machine 1,Job 179,8200,8228
180,Machine 1,Job 180,8228,8276
181,Machine 1,Job 181,8276,8292
182,Machine 1,Job 182,8292,8309
183,Machine 1,Job 183,8309,8368
184,Machine 1,Job 184,8368,8459
185,Machine 1,Job 185,8459,8490
186,Machine 1,Job 186,8490,8524
187,Machine 1,Job 187,8524,8548
188,Machine 1,Job 188,8548,8593
