Item,Machine,Job,Start,End
1,Machine 1,Job 1,0,5
2,Machine 1,Job 2,5,16
3,Machine 1,Job 3,16,44
4,Machine 1,Job 4,44,80
5,Machine 1,Job 5,80,108
6,Machine 1,Job 6,108,173
7,Machine 1,Job 7,173,193
8,Machine 1,Job 8,193,292
9,Machine 1,Job 9,292,305
10,Machine 1,Job 10,305,382
11,Machine 1,Job 11,382,448
12,Machine 1,Job 12,448,477
13,Machine 1,Job 13,477,519
14,Machine 1,Job 14,519,617
15,Machine 1,Job 15,617,702
16,Machine 1,Job 16,702,737
17,Machine 1,Job 17,737,814
18,Machine 1,Job 18,814,906
19,Machine 1,Job 19,906,940
20,Machine 1,Job 20,940,987
21,Machine 2,Job 1,5,34
22,Machine 2,Job 2,34,101
23,Machine 2,Job 3,101,104
24,Machine 2,Job 4,104,143
25,Machine 2,Job 5,143,163
26,Machine 2,Job 6,173,214
27,Machine 2,Job 7,214,281
28,Machine 2,Job 8,292,293
29,Machine 2,Job 9,305,391
30,Machine 2,Job 10,391,476
31,Machine 2,Job 11,476,513
32,Machine 2,Job 12,513,535
33,Machine 2,Job 13,535,537
34,Machine 2,Job 14,617,618
35,Machine 2,Job 15,702,722
36,Machine 2,Job 16,737,776
37,Machine 2,Job 17,814,860
38,Machine 2,Job 18,906,931
39,Machine 2,Job 19,940,1014
40,Machine 2,Job 20,1014,1094
41,Machine 3,Job 1,34,117
42,Machine 3,Job 2,117,119
43,Machine 3,Job 3,119,216
44,Machine 3,Job 4,216,262
45,Machine 3,Job 5,262,273
46,Machine 3,Job 6,273,360
47,Machine 3,Job 7,360,427
48,Machine 3,Job 8,427,444
49,Machine 3,Job 9,444,507
50,Machine 3,Job 10,507,525
51,Machine 3,Job 11,525,560
52,Machine 3,Job 12,560,633
53,Machine 3,Job 13,633,704
54,Machine 3,Job 14,704,763
55,Machine 3,Job 15,763,786
56,Machine 3,Job 16,786,813
57,Machine 3,Job 17,860,939
58,Machine 3,Job 18,939,951
59,Machine 3,Job 19,1014,1049
60,Machine 3,Job 20,1094,1145
61,Machine 4,Job 1,117,144
62,Machine 4,Job 2,144,146
63,Machine 4,Job 3,216,278
64,Machine 4,Job 4,278,336
65,Machine 4,Job 5,336,375
66,Machine 4,Job 6,375,457
67,Machine 4,Job 7,457,473
68,Machine 4,Job 8,473,492
69,Machine 4,Job 9,507,553
70,Machine 4,Job 10,553,625
71,Machine 4,Job 11,625,672
72,Machine 4,Job 12,672,707
73,Machine 4,Job 13,707,801
74,Machine 4,Job 14,801,851
75,Machine 4,Job 15,851,873
76,Machine 4,Job 16,873,887
77,Machine 4,Job 17,939,961
78,Machine 4,Job 18,961,1007
79,Machine 4,Job 19,1049,1118
80,Machine 4,Job 20,1145,1208
81,Machine 5,Job 1,144,216
82,Machine 5,Job 2,216,256
83,Machine 5,Job 3,278,283
84,Machine 5,Job 4,336,372
85,Machine 5,Job 5,375,381
86,Machine 5,Job 6,457,465
87,Machine 5,Job 7,473,498
88,Machine 5,Job 8,498,500
89,Machine 5,Job 9,553,617
90,Machine 5,Job 10,625,692
91,Machine 5,Job 11,692,705
92,Machine 5,Job 12,707,746
93,Machine 5,Job 13,801,852
94,Machine 5,Job 14,852,880
95,Machine 5,Job 15,880,952
96,Machine 5,Job 16,952,1037
97,Machine 5,Job 17,1037,1057
98,Machine 5,Job 18,1057,1117
