Item,Machine,Job,Start,End
1,Machine 1,Job 1,0,1
2,Machine 1,Job 2,1,26
3,Machine 1,Job 3,26,28
4,Machine 1,Job 4,28,33
5,Machine 1,Job 5,33,53
6,Machine 1,Job 6,53,71
7,Machine 1,Job 7,71,130
8,Machine 1,Job 8,130,195
9,Machine 1,Job 9,195,234
10,Machine 1,Job 10,234,273
11,Machine 1,Job 11,273,320
12,Machine 1,Job 12,320,362
13,Machine 1,Job 13,362,398
14,Machine 1,Job 14,398,477
15,Machine 1,Job 15,477,512
16,Machine 1,Job 16,512,579
17,Machine 1,Job 17,579,613
18,Machine 1,Job 18,613,676
19,Machine 1,Job 19,676,750
20,Machine 1,Job 20,750,770
21,Machine 1,Job 21,770,790
22,Machine 1,Job 22,790,867
23,Machine 1,Job 23,867,934
24,Machine 1,Job 24,934,962
25,Machine 1,Job 25,962,1060
26,Machine 1,Job 26,1060,1152
27,Machine 1,Job 27,1152,1225
28,Machine 1,Job 28,1225,1262
29,Machine 1,Job 29,1262,1361
30,Machine 1,Job 30,1361,1402
31,Machine 1,Job 31,1402,1448
32,Machine 1,Job 32,1448,1450
33,Machine 1,Job 33,1450,1535
34,Machine 1,Job 34,1535,1612
35,Machine 1,Job 35,1612,1679
36,Machine 1,Job 36,1679,1692
37,Machine 1,Job 37,1692,1743
38,Machine 1,Job 38,1743,1766
39,Machine 1,Job 39,1766,1769
40,Machine 1,Job 40,1769,1770
41,Machine 1,Job 41,1770,1805
42,Machine 1,Job 42,1805,1885
43,Machine 1,Job 43,1885,1914
44,Machine 1,Job 44,1914,1980
45,Machine 1,Job 45,1980,2009
46,Machine 1,Job 46,2009,2037
47,Machine 1,Job 47,2037,2048
48,Machine 1,Job 48,2048,2134
49,Machine 1,Job 49,2134,2156
50,Machine 1,Job 50,2156,2241
51,Machine 2,Job 1,1,14
52,Machine 2,Job 2,26,46
53,Machine 2,Job 3,46,85
54,Machine 2,Job 4,85,135
55,Machine 2,Job 5,135,175
56,Machine 2,Job 6,175,208
57,Machine 2,Job 7,208,280
58,Machine 2,Job 8,280,326
59,Machine 2,Job 9,326,351
60,Machine 2,Job 10,351,411
61,Machine 2,Job 11,411,457
62,Machine 2,Job 12,457,492
63,Machine 2,Job 13,492,555
64,Machine 2,Job 14,555,615
65,Machine 2,Job 15,615,617
66,Machine 2,Job 16,617,631
67,Machine 2,Job 17,631,703
68,Machine 2,Job 18,703,711
69,Machine 2,Job 19,750,817
70,Machine 2,Job 20,817,844
71,Machine 2,Job 21,844,906
72,Machine 2,Job 22,906,941
73,Machine 2,Job 23,941,1026
74,Machine 2,Job 24,1026,1028
75,Machine 2,Job 25,1060,1143
76,Machine 2,Job 26,1152,1174
77,Machine 2,Job 27,1225,1276
78,Machine 2,Job 28,1276,1295
79,Machine 2,Job 29,1361,1408
80,Machine 2,Job 30,1408,1472
81,Machine 2,Job 31,1472,1518
82,Machine 2,Job 32,1518,1524
83,Machine 2,Job 33,1535,1604
84,Machine 2,Job 34,1612,1624
85,Machine 2,Job 35,1679,1718
86,Machine 2,Job 36,1718,1805
87,Machine 2,Job 37,1805,1841
88,Machine 2,Job 38,1841,1846
89,Machine 2,Job 39,1846,1918
90,Machine 2,Job 40,1918,1945
91,Machine 2,Job 41,1945,1961
92,Machine 2,Job 42,1961,2019
93,Machine 2,Job 43,2019,2090
94,Machine 2,Job 44,2090,2107
95,Machine 2,Job 45,2107,2135
96,Machine 2,Job 46,2135,2157
97,Machine 2,Job 47,2157,2168
98,Machine 2,Job 48,2168,2250
99,Machine 2,Job 49,2250,2344
100,Machine 2,Job 50,2344,2441
101,Machine 3,Job 1,14,71
102,Machine 3,Job 2,71,74
103,Machine 3,Job 3,85,143
