Item,Machine,Job,Start,End
1,Machine 1,Job 1,0,19
2,Machine 1,Job 2,19,52
3,Machine 1,Job 3,52,77
4,Machine 1,Job 4,77,129
5,Machine 1,Job 5,129,141
6,Machine 1,Job 6,141,159
7,Machine 1,Job 7,159,181
8,Machine 1,Job 8,181,193
9,Machine 1,Job 9,193,249
10,Machine 1,Job 10,249,250
11,Machine 1,Job 11,250,285
12,Machine 1,Job 12,285,380
13,Machine 1,Job 13,380,390
14,Machine 1,Job 14,390,423
15,Machine 1,Job 15,423,465
16,Machine 1,Job 16,465,532
17,Machine 1,Job 17,532,550
18,Machine 1,Job 18,550,593
19,Machine 1,Job 19,593,678
20,Machine 1,Job 20,678,760
21,Machine 1,Job 21,760,826
22,Machine 1,Job 22,826,888
23,Machine 1,Job 23,888,960
24,Machine 1,Job 24,960,968
25,Machine 1,Job 25,968,1044
26,Machine 1,Job 26,1044,1112
27,Machine 1,Job 27,1112,1197
28,Machine 1,Job 28,1197,1258
29,Machine 1,Job 29,1258,1350
30,Machine 1,Job 30,1350,1401
31,Machine 1,Job 31,1401,1420
32,Machine 1,Job 32,1420,1479
33,Machine 1,Job 33,1479,1519
34,Machine 1,Job 34,1519,1601
35,Machine 1,Job 35,1601,1667
36,Machine 1,Job 36,1667,1731
37,Machine 1,Job 37,1731,1810
38,Machine 1,Job 38,1810,1904
39,Machine 1,Job 39,1904,1915
40,Machine 1,Job 40,1915,1982
41,Machine 1,Job 41,1982,1995
42,Machine 1,Job 42,1995,2088
43,Machine 1,Job 43,2088,2160
44,Machine 1,Job 44,2160,2236
45,Machine 1,Job 45,2236,2256
46,Machine 1,Job 46,2256,2325
47,Machine 1,Job 47,2325,2401
48,Machine 1,Job 48,2401,2413
49,Machine 1,Job 49,2413,2473
50,Machine 1,Job 50,2473,2500
51,Machine 2,Job 1,19,37
52,Machine 2,Job 2,52,74
53,Machine 2,Job 3,77,116
54,Machine 2,Job 4,129,130
55,Machine 2,Job 5,141,169
56,Machine 2,Job 6,169,241
57,Machine 2,Job 7,241,300
58,Machine 2,Job 8,300,392
59,Machine 2,Job 9,392,403
60,Machine 2,Job 10,403,405
61,Machine 2,Job 11,405,498
62,Machine 2,Job 12,498,510
63,Machine 2,Job 13,510,531
64,Machine 2,Job 14,531,604
65,Machine 2,Job 15,604,679
66,Machine 2,Job 16,679,682
67,Machine 2,Job 17,682,689
68,Machine 2,Job 18,689,788
69,Machine 2,Job 19,788,849
70,Machine 2,Job 20,849,948
71,Machine 2,Job 21,948,1003
72,Machine 2,Job 22,1003,1020
73,Machine 2,Job 23,1020,1076
74,Machine 2,Job 24,1076,1146
75,Machine 2,Job 25,1146,1221
76,Machine 2,Job 26,1221,1293
77,Machine 2,Job 27,1293,1353
78,Machine 2,Job 28,1353,1444
79,Machine 2,Job 29,1444,1480
80,Machine 2,Job 30,1480,1489
81,Machine 2,Job 31,1489,1555
82,Machine 2,Job 32,1555,1586
83,Machine 2,Job 33,1586,1664
84,Machine 2,Job 34,1664,1751
85,Machine 2,Job 35,1751,1793
86,Machine 2,Job 36,1793,1823
87,Machine 2,Job 37,1823,1895
88,Machine 2,Job 38,1904,1979
89,Machine 2,Job 39,1979,2045
90,Machine 2,Job 40,2045,2096
91,Machine 2,Job 41,2096,2159
92,Machine 2,Job 42,2159,2179
93,Machine 2,Job 43,2179,2243
94,Machine 2,Job 44,2243,2303
95,Machine 2,Job 45,2303,2360
96,Machine 2,Job 46,2360,2428
97,Machine 2,Job 47,2428,2433
98,Machine 2,Job 48,2433,2446
99,Machine 2,Job 49,2473,2492
100,Machine 2,Job 50,2500,2527
101,Machine 3,Job 1,37,69
102,Machine 3,Job 2,74,110
103,Machine 3,Job 3,116,125
104,Machine 3,Job 4,130,186
105,Machine 3,Job 5,186,195
106,Machine 3,Job 6,241,290
107,Machine 3,Job 7,300,368
108,Machine 3,Job 8,392,402
109,Machine 3,Job 9,403,489
110,Machine 3,Job 10,489,525
111,Machine 3,Job 11,525,536
112,Machine 3,Job 12,536,560
113,Machine 3,Job 13,560,658
114,Machine 3,Job 14,658,704
115,Machine 3,Job 15,704,765
116,Machine 3,Job 16,765,830
117,Machine 3,Job 17,830,902
118,Machine 3,Job 18,902,971
119,Machine 3,Job 19,971,1069
120,Machine 3,Job 20,1069,1079
121,Machine 3,Job 21,1079,1146
122,Machine 3,Job 22,1146,1180
123,Machine 3,Job 23,1180,1202
124,Machine 3,Job 24,1202,1257
125,Machine 3,Job 25,1257,1293
126,Machine 3,Job 26,1293,1361
127,Machine 3,Job 27,1361,1442
128,Machine 3,Job 28,1444,1453
129,Machine 3,Job 29,1480,1531
130,Machine 3,Job 30,1531,1604
131,Machine 3,Job 31,1604,1605
132,Machine 3,Job 32,1605,1640
133,Machine 3,Job 33,1664,1739
134,Machine 3,Job 34,1751,1813
135,Machine 3,Job 35,1813,1832
136,Machine 3,Job 36,1832,1927
137,Machine 3,Job 37,1927,1935
138,Machine 3,Job 38,1979,2018
139,Machine 3,Job 39,2045,2103
140,Machine 3,Job 40,2103,2185
141,Machine 3,Job 41,2185,2195
142,Machine 3,Job 42,2195,2239
143,Machine 3,Job 43,2243,2295
144,Machine 3,Job 44,2303,2313
145,Machine 3,Job 45,2360,2425
146,Machine 3,Job 46,2428,2477
147,Machine 3,Job 47,2477,2519
148,Machine 3,Job 48,2519,2601
149,Machine 3,Job 49,2601,2697
150,Machine 3,Job 50,2697,2726
151,Machine 4,Job 1,69,99
152,Machine 4,Job 2,110,168
153,Machine 4,Job 3,168,205
154,Machine 4,Job 4,205,297
155,Machine 4,Job 5,297,367
156,Machine 4,Job 6,367,413
157,Machine 4,Job 7,413,439
158,Machine 4,Job 8,439,513
159,Machine 4,Job 9,513,528
160,Machine 4,Job 10,528,591
161,Machine 4,Job 11,591,611
162,Machine 4,Job 12,611,699
163,Machine 4,Job 13,699,782
164,Machine 4,Job 14,782,808
165,Machine 4,Job 15,808,885
166,Machine 4,Job 16,885,917
167,Machine 4,Job 17,917,980
168,Machine 4,Job 18,980,993
169,Machine 4,Job 19,1069,1079
170,Machine 4,Job 20,1079,1177
171,Machine 4,Job 21,1177,1243
172,Machine 4,Job 22,1243,1252
173,Machine 4,Job 23,1252,1324
174,Machine 4,Job 24,1324,1394
175,Machine 4,Job 25,1394,1428
176,Machine 4,Job 26,1428,1437
177,Machine 4,Job 27,1442,1470
178,Machine 4,Job 28,1470,1486
179,Machine 4,Job 29,1531,1589
180,Machine 4,Job 30,1604,1643
181,Machine 4,Job 31,1643,1652
182,Machine 4,Job 32,1652,1730
183,Machine 4,Job 33,1739,1835
184,Machine 4,Job 34,1835,1923
185,Machine 4,Job 35,1923,2000
186,Machine 4,Job 36,2000,2036
187,Machine 4,Job 37,2036,2115
188,Machine 4,Job 38,2115,2155
189,Machine 4,Job 39,2155,2184
190,Machine 4,Job 40,2185,2230
191,Machine 4,Job 41,2230,2326
192,Machine 4,Job 42,2326,2344
193,Machine 4,Job 43,2344,2421
194,Machine 4,Job 44,2421,2423
195,Machine 4,Job 45,2425,2464
196,Machine 4,Job 46,2477,2552
197,Machine 4,Job 47,2552,2556
198,Machine 4,Job 48,2601,2621
199,Machine 4,Job 49,2697,2721
200,Machine 4,Job 50,2726,2786
201,Machine 5,Job 1,99,154
202,Machine 5,Job 2,168,236
203,Machine 5,Job 3,236,259
204,Machine 5,Job 4,297,359
205,Machine 5,Job 5,367,421
206,Machine 5,Job 6,421,423
207,Machine 5,Job 7,439,466
208,Machine 5,Job 8,513,530
209,Machine 5,Job 9,530,609
210,Machine 5,Job 10,609,616
211,Machine 5,Job 11,616,707
212,Machine 5,Job 12,707,727
213,Machine 5,Job 13,782,881
214,Machine 5,Job 14,881,921
215,Machine 5,Job 15,921,951
216,Machine 5,Job 16,951,1013
217,Machine 5,Job 17,1013,1018
218,Machine 5,Job 18,1018,1093
219,Machine 5,Job 19,1093,1192
220,Machine 5,Job 20,1192,1209
221,Machine 5,Job 21,1243,1280
222,Machine 5,Job 22,1280,1283
223,Machine 5,Job 23,1324,1343
224,Machine 5,Job 24,1394,1424
225,Machine 5,Job 25,1428,1448
226,Machine 5,Job 26,1448,1472
227,Machine 5,Job 27,1472,1523
228,Machine 5,Job 28,1523,1542
229,Machine 5,Job 29,1589,1682
230,Machine 5,Job 30,1682,1698
231,Machine 5,Job 31,1698,1756
232,Machine 5,Job 32,1756,1853
233,Machine 5,Job 33,1853,1921
234,Machine 5,Job 34,1923,1976
235,Machine 5,Job 35,2000,2001
236,Machine 5,Job 36,2036,2068
237,Machine 5,Job 37,2115,2196
238,Machine 5,Job 38,2196,2205
239,Machine 5,Job 39,2205,2236
240,Machine 5,Job 40,2236,2330
241,Machine 5,Job 41,2330,2356
242,Machine 5,Job 42,2356,2389
243,Machine 5,Job 43,2421,2454
244,Machine 5,Job 44,2454,2495
245,Machine 5,Job 45,2495,2502
246,Machine 5,Job 46,2552,2573
247,Machine 5,Job 47,2573,2625
248,Machine 5,Job 48,2625,2716
249,Machine 5,Job 49,2721,2798
250,Machine 5,Job 50,2798,2845
251,Machine 6,Job 1,154,232
252,Machine 6,Job 2,236,299
253,Machine 6,Job 3,299,326
254,Machine 6,Job 4,359,455
255,Machine 6,Job 5,455,520
256,Machine 6,Job 6,520,543
257,Machine 6,Job 7,543,586
258,Machine 6,Job 8,586,605
259,Machine 6,Job 9,609,682
260,Machine 6,Job 10,682,724
261,Machine 6,Job 11,724,791
262,Machine 6,Job 12,791,871
263,Machine 6,Job 13,881,935
264,Machine 6,Job 14,935,938
265,Machine 6,Job 15,951,1032
266,Machine 6,Job 16,1032,1041
267,Machine 6,Job 17,1041,1099
268,Machine 6,Job 18,1099,1122
269,Machine 6,Job 19,1192,1196
270,Machine 6,Job 20,1209,1301
271,Machine 6,Job 21,1301,1369
272,Machine 6,Job 22,1369,1414
273,Machine 6,Job 23,1414,1440
274,Machine 6,Job 24,1440,1530
275,Machine 6,Job 25,1530,1563
276,Machine 6,Job 26,1563,1623
277,Machine 6,Job 27,1623,1675
278,Machine 6,Job 28,1675,1761
279,Machine 6,Job 29,1761,1791
280,Machine 6,Job 30,1791,1846
281,Machine 6,Job 31,1846,1928
282,Machine 6,Job 32,1928,1971
283,Machine 6,Job 33,1971,2028
284,Machine 6,Job 34,2028,2042
285,Machine 6,Job 35,2042,2120
286,Machine 6,Job 36,2120,2199
287,Machine 6,Job 37,2199,2206
288,Machine 6,Job 38,2206,2261
289,Machine 6,Job 39,2261,2316
290,Machine 6,Job 40,2330,2347
291,Machine 6,Job 41,2356,2420
292,Machine 6,Job 42,2420,2446
293,Machine 6,Job 43,2454,2515
294,Machine 6,Job 44,2515,2553
295,Machine 6,Job 45,2553,2600
296,Machine 6,Job 46,2600,2666
297,Machine 6,Job 47,2666,2698
298,Machine 6,Job 48,2716,2741
299,Machine 6,Job 49,2798,2855
300,Machine 6,Job 50,2855,2945
301,Machine 7,Job 1,232,293
302,Machine 7,Job 2,299,387
303,Machine 7,Job 3,387,415
304,Machine 7,Job 4,455,511
305,Machine 7,Job 5,520,540
306,Machine 7,Job 6,543,566
307,Machine 7,Job 7,586,615
308,Machine 7,Job 8,615,649
309,Machine 7,Job 9,682,733
310,Machine 7,Job 10,733,831
311,Machine 7,Job 11,831,850
312,Machine 7,Job 12,871,951
313,Machine 7,Job 13,951,992
314,Machine 7,Job 14,992,1062
315,Machine 7,Job 15,1062,1064
316,Machine 7,Job 16,1064,1082
317,Machine 7,Job 17,1099,1146
318,Machine 7,Job 18,1146,1244
319,Machine 7,Job 19,1244,1324
320,Machine 7,Job 20,1324,1406
321,Machine 7,Job 21,1406,1443
322,Machine 7,Job 22,1443,1502
323,Machine 7,Job 23,1502,1525
324,Machine 7,Job 24,1530,1547
325,Machine 7,Job 25,1563,1640
326,Machine 7,Job 26,1640,1707
327,Machine 7,Job 27,1707,1764
328,Machine 7,Job 28,1764,1806
329,Machine 7,Job 29,1806,1854
330,Machine 7,Job 30,1854,1927
331,Machine 7,Job 31,1928,1952
332,Machine 7,Job 32,1971,2014
333,Machine 7,Job 33,2028,2051
334,Machine 7,Job 34,2051,2120
335,Machine 7,Job 35,2120,2205
336,Machine 7,Job 36,2205,2221
337,Machine 7,Job 37,2221,2314
338,Machine 7,Job 38,2314,2375
339,Machine 7,Job 39,2375,2442
340,Machine 7,Job 40,2442,2460
341,Machine 7,Job 41,2460,2505
342,Machine 7,Job 42,2505,2520
343,Machine 7,Job 43,2520,2597
344,Machine 7,Job 44,2597,2633
345,Machine 7,Job 45,2633,2678
346,Machine 7,Job 46,2678,2683
347,Machine 7,Job 47,2698,2795
348,Machine 7,Job 48,2795,2842
349,Machine 7,Job 49,2855,2899
350,Machine 7,Job 50,2945,2951
351,Machine 8,Job 1,293,369
352,Machine 8,Job 2,387,426
353,Machine 8,Job 3,426,511
354,Machine 8,Job 4,511,514
355,Machine 8,Job 5,540,581
356,Machine 8,Job 6,581,653
357,Machine 8,Job 7,653,696
358,Machine 8,Job 8,696,706
359,Machine 8,Job 9,733,815
360,Machine 8,Job 10,831,925
361,Machine 8,Job 11,925,951
362,Machine 8,Job 12,951,1032
363,Machine 8,Job 13,1032,1091
364,Machine 8,Job 14,1091,1098
365,Machine 8,Job 15,1098,1147
366,Machine 8,Job 16,1147,1237
367,Machine 8,Job 17,1237,1245
368,Machine 8,Job 18,1245,1330
369,Machine 8,Job 19,1330,1354
370,Machine 8,Job 20,1406,1416
371,Machine 8,Job 21,1443,1501
372,Machine 8,Job 22,1502,1522
373,Machine 8,Job 23,1525,1614
374,Machine 8,Job 24,1614,1668
375,Machine 8,Job 25,1668,1754
376,Machine 8,Job 26,1754,1773
377,Machine 8,Job 27,1773,1809
378,Machine 8,Job 28,1809,1899
379,Machine 8,Job 29,1899,1983
380,Machine 8,Job 30,1983,2067
381,Machine 8,Job 31,2067,2107
382,Machine 8,Job 32,2107,2145
383,Machine 8,Job 33,2145,2159
384,Machine 8,Job 34,2159,2219
385,Machine 8,Job 35,2219,2278
386,Machine 8,Job 36,2278,2346
387,Machine 8,Job 37,2346,2408
388,Machine 8,Job 38,2408,2441
389,Machine 8,Job 39,2442,2451
390,Machine 8,Job 40,2460,2527
391,Machine 8,Job 41,2527,2577
392,Machine 8,Job 42,2577,2651
393,Machine 8,Job 43,2651,2672
394,Machine 8,Job 44,2672,2712
