Item,Machine,Job,Start,End
1,Machine 1,Job 1,0,72
2,Machine 1,Job 2,72,118
3,Machine 1,Job 3,118,121
4,Machine 1,Job 4,121,155
5,Machine 1,Job 5,155,197
6,Machine 1,Job 6,197,256
7,Machine 1,Job 7,256,309
8,Machine 1,Job 8,309,401
9,Machine 1,Job 9,401,487
10,Machine 1,Job 10,487,582
11,Machine 1,Job 11,582,648
12,Machine 1,Job 12,648,690
13,Machine 1,Job 13,690,757
14,Machine 1,Job 14,757,771
15,Machine 1,Job 15,771,834
16,Machine 1,Job 16,834,850
17,Machine 1,Job 17,850,891
18,Machine 1,Job 18,891,969
19,Machine 1,Job 19,969,1046
20,Machine 1,Job 20,1046,1107
21,Machine 2,Job 1,72,86
22,Machine 2,Job 2,118,120
23,Machine 2,Job 3,121,153
24,Machine 2,Job 4,155,203
25,Machine 2,Job 5,203,268
26,Machine 2,Job 6,268,363
27,Machine 2,Job 7,363,422
28,Machine 2,Job 8,422,428
29,Machine 2,Job 9,487,579
30,Machine 2,Job 10,582,656
31,Machine 2,Job 11,656,693
32,Machine 2,Job 12,693,752
33,Machine 2,Job 13,757,799
34,Machine 2,Job 14,799,833
35,Machine 2,Job 15,834,838
36,Machine 2,Job 16,850,858
37,Machine 2,Job 17,891,898
38,Machine 2,Job 18,969,1054
39,Machine 2,Job 19,1054,1093
40,Machine 2,Job 20,1107,1134
41,Machine 3,Job 1,86,90
42,Machine 3,Job 2,120,215
43,Machine 3,Job 3,215,253
44,Machine 3,Job 4,253,350
45,Machine 3,Job 5,350,380
46,Machine 3,Job 6,380,419
47,Machine 3,Job 7,422,484
48,Machine 3,Job 8,484,579
49,Machine 3,Job 9,579,672
50,Machine 3,Job 10,672,703
51,Machine 3,Job 11,703,760
52,Machine 3,Job 12,760,769
53,Machine 3,Job 13,799,857
54,Machine 3,Job 14,857,873
55,Machine 3,Job 15,873,927
56,Machine 3,Job 16,927,959
57,Machine 3,Job 17,959,980
58,Machine 3,Job 18,1054,1128
59,Machine 3,Job 19,1128,1140
60,Machine 3,Job 20,1140,1182
61,Machine 4,Job 1,90,180
62,Machine 4,Job 2,215,272
63,Machine 4,Job 3,272,286
64,Machine 4,Job 4,350,387
65,Machine 4,Job 5,387,457
66,Machine 4,Job 6,457,546
67,Machine 4,Job 7,546,558
68,Machine 4,Job 8,579,676
69,Machine 4,Job 9,676,723
70,Machine 4,Job 10,723,799
71,Machine 4,Job 11,799,834
72,Machine 4,Job 12,834,925
73,Machine 4,Job 13,925,966
74,Machine 4,Job 14,966,985
75,Machine 4,Job 15,985,1054
76,Machine 4,Job 16,1054,1060
77,Machine 4,Job 17,1060,1120
78,Machine 4,Job 18,1128,1190
79,Machine 4,Job 19,1190,1191
80,Machine 4,Job 20,1191,1204
81,Machine 5,Job 1,180,279
82,Machine 5,Job 2,279,341
83,Machine 5,Job 3,341,428
84,Machine 5,Job 4,428,490
85,Machine 5,Job 5,490,574
86,Machine 5,Job 6,574,638
87,Machine 5,Job 7,638,729
88,Machine 5,Job 8,729,780
89,Machine 5,Job 9,780,828
90,Machine 5,Job 10,828,868
91,Machine 5,Job 11,868,921
92,Machine 5,Job 12,925,958
93,Machine 5,Job 13,966,1009
94,Machine 5,Job 14,1009,1031
95,Machine 5,Job 15,1054,1070
96,Machine 5,Job 16,1070,1126
97,Machine 5,Job 17,1126,1187
98,Machine 5,Job 18,1190,1200
99,Machine 5,Job 19,1200,1250
100,Machine 5,Job 20,1250,1305
