Item,Machine,Job,Start,End
1,Machine 1,Job 1,0,6
2,Machine 1,Job 2,6,28
3,Machine 1,Job 3,28,35
4,Machine 1,Job 4,35,101
5,Machine 1,Job 5,101,150
6,Machine 1,Job 6,150,157
7,Machine 1,Job 7,157,159
8,Machine 1,Job 8,159,238
9,Machine 1,Job 9,238,325
10,Machine 1,Job 10,325,355
11,Machine 1,Job 11,355,441
12,Machine 1,Job 12,441,475
13,Machine 1,Job 13,475,527
14,Machine 1,Job 14,527,543
15,Machine 1,Job 15,543,606
16,Machine 1,Job 16,606,693
17,Machine 1,Job 17,693,705
18,Machine 1,Job 18,705,745
19,Machine 1,Job 19,745,788
20,Machine 1,Job 20,788,852
21,Machine 1,Job 21,852,930
22,Machine 1,Job 22,930,948
23,Machine 1,Job 23,948,1030
24,Machine 1,Job 24,1030,1122
25,Machine 1,Job 25,1122,1130
26,Machine 1,Job 26,1130,1203
27,Machine 1,Job 27,1203,1236
28,Machine 1,Job 28,1236,1321
29,Machine 1,Job 29,1321,1408
30,Machine 1,Job 30,1408,1477
31,Machine 1,Job 31,1477,1528
32,Machine 1,Job 32,1528,1600
33,Machine 1,Job 33,1600,1692
34,Machine 1,Job 34,1692,1740
35,Machine 1,Job 35,1740,1786
36,Machine 1,Job 36,1786,1857
37,Machine 1,Job 37,1857,1861
38,Machine 1,Job 38,1861,1889
39,Machine 1,Job 39,1889,1916
40,Machine 1,Job 40,1916,1959
41,Machine 1,Job 41,1959,1966
42,Machine 1,Job 42,1966,2041
43,Machine 1,Job 43,2041,2076
44,Machine 1,Job 44,2076,2142
45,Machine 1,Job 45,2142,2220
46,Machine 1,Job 46,2220,2235
47,Machine 1,Job 47,2235,2261
48,Machine 1,Job 48,2261,2351
49,Machine 1,Job 49,2351,2422
50,Machine 1,Job 50,2422,2502
51,Machine 2,Job 1,6,27
52,Machine 2,Job 2,28,52
53,Machine 2,Job 3,52,67
54,Machine 2,Job 4,101,131
55,Machine 2,Job 5,150,212
56,Machine 2,Job 6,212,217
57,Machine 2,Job 7,217,301
58,Machine 2,Job 8,301,335
59,Machine 2,Job 9,335,375
60,Machine 2,Job 10,375,404
61,Machine 2,Job 11,441,477
62,Machine 2,Job 12,477,525
63,Machine 2,Job 13,527,625
64,Machine 2,Job 14,625,676
65,Machine 2,Job 15,676,720
66,Machine 2,Job 16,720,768
67,Machine 2,Job 17,768,796
68,Machine 2,Job 18,796,890
69,Machine 2,Job 19,890,923
70,Machine 2,Job 20,923,996
71,Machine 2,Job 21,996,1024
72,Machine 2,Job 22,1024,1033
73,Machine 2,Job 23,1033,1074
74,Machine 2,Job 24,1122,1197
75,Machine 2,Job 25,1197,1253
76,Machine 2,Job 26,1253,1339
77,Machine 2,Job 27,1339,1349
78,Machine 2,Job 28,1349,1391
79,Machine 2,Job 29,1408,1478
80,Machine 2,Job 30,1478,1505
81,Machine 2,Job 31,1528,1582
82,Machine 2,Job 32,1600,1634
83,Machine 2,Job 33,1692,1761
84,Machine 2,Job 34,1761,1784
85,Machine 2,Job 35,1786,1883
86,Machine 2,Job 36,1883,1913
87,Machine 2,Job 37,1913,2012
88,Machine 2,Job 38,2012,2037
89,Machine 2,Job 39,2037,2080
90,Machine 2,Job 40,2080,2101
91,Machine 2,Job 41,2101,2158
92,Machine 2,Job 42,2158,2188
93,Machine 2,Job 43,2188,2199
94,Machine 2,Job 44,2199,2211
95,Machine 2,Job 45,2220,2311
96,Machine 2,Job 46,2311,2347
97,Machine 2,Job 47,2347,2398
98,Machine 2,Job 48,2398,2467
99,Machine 2,Job 49,2467,2470
100,Machine 2,Job 50,2502,2551
101,Machine 3,Job 1,27,39
102,Machine 3,Job 2,52,86
103,Machine 3,Job 3,86,178
104,Machine 3,Job 4,178,233
105,Machine 3,Job 5,233,237
106,Machine 3,Job 6,237,323
107,Machine 3,Job 7,323,366
108,Machine 3,Job 8,366,405
109,Machine 3,Job 9,405,441
110,Machine 3,Job 10,441,517
111,Machine 3,Job 11,517,538
112,Machine 3,Job 12,538,630
113,Machine 3,Job 13,630,686
114,Machine 3,Job 14,686,710
115,Machine 3,Job 15,720,790
116,Machine 3,Job 16,790,867
117,Machine 3,Job 17,867,916
118,Machine 3,Job 18,916,970
119,Machine 3,Job 19,970,998
120,Machine 3,Job 20,998,1021
121,Machine 3,Job 21,1024,1096
122,Machine 3,Job 22,1096,1126
123,Machine 3,Job 23,1126,1163
124,Machine 3,Job 24,1197,1253
125,Machine 3,Job 25,1253,1282
126,Machine 3,Job 26,1339,1355
127,Machine 3,Job 27,1355,1440
128,Machine 3,Job 28,1440,1467
129,Machine 3,Job 29,1478,1534
130,Machine 3,Job 30,1534,1556
131,Machine 3,Job 31,1582,1681
132,Machine 3,Job 32,1681,1740
133,Machine 3,Job 33,1761,1845
134,Machine 3,Job 34,1845,1896
135,Machine 3,Job 35,1896,1959
136,Machine 3,Job 36,1959,2042
137,Machine 3,Job 37,2042,2114
138,Machine 3,Job 38,2114,2148
139,Machine 3,Job 39,2148,2227
140,Machine 3,Job 40,2227,2305
141,Machine 3,Job 41,2305,2324
142,Machine 3,Job 42,2324,2356
143,Machine 3,Job 43,2356,2419
144,Machine 3,Job 44,2419,2443
145,Machine 3,Job 45,2443,2495
146,Machine 3,Job 46,2495,2566
147,Machine 3,Job 47,2566,2618
148,Machine 3,Job 48,2618,2623
149,Machine 3,Job 49,2623,2669
150,Machine 3,Job 50,2669,2688
151,Machine 4,Job 1,39,107
152,Machine 4,Job 2,107,192
153,Machine 4,Job 3,192,240
154,Machine 4,Job 4,240,261
155,Machine 4,Job 5,261,349
156,Machine 4,Job 6,349,352
157,Machine 4,Job 7,366,410
158,Machine 4,Job 8,410,469
159,Machine 4,Job 9,469,564
160,Machine 4,Job 10,564,659
161,Machine 4,Job 11,659,662
162,Machine 4,Job 12,662,677
163,Machine 4,Job 13,686,758
164,Machine 4,Job 14,758,814
165,Machine 4,Job 15,814,825
166,Machine 4,Job 16,867,885
167,Machine 4,Job 17,916,947
168,Machine 4,Job 18,970,1027
169,Machine 4,Job 19,1027,1057
170,Machine 4,Job 20,1057,1106
171,Machine 4,Job 21,1106,1107
172,Machine 4,Job 22,1126,1188
173,Machine 4,Job 23,1188,1252
174,Machine 4,Job 24,1253,1263
175,Machine 4,Job 25,1282,1354
176,Machine 4,Job 26,1355,1437
177,Machine 4,Job 27,1440,1530
178,Machine 4,Job 28,1530,1534
179,Machine 4,Job 29,1534,1536
180,Machine 4,Job 30,1556,1650
181,Machine 4,Job 31,1681,1762
182,Machine 4,Job 32,1762,1860
183,Machine 4,Job 33,1860,1906
184,Machine 4,Job 34,1906,1932
185,Machine 4,Job 35,1959,2054
186,Machine 4,Job 36,2054,2074
187,Machine 4,Job 37,2114,2180
188,Machine 4,Job 38,2180,2273
189,Machine 4,Job 39,2273,2315
190,Machine 4,Job 40,2315,2347
191,Machine 4,Job 41,2347,2435
192,Machine 4,Job 42,2435,2441
193,Machine 4,Job 43,2441,2490
194,Machine 4,Job 44,2490,2536
195,Machine 4,Job 45,2536,2615
196,Machine 4,Job 46,2615,2621
197,Machine 4,Job 47,2621,2674
198,Machine 4,Job 48,2674,2675
199,Machine 4,Job 49,2675,2772
200,Machine 4,Job 50,2772,2846
201,Machine 5,Job 1,107,204
202,Machine 5,Job 2,204,229
203,Machine 5,Job 3,240,315
204,Machine 5,Job 4,315,320
205,Machine 5,Job 5,349,405
206,Machine 5,Job 6,405,413
207,Machine 5,Job 7,413,501
208,Machine 5,Job 8,501,517
209,Machine 5,Job 9,564,640
210,Machine 5,Job 10,659,674
211,Machine 5,Job 11,674,688
212,Machine 5,Job 12,688,765
213,Machine 5,Job 13,765,804
214,Machine 5,Job 14,814,883
215,Machine 5,Job 15,883,940
216,Machine 5,Job 16,940,1037
217,Machine 5,Job 17,1037,1077
218,Machine 5,Job 18,1077,1087
219,Machine 5,Job 19,1087,1120
220,Machine 5,Job 20,1120,1150
221,Machine 5,Job 21,1150,1231
222,Machine 5,Job 22,1231,1282
223,Machine 5,Job 23,1282,1284
224,Machine 5,Job 24,1284,1381
225,Machine 5,Job 25,1381,1441
226,Machine 5,Job 26,1441,1538
227,Machine 5,Job 27,1538,1593
228,Machine 5,Job 28,1593,1690
229,Machine 5,Job 29,1690,1698
230,Machine 5,Job 30,1698,1728
231,Machine 5,Job 31,1762,1800
232,Machine 5,Job 32,1860,1864
233,Machine 5,Job 33,1906,1943
234,Machine 5,Job 34,1943,1951
235,Machine 5,Job 35,2054,2077
236,Machine 5,Job 36,2077,2170
237,Machine 5,Job 37,2180,2223
238,Machine 5,Job 38,2273,2297
239,Machine 5,Job 39,2315,2395
240,Machine 5,Job 40,2395,2486
241,Machine 5,Job 41,2486,2573
242,Machine 5,Job 42,2573,2630
243,Machine 5,Job 43,2630,2634
244,Machine 5,Job 44,2634,2709
245,Machine 5,Job 45,2709,2790
246,Machine 5,Job 46,2790,2819
247,Machine 5,Job 47,2819,2861
248,Machine 5,Job 48,2861,2951
249,Machine 5,Job 49,2951,3037
250,Machine 5,Job 50,3037,3097
251,Machine 6,Job 1,204,229
252,Machine 6,Job 2,229,282
253,Machine 6,Job 3,315,387
254,Machine 6,Job 4,387,400
255,Machine 6,Job 5,405,442
256,Machine 6,Job 6,442,528
257,Machine 6,Job 7,528,580
258,Machine 6,Job 8,580,652
259,Machine 6,Job 9,652,719
260,Machine 6,Job 10,719,756
261,Machine 6,Job 11,756,773
262,Machine 6,Job 12,773,855
