Item,Machine,Job,Start,End
1,Machine 1,Job 1,0,3
2,Machine 1,Job 2,3,40
3,Machine 1,Job 3,40,83
4,Machine 1,Job 4,83,145
5,Machine 1,Job 5,145,186
6,Machine 1,Job 6,186,227
7,Machine 1,Job 7,227,266
8,Machine 1,Job 8,266,356
9,Machine 1,Job 9,356,386
10,Machine 1,Job 10,386,483
11,Machine 1,Job 11,483,558
12,Machine 1,Job 12,558,584
13,Machine 1,Job 13,584,668
14,Machine 1,Job 14,668,731
15,Machine 1,Job 15,731,826
16,Machine 1,Job 16,826,872
17,Machine 1,Job 17,872,946
18,Machine 1,Job 18,946,1018
19,Machine 1,Job 19,1018,1022
20,Machine 1,Job 20,1022,1096
21,Machine 2,Job 1,3,40
22,Machine 2,Job 2,40,111
23,Machine 2,Job 3,111,191
24,Machine 2,Job 4,191,220
25,Machine 2,Job 5,220,290
26,Machine 2,Job 6,290,322
27,Machine 2,Job 7,322,364
28,Machine 2,Job 8,364,398
29,Machine 2,Job 9,398,473
30,Machine 2,Job 10,483,539
31,Machine 2,Job 11,558,572
32,Machine 2,Job 12,584,676
33,Machine 2,Job 13,676,712
34,Machine 2,Job 14,731,811
35,Machine 2,Job 15,826,899
36,Machine 2,Job 16,899,935
37,Machine 2,Job 17,946,1016
38,Machine 2,Job 18,1018,1049
39,Machine 2,Job 19,1049,1105
40,Machine 2,Job 20,1105,1196
41,Machine 3,Job 1,40,109
42,Machine 3,Job 2,111,123
43,Machine 3,Job 3,191,203
44,Machine 3,Job 4,220,286
45,Machine 3,Job 5,290,334
46,Machine 3,Job 6,334,356
47,Machine 3,Job 7,364,458
48,Machine 3,Job 8,458,544
49,Machine 3,Job 9,544,576
50,Machine 3,Job 10,576,668
51,Machine 3,Job 11,668,730
52,Machine 3,Job 12,730,750
53,Machine 3,Job 13,750,814
54,Machine 3,Job 14,814,911
55,Machine 3,Job 15,911,949
56,Machine 3,Job 16,949,1012
57,Machine 3,Job 17,1016,1100
58,Machine 3,Job 18,1100,1183
59,Machine 3,Job 19,1183,1273
60,Machine 3,Job 20,1273,1298
61,Machine 4,Job 1,109,192
62,Machine 4,Job 2,192,230
63,Machine 4,Job 3,230,254
64,Machine 4,Job 4,286,383
65,Machine 4,Job 5,383,389
66,Machine 4,Job 6,389,469
67,Machine 4,Job 7,469,547
68,Machine 4,Job 8,547,631
69,Machine 4,Job 9,631,678
70,Machine 4,Job 10,678,743
71,Machine 4,Job 11,743,764
72,Machine 4,Job 12,764,825
73,Machine 4,Job 13,825,871
74,Machine 4,Job 14,911,967
75,Machine 4,Job 15,967,1062
76,Machine 4,Job 16,1062,1111
77,Machine 4,Job 17,1111,1174
78,Machine 4,Job 18,1183,1263
79,Machine 4,Job 19,1273,1282
80,Machine 4,Job 20,1298,1374
81,Machine 5,Job 1,192,204
82,Machine 5,Job 2,230,314
83,Machine 5,Job 3,314,325
84,Machine 5,Job 4,383,430
85,Machine 5,Job 5,430,500
86,Machine 5,Job 6,500,514
87,Machine 5,Job 7,547,612
88,Machine 5,Job 8,631,721
89,Machine 5,Job 9,721,726
90,Machine 5,Job 10,743,771
91,Machine 5,Job 11,771,801
92,Machine 5,Job 12,825,916
93,Machine 5,Job 13,916,937
94,Machine 5,Job 14,967,1049
95,Machine 5,Job 15,1062,1103
96,Machine 5,Job 16,1111,1178
97,Machine 5,Job 17,1178,1250
98,Machine 5,Job 18,1263,1354
99,Machine 5,Job 19,1354,1357
100,Machine 5,Job 20,1374,1436
101,Machine 6,Job 1,204,240
102,Machine 6,Job 2,314,345
103,Machine 6,Job 3,345,396
104,Machine 6,Job 4,430,503
105,Machine 6,Job 5,503,520
106,Machine 6,Job 6,520,598
107,Machine 6,Job 7,612,695
108,Machine 6,Job 8,721,812
109,Machine 6,Job 9,812,886
110,Machine 6,Job 10,886,912
111,Machine 6,Job 11,912,949
112,Machine 6,Job 12,949,1007
113,Machine 6,Job 13,1007,1060
114,Machine 6,Job 14,1060,1141
115,Machine 6,Job 15,1141,1182
116,Machine 6,Job 16,1182,1185
117,Machine 6,Job 17,1250,1328
118,Machine 6,Job 18,1354,1432
119,Machine 6,Job 19,1432,1434
120,Machine 6,Job 20,1436,1510
121,Machine 7,Job 1,240,310
122,Machine 7,Job 2,345,444
123,Machine 7,Job 3,444,504
124,Machine 7,Job 4,504,558
125,Machine 7,Job 5,558,603
126,Machine 7,Job 6,603,648
127,Machine 7,Job 7,695,787
128,Machine 7,Job 8,812,862
129,Machine 7,Job 9,886,897
130,Machine 7,Job 10,912,975
131,Machine 7,Job 11,975,1018
132,Machine 7,Job 12,1018,1088
133,Machine 7,Job 13,1088,1098
134,Machine 7,Job 14,1141,1205
135,Machine 7,Job 15,1205,1258
136,Machine 7,Job 16,1258,1260
137,Machine 7,Job 17,1328,1361
138,Machine 7,Job 18,1432,1475
139,Machine 7,Job 19,1475,1479
140,Machine 7,Job 20,1510,1554
141,Machine 8,Job 1,310,381
142,Machine 8,Job 2,444,531
143,Machine 8,Job 3,531,567
144,Machine 8,Job 4,567,608
145,Machine 8,Job 5,608,703
146,Machine 8,Job 6,703,745
147,Machine 8,Job 7,787,866
148,Machine 8,Job 8,866,885
149,Machine 8,Job 9,897,949
150,Machine 8,Job 10,975,1005
151,Machine 8,Job 11,1018,1105
152,Machine 8,Job 12,1105,1125
153,Machine 8,Job 13,1125,1196
154,Machine 8,Job 14,1205,1279
155,Machine 8,Job 15,1279,1285
156,Machine 8,Job 16,1285,1384
157,Machine 8,Job 17,1384,1471
158,Machine 8,Job 18,1475,1512
159,Machine 8,Job 19,1512,1567
160,Machine 8,Job 20,1567,1575
161,Machine 9,Job 1,381,438
162,Machine 9,Job 2,531,564
163,Machine 9,Job 3,567,660
164,Machine 9,Job 4,660,708
165,Machine 9,Job 5,708,797
166,Machine 9,Job 6,797,850
167,Machine 9,Job 7,866,894
168,Machine 9,Job 8,894,982
169,Machine 9,Job 9,982,1043
170,Machine 9,Job 10,1043,1090
171,Machine 9,Job 11,1105,1108
172,Machine 9,Job 12,1125,1211
173,Machine 9,Job 13,1211,1214
174,Machine 9,Job 14,1279,1305
175,Machine 9,Job 15,1305,1374
176,Machine 9,Job 16,1384,1411
177,Machine 9,Job 17,1471,1474
178,Machine 9,Job 18,1512,1537
179,Machine 9,Job 19,1567,1573
180,Machine 9,Job 20,1575,1633
181,Machine 10,Job 1,438,504
182,Machine 10,Job 2,564,644
183,Machine 10,Job 3,660,756
184,Machine 10,Job 4,756,773
185,Machine 10,Job 5,797,860
186,Machine 10,Job 6,860,891
187,Machine 10,Job 7,894,912
188,Machine 10,Job 8,982,1049
189,Machine 10,Job 9,1049,1109
190,Machine 10,Job 10,1109,1197
191,Machine 10,Job 11,1197,1224
192,Machine 10,Job 12,1224,1260
193,Machine 10,Job 13,1260,1299
194,Machine 10,Job 14,1305,1389
195,Machine 10,Job 15,1389,1470
196,Machine 10,Job 16,1470,1514
197,Machine 10,Job 17,1514,1542
198,Machine 10,Job 18,1542,1584
199,Machine 10,Job 19,1584,1617
200,Machine 10,Job 20,1633,1642
