0,29,49,61,109,142,180,256,284,303,340,422,519,612,621,707,776,847,917,939
29,50,73,109,145,180,256,284,305,359,454,519,612,658,749,820,858,917,991,1024
50,77,175,192,212,295,367,391,466,544,632,670,750,823,919,926,941,1021,1026,1112
77,175,205,215,295,379,403,477,544,632,703,789,823,919,992,1009,1067,1120,1167,1172
146,205,215,304,402,497,498,526,632,726,806,822,916,1005,1042,1093,1188,1197,1260,1298
163,250,305,402,497,549,560,606,726,806,822,919,1005,1042,1093,1188,1230,1260,1321,1391
250,310,405,491,563,580,640,682,784,822,919,1001,1072,1130,1162,1230,1256,1321,1360,1451
310,405,454,563,615,640,716,798,847,914,988,1073,1143,1166,1193,1256,1298,1395,1491,1524
312,454,519,615,695,762,798,847,910,977,1073,1143,1166,1215,1252,1329,1422,1491,1521,1589
322,519,547,695,762,831,905,968,996,1070,1130,1161,1215,1274,1357,1422,1490,1504,1589,1595
