3,13,17,25,37,53,91,92,121,140,195,254,293,349,392,408,453,536,591,596,616,623,662,688,698,763,822,849,882,899,928,979,1019,1093,1152,1231,1257,1302,1348,1357,1375,1450,1504,1554,1599,1656,1684,1687,1779,1822,1897,1971,2032,2072,2106,2160,2188,2230,2252,2288,2305,2389,2449,2519,2590,2592,2680,2734,2759,2777,2842,2899,2967,2992,3073,3084,3112,3194,3247,3311,3364,3402,3498,3499,3587,3648,3727,3792,3876,3889,3958,4054,4140,4186,4193,4288,4355,4408,4486,4532,4631,4685,4783,4866,4872,4924,5020,5108,5174,5268,5340,5431,5452,5486,5544,5625,5703,5744,5831,5904,5958,5976,6035,6123,6215,6252,6261,6342,6396,6411,6445,6483,6536,6601,6682,6693,6734,6830,6876,6901,6915,7014,7090,7185,7275,7281,7320,7411,7468,7559,7656,7720,7812,7909,7971,8068,8077,8087,8106,8154,8241,8320,8331,8419,8449,8517,8562,8580,8654,8670,8743,8814,8879,8969,9065,9160,9171,9181,9228,9269,9360,9376,9446,9541,9561,9616,9665,9744,9776,9860,9919,9980,10035,10062,10116,10192,10281,10341,10358,10384
18,23,64,68,128,141,167,238,246,333,351,408,469,496,506,572,606,640,691,736,742,773,784,845,862,915,963,1020,1095,1112,1155,1230,1299,1324,1375,1396,1427,1438,1482,1515,1588,1616,1690,1729,1820,1831,1832,1912,1983,2061,2090,2106,2188,2201,2258,2352,2440,2523,2612,2613,2693,2724,2760,2782,2862,2953,2985,3044,3100,3124,3195,3213,3303,3376,3379,3432,3494,3528,3569,3640,3651,3656,3745,3834,3926,3928,3981,4054,4061,4096,4110,4148,4201,4286,4377,4465,4553,4591,4663,4721,4774,4832,4852,4925,4982,5021,5065,5184,5259,5351,5409,5464,5539,5576,5652,5738,5776,5830,5872,5972,6021,6100,6130,6140,6220,6253,6348,6387,6480,6500,6555,6576,6602,6656,6685,6764,6862,6914,7006,7083,7161,7188,7207,7240,7324,7391,7483,7536,7583,7671,7686,7749,7848,7950,8058,8134,8162,8255,8296,8306,8351,8398,8474,8476,8531,8626,8665,8745,8790,8804,8805,8893,8973,9026,9097,9214,9260,9290,9342,9414,9420,9425,9490,9626,9659,9705,9778,9824,9855,9912,9975,9988,10111,10168,10220,10255,10346,10398,10445,10538
40,67,79,123,160,166,260,349,380,417,449,488,498,512,583,584,614,702,722,770,819,854,925,963,1048,1118,1191,1217,1250,1331,1408,1430,1445,1505,1510,1597,1610,1655,1662,1711,1739,1772,1823,1884,1905,1960,2023,2092,2099,2153,2173,2254,2348,2445,2507,2596,2643,2675,2731,2751,2767,2808,2884,2930,2948,3017,3094,3147,3176,3264,3311,3402,3479,3514,3563,3590,3608,3641,3719,3739,3833,3920,3975,4011,4014,4048,4129,4138,4208,4219,4259,4316,4398,4482,4565,4652,4733,4757,4850,4946,4965,5008,5074,5137,5205,5252,5334,5423,5472,5562,5596,5618,5625,5700,5797,5893,5983,6078,6127,6158,6238,6321,6388,6468,6534,6607,6665,6700,6725,6801,6868,6878,6954,6976,6998,7088,7089,7187,7222,7311,7340,7375,7382,7473,7501,7522,7603,7627,7703,7742,7791,7865,7880,7957,8063,8160,8210,8271,8370,8436,8530,8623,8670,8671,8742,8836,8922,8942,8946,8964,8997,9000,9013,9088,9182,9269,9337,9395,9408,9507,9576,9586,9675,9697,9753,9758,9837,9849,9867,9960,10029,10093,10129,10183,10240,10354,10370,10463,10485,10629
75,114,143,167,208,267,315,410,429,469,537,580,636,662,756,816,853,880,960,1037,1101,1126,1163,1204,1219,1288,1374,1378,1382,1417,1514,1524,1562,1568,1644,1656,1744,1806,1812,1892,1927,1976,1994,2065,2110,2207,2224,2249,2347,2389,2462,2488,2549,2559,2645,2695,2704,2749,2781,2785,2864,2932,2990,3056,3144,3193,3205,3297,3351,3421,3512,3584,3652,3691,3790,3797,3877,3881,3908,3939,4027,4032,4063,4124,4126,4218,4282,4329,4358,4436,4500,4586,4654,4700,4793,4804,4901,4978,4990,5023,5067,5096,5129,5177,5298,5375,5395,5485,5522,5654,5716,5733,5816,5904,5980,6029,6116,6194,6281,6335,6337,6417,6490,6547,6616,6655,6694,6738,6766,6877,6904,6982,6990,7075,7111,7206,7230,7325,7352,7371,7469,7485,7501,7553,7650,7676,7767,7866,7900,7998,8048,8098,8149,8197,8245,8332,8392,8453,8524,8593,8678,8765,8776,8857,8903,8960,9033,9058,9074,9143,9156,9207,9296,9297,9334,9417,9488,9532,9556,9608,9618,9682,9690,9711,9831,9846,9918,10002,10099,10175,10201,10258,10281,10377,10384,10481,10498,10560,10620,10639
79,163,215,295,302,393,444,498,499,580,667,670,698,704,805,839,891,914,1026,1080,1149,1183,1239,1313,1315,1322,1394,1456,1500,1592,1606,1652,1689,1785,1813,1837,1926,1962,1964,2058,2119,2170,2217,2273,2366,2415,2417,2456,2488,2579,2592,2688,2711,2769,2849,2912,2932,3019,3093,3170,3260,3327,3349,3427,3480,3504,3511,3594,3649,3738,3775,3793,3841,3884,3896,3970,4017,4018,4057,4108,4110,4209,4287,4308,4339,4400,4492,4564,4653,4745,4762,4813,4849,4914,4982,5018,5082,5088,5116,5188,5246,5324,5326,5414,5453,5528,5619,5708,5804,5855,5934,6008,6075,6111,6202,6268,6285,6378,6430,6485,6551,6642,6677,6752,6767,6786,6883,6905,6907,6950,7029,7040,7076,7174,7206,7224,7312,7393,7471,7494,7590,7658,7712,7758,7762,7771,7810,7959,8015,8018,8108,8161,8244,8255,8312,8366,8480,8549,8647,8723,8748,8779,8836,8902,8990,9040,9085,9115,9210,9277,9295,9320,9385,9403,9453,9487,9582,9616,9702,9753,9757,9824,9900,9989,10059,10063,10145,10169,10236,10248,10261,10289,10300,10418,10498,10574,10614,10689,10735,10766
134,217,257,382,411,502,516,582,597,673,726,752,754,773,838,879,895,973,1089,1186,1190,1242,1320,1372,1391,1471,1543,1549,1550,1603,1627,1738,1831,1851,1901,1956,1992,2054,2106,2158,2248,2262,2293,2360,2393,2448,2475,2565,2641,2661,2690,2783,2798,2886,2973,3024,3068,3105,3147,3192,3292,3417,3471,3528,3555,3556,3581,3682,3770,3801,3835,3846,3924,3986,4058,4067,4139,4166,4224,4263,4340,4348,4447,4454,4469,4512,4585,4673,4741,4761,4784,4887,4904,4960,5041,5072,5173,5230,5275,5291,5389,5463,5494,5560,5656,5738,5817,5871,5941,6039,6075,6155,6219,6247,6319,6411,6503,6587,6653,6677,6747,6769,6822,6870,6919,6979,7071,7073,7101,7115,7189,7222,7298,7322,7360,7410,7503,7584,7646,7705,7735,7797,7806,7871,7877,7974,8021,8113,8200,8206,8265,8273,8295,8343,8422,8506,8600,8691,8776,8790,8817,8901,8931,8941,9060,9098,9115,9203,9225,9282,9368,9428,9438,9452,9509,9546,9584,9714,9799,9850,9896,9930,9996,10055,10119,10170,10183,10202,10290,10317,10334,10337,10348,10516,10579,10662,10701,10737,10773,10793
153,272,356,470,505,583,625,695,710,753,782,793,861,915,956,958,1018,1109,1158,1189,1276,1297,1364,1466,1469,1519,1631,1643,1672,1729,1764,1847,1866,1915,1988,2021,2038,2110,2123,2175,2252,2328,2408,2485,2548,2596,2644,2712,2761,2859,2941,2974,2993,3010,3093,3126,3190,3222,3279,3378,3427,3468,3519,3553,3584,3670,3687,3773,3809,3872,3946,4003,4024,4086,4174,4187,4270,4300,4328,4378,4448,4490,4566,4569,4633,4719,4750,4786,4810,4887,4907,4975,5049,5138,5183,5248,5294,5300,5327,5385,5479,5547,5623,5693,5724,5837,5849,5962,6027,6084,6170,6229,6258,6352,6385,6428,6570,6651,6657,6684,6796,6879,6891,6978,7006,7020,7117,7173,7203,7207,7243,7305,7373,7397,7432,7439,7526,7659,7727,7732,7761,7807,7821,7962,7971,8047,8062,8168,8219,8281,8322,8367,8415,8461,8535,8565,8635,8736,8812,8842,8909,8917,9004,9088,9141,9149,9195,9260,9279,9363,9383,9454,9525,9563,9588,9642,9673,9738,9881,9940,10026,10049,10068,10137,10175,10247,10296,10312,10313,10323,10431,10494,10520,10537,10592,10694,10769,10842,10861,10926
205,352,377,515,593,608,703,721,764,821,884,885,905,937,992,1023,1110,1157,1254,1342,1356,1381,1451,1476,1561,1621,1684,1717,1720,1784,1825,1876,1900,2011,2030,2106,2114,2123,2208,2257,2282,2332,2507,2565,2586,2683,2768,2846,2911,2936,2984,3053,3078,3114,3160,3195,3210,3287,3363,3477,3572,3621,3645,3666,3713,3811,3882,3935,3962,4046,4071,4145,4157,4243,4335,4351,4432,4448,4458,4484,4580,4606,4659,4752,4767,4814,4858,4886,4893,4990,5085,5173,5252,5273,5281,5301,5352,5447,5498,5549,5637,5711,5775,5844,5901,5976,6001,6088,6166,6247,6288,6324,6403,6491,6582,6602,6634,6665,6763,6833,6908,6956,6988,7044,7137,7180,7220,7227,7263,7340,7406,7455,7507,7590,7611,7651,7689,7699,7784,7796,7834,7883,7972,8039,8083,8163,8241,8265,8305,8390,8443,8452,8455,8467,8618,8708,8729,8811,8895,8947,9021,9035,9101,9121,9147,9199,9273,9346,9401,9455,9503,9573,9597,9620,9659,9696,9781,9783,9909,9969,10110,10123,10127,10169,10235,10310,10347,10395,10486,10494,10527,10548,10591,10652,10743,10829,10902,10958,11044,11114
294,450,486,519,675,692,724,758,769,829,908,939,1019,1024,1115,1182,1240,1306,1339,1353,1410,1412,1482,1517,1660,1693,1717,1752,1814,1883,1919,1987,2034,2093,2149,2204,2234,2325,2375,2438,2512,2545,2596,2626,2665,2781,2844,2904,2942,3006,3078,3151,3213,3259,3315,3316,3355,3422,3498,3548,3606,3701,3791,3793,3805,3883,3955,4022,4082,4160,4206,4244,4328,4373,4467,4488,4533,4601,4659,4678,4713,4795,4835,4896,4928,4936,4969,5044,5057,5119,5205,5260,5271,5355,5437,5480,5481,5526,5599,5674,5755,5829,5844,5902,5986,6040,6128,6194,6245,6344,6413,6455,6497,6588,6632,6680,6778,6821,6889,6919,6963,7029,7099,7184,7186,7251,7252,7278,7372,7433,7461,7524,7585,7612,7686,7721,7732,7827,7892,7903,7945,7991,8066,8164,8218,8272,8352,8403,8411,8470,8557,8580,8629,8714,8722,8749,8846,8925,8964,9000,9078,9084,9141,9191,9274,9324,9336,9414,9457,9474,9539,9607,9620,9676,9748,9846,9923,9980,9991,10025,10119,10177,10223,10296,10300,10363,10394,10473,10497,10507,10539,10640,10660,10686,10765,10916,10918,11024,11134,11220
375,496,540,635,680,772,794,809,843,939,995,1075,1088,1140,1207,1275,1346,1373,1452,1459,1521,1538,1580,1636,1707,1729,1798,1849,1942,2005,2049,2054,2124,2178,2225,2294,2305,2343,2405,2478,2540,2557,2609,2706,2790,2815,2911,2932,3019,3040,3100,3211,3240,3312,3337,3436,3534,3598,3686,3730,3762,3806,3891,3931,4005,4049,4117,4151,4205,4245,4313,4397,4436,4523,4543,4614,4647,4697,4777,4870,4961,4989,5025,5042,5084,5122,5162,5201,5279,5365,5459,5461,5519,5536,5566,5590,5622,5688,5756,5842,5900,5929,5932,5958,6033,6074,6129,6201,6319,6372,6480,6486,6574,6658,6751,6793,6876,6894,6962,6994,7040,7043,7149,7228,7237,7278,7330,7360,7454,7540,7619,7654,7670,7717,7752,7843,7906,7926,8010,8035,8082,8170,8243,8278,8332,8346,8391,8493,8569,8603,8672,8685,8687,8805,8884,8952,8986,9016,9021,9092,9155,9190,9271,9335,9393,9466,9476,9488,9517,9519,9552,9609,9660,9765,9787,9847,9953,10077,10165,10189,10219,10260,10324,10364,10384,10390,10450,10478,10549,10603,10662,10712,10742,10835,10907,10978,11060,11100,11142,11317
