1,28,56,107,123,147,221,254,336,434,470,471,510,594,631,670,707,726,783,806
57,100,117,124,143,173,301,366,452,459,494,569,656,727,819,828,832,855,862,899
61,104,199,236,249,315,375,433,533,554,580,589,704,776,837,909,952,1041,1078,1091
79,164,203,237,326,336,466,551,612,695,733,767,791,811,931,1024,1052,1112,1148,1245
176,198,216,324,409,493,509,577,622,721,781,811,896,925,978,1032,1069,1189,1204,1289
216,262,339,411,481,567,632,681,758,790,881,883,994,1010,1057,1132,1150,1274,1368,1432
255,292,408,474,579,607,682,764,798,883,941,957,1023,1108,1142,1158,1257,1284,1382,1455
268,361,500,566,628,679,780,821,916,987,1020,1071,1125,1171,1181,1279,1376,1439,1527,1570
339,406,577,650,743,817,887,978,1028,1060,1155,1219,1264,1278,1376,1441,1462,1559,1576,1635
402,435,652,730,841,870,985,1038,1122,1207,1275,1343,1393,1454,1474,1495,1524,1565,1610,1638
