<<<<<<< HEAD
9,38,77,119,184,218,244,339,392,480,516,573,645,664,743,815,914,962,1055,1117
52,66,139,156,214,292,390,420,513,607,652,750,798,877,954,1000,1088,1113,1152,1229
77,175,229,232,325,405,482,518,608,683,779,794,836,969,1036,1103,1138,1158,1213,1242
106,226,302,377,469,566,569,600,673,744,805,861,957,1066,1087,1164,1191,1235,1259,1284
191,293,392,474,525,614,650,722,786,852,933,1014,1083,1121,1184,1211,1255,1273,1304,1350
=======
9,51,80,119,184,218,271,328,364,436,524,543,638,737,809,902,981,1007,1069,1117
52,69,94,181,214,292,385,483,528,576,670,749,779,867,913,952,1058,1156,1233,1258
77,80,192,246,339,419,509,524,624,662,745,841,877,912,980,1035,1125,1233,1246,1278
106,181,243,319,431,528,593,649,675,771,832,938,969,996,1057,1081,1146,1236,1271,1322
191,273,340,430,482,576,657,738,819,888,954,992,1064,1108,1135,1166,1229,1272,1318,1340
>>>>>>> 565ed13600407c2a2200453f8ab92048c82b3da6
