0,6,53,85,105,136,190,195,289,347,354,397,416,489,540,576,651,733,764,813
6,53,94,115,136,190,251,323,347,405,460,478,496,540,602,651,733,764,851,926
49,94,125,151,188,265,323,400,439,460,527,550,635,720,739,820,872,917,938,1028
77,160,203,232,324,362,400,442,443,527,606,698,742,793,820,886,917,1002,1091,1114
160,210,232,324,362,393,442,536,599,657,698,794,821,854,886,894,1002,1091,1152,1159
210,229,300,357,405,445,536,599,685,724,794,830,854,865,942,1024,1106,1191,1213,1219
229,314,400,474,490,540,598,696,740,779,830,855,879,974,1032,1106,1191,1235,1248,1261
314,400,474,496,541,598,696,740,779,822,855,937,977,1032,1096,1185,1259,1276,1278,1334
326,470,496,542,637,725,733,780,835,903,977,1023,1090,1132,1206,1273,1286,1289,1325,1365
394,485,542,637,725,738,780,866,933,1012,1054,1120,1139,1231,1273,1302,1320,1350,1377,1420
