0,1,28,56,107,123,147,221,254,336,434,470,471,510,594,631,670,707,726,783
1,57,100,117,124,147,221,301,366,452,470,494,569,656,727,819,828,832,855,862
57,100,117,199,236,249,315,375,452,533,554,580,656,727,819,837,909,952,1041,1078
61,104,199,236,249,326,375,466,551,612,695,733,767,791,837,931,1024,1052,1112,1148
79,176,203,237,326,409,493,551,612,695,733,781,811,896,931,1024,1052,1112,1189,1245
176,216,262,339,411,493,567,632,681,758,790,881,896,994,1010,1057,1132,1189,1274,1368
216,262,339,411,481,579,632,682,764,798,883,941,994,1023,1108,1142,1158,1274,1368,1432
255,292,408,500,579,628,682,780,821,916,987,1020,1071,1125,1171,1181,1279,1376,1439,1527
268,361,500,577,650,743,817,887,978,1028,1060,1155,1219,1264,1278,1376,1441,1462,1559,1576
339,406,577,652,743,841,887,985,1038,1122,1207,1275,1343,1393,1454,1474,1495,1559,1576,1635
