21,46,60,77,120,188,281,359,426,508,588,652,682,754,767,800,893,897,977,1054
54,100,159,229,300,369,441,476,479,510,647,737,819,865,948,997,1074,1150,1207,1292
152,155,229,294,366,465,540,559,609,686,745,821,853,886,1018,1073,1158,1244,1301,1311
174,234,307,339,367,510,544,617,704,802,833,844,930,955,1082,1177,1273,1368,1399,1408
251,294,318,432,471,515,635,683,734,812,863,877,940,969,1170,1258,1307,1375,1478,1500
287,373,430,520,592,631,700,793,802,846,916,1015,1110,1152,1189,1306,1336,1447,1504,1566
332,450,548,642,690,752,782,832,875,949,1042,1130,1160,1177,1268,1331,1350,1493,1602,1679
428,517,563,717,755,809,902,957,982,1062,1152,1187,1223,1226,1360,1380,1478,1560,1679,1692
454,538,619,778,874,947,1039,1063,1092,1189,1254,1281,1312,1387,1484,1528,1579,1640,1682,1717
535,601,700,844,943,1037,1090,1121,1206,1254,1318,1362,1434,1516,1554,1572,1646,1673,1718,1764
