<<<<<<< HEAD
0,22,54,72,84,89,174,227,321,359,400,495,537,601,674,745,835,846,921,948
22,54,72,105,163,174,253,321,368,400,495,537,601,674,745,835,878,921,1020,1031
33,62,105,180,255,316,329,402,470,477,514,609,669,745,839,900,972,1061,1126,1151
51,144,243,302,343,372,459,519,613,624,675,772,857,892,976,997,1061,1126,1223,1231
144,243,303,372,437,486,538,622,671,729,814,857,902,976,1005,1096,1191,1223,1231,1244
=======
0,22,27,59,77,171,224,288,300,385,426,521,563,601,674,764,775,846,921,948
22,33,59,77,171,224,288,330,388,467,521,563,620,674,764,807,846,921,1020,1031
33,51,112,152,227,295,368,396,471,490,527,622,682,745,839,911,1000,1061,1126,1151
51,144,173,272,331,425,485,520,561,648,699,796,881,892,976,1000,1061,1126,1223,1231
144,238,287,347,425,485,569,613,678,730,815,881,926,984,1013,1108,1128,1223,1231,1244
>>>>>>> 565ed13600407c2a2200453f8ab92048c82b3da6
