7,45,46,83,88,113,173,174,228,243,309,337,383,422,473,517,612,627,666,697,740,810,872,888,959,1033,1039,1115,1169,1220,1309,1378,1399,1413,1511,1535,1538,1575,1604,1624,1671,1718,1795,1801,1891,1926,1928,1929,2026,2102,2191,2236,2282,2324,2360,2417,2486,2562,2592,2644,2663,2741,2806,2873,2910,3001,3082,3144,3159,3207,3284,3372,3467,3518,3533,3611,3636,3699,3796,3799,3800,3817,3891,3978,4028,4090,4171,4204,4289,4383,4465,4506,4533,4594,4682,4748,4797,4830,4890,4983
65,103,108,130,139,174,206,285,292,383,411,503,563,651,695,749,769,785,840,899,930,948,953,1030,1076,1121,1125,1201,1242,1317,1364,1401,1479,1554,1558,1592,1651,1738,1750,1827,1839,1851,1908,1957,2025,2120,2199,2237,2317,2322,2348,2406,2447,2477,2560,2627,2722,2789,2879,2894,2991,3024,3034,3118,3119,3185,3283,3366,3455,3536,3603,3613,3691,3705,3745,3802,3897,3951,3985,4025,4113,4138,4219,4309,4328,4375,4413,4491,4505,4516,4537,4580,4622,4623,4708,4827,4887,4968,5057,5126
76,108,127,135,213,222,232,360,451,455,511,534,652,719,745,778,810,847,849,934,1001,1055,1058,1067,1144,1223,1263,1282,1330,1333,1455,1543,1640,1663,1677,1688,1713,1826,1889,1953,1998,2017,2081,2178,2199,2224,2257,2271,2325,2353,2428,2523,2599,2666,2733,2758,2844,2860,2932,3025,3052,3131,3181,3222,3309,3406,3438,3461,3531,3596,3697,3701,3716,3790,3796,3838,3971,4026,4097,4151,4245,4276,4320,4402,4439,4471,4483,4546,4641,4716,4764,4796,4811,4855,4936,4943,5022,5096,5135,5234
86,115,198,234,252,349,420,421,550,590,597,682,743,796,810,845,853,911,963,1047,1073,1092,1163,1250,1313,1336,1370,1437,1472,1551,1625,1690,1744,1789,1814,1906,1987,2028,2089,2127,2152,2233,2291,2371,2384,2420,2433,2509,2532,2618,2619,2701,2732,2818,2890,2981,3026,3081,3153,3220,3267,3362,3387,3423,3479,3559,3612,3655,3751,3754,3763,3778,3844,3886,3938,3987,4013,4079,4147,4242,4279,4338,4401,4434,4488,4550,4644,4722,4755,4789,4809,4872,4917,4995,5030,5069,5108,5170,5254,5286
93,156,252,336,406,436,494,536,555,631,723,732,802,804,855,884,979,1004,1086,1106,1126,1208,1267,1360,1372,1433,1487,1515,1576,1674,1725,1789,1859,1875,1920,2002,2045,2126,2176,2203,2289,2359,2378,2394,2452,2483,2563,2659,2724,2775,2793,2885,2911,2969,3061,3091,3155,3195,3290,3389,3474,3489,3508,3521,3601,3648,3669,3766,3789,3849,3850,3932,3968,4065,4161,4254,4298,4385,4474,4555,4623,4685,4769,4801,4865,4871,4966,4981,5001,5013,5029,5035,5103,5167,5255,5284,5331,5378,5443,5465
186,247,279,424,448,488,539,550,641,696,764,769,823,908,938,1023,1112,1166,1251,1273,1295,1375,1421,1492,1493,1585,1593,1692,1701,1791,1842,1885,1945,1948,2002,2009,2135,2174,2236,2332,2355,2361,2450,2540,2600,2630,2717,2798,2816,2850,2944,3035,3127,3147,3234,3298,3351,3413,3446,3463,3486,3567,3626,3703,3724,3772,3866,3910,4007,4080,4138,4194,4203,4267,4350,4427,4456,4550,4630,4691,4735,4827,4828,4871,4910,5004,5079,5117,5215,5229,5323,5408,5471,5530,5545,5644,5677,5702,5756,5809
284,295,347,451,508,607,611,658,708,758,862,910,971,984,1056,1142,1228,1261,1264,1304,1381,1456,1468,1581,1642,1666,1718,1754,1841,1848,1855,1899,2013,2104,2131,2152,2160,2255,2321,2366,2374,2431,2526,2624,2675,2733,2813,2883,2885,2892,3011,3063,3147,3159,3315,3368,3382,3424,3471,3508,3581,3651,3703,3789,3835,3908,3915,3919,4057,4167,4169,4291,4367,4436,4460,4477,4515,4575,4668,4708,4748,4881,4953,5020,5046,5079,5178,5185,5221,5327,5372,5490,5556,5645,5706,5714,5723,5818,5902,5962
323,330,352,508,578,630,703,711,727,834,888,925,1054,1087,1165,1241,1248,1299,1368,1433,1527,1540,1557,1624,1674,1762,1812,1828,1868,1891,1962,2012,2094,2172,2190,2201,2222,2296,2396,2454,2477,2515,2553,2671,2713,2753,2905,2943,2994,3063,3065,3161,3168,3257,3342,3395,3441,3483,3565,3636,3712,3721,3757,3862,3901,3995,4064,4092,4096,4183,4243,4296,4386,4475,4496,4530,4624,4666,4676,4749,4791,4911,4994,5042,5097,5144,5186,5189,5288,5409,5474,5519,5616,5703,5717,5779,5828,5831,5948,5972
392,398,411,595,617,729,730,780,866,883,977,1029,1087,1099,1222,1265,1274,1353,1407,1455,1538,1604,1643,1676,1733,1797,1843,1877,1969,2033,2038,2052,2139,2247,2295,2301,2346,2424,2489,2491,2512,2553,2554,2727,2791,2885,3002,3026,3078,3117,3188,3277,3336,3369,3457,3460,3547,3579,3640,3657,3804,3852,3867,3965,3976,4039,4131,4184,4221,4292,4357,4422,4492,4531,4596,4667,4730,4782,4806,4839,4933,5004,5042,5072,5151,5248,5254,5314,5392,5498,5499,5570,5647,5729,5738,5812,5912,5931,5982,6081
451,499,595,630,652,783,868,888,967,984,1080,1105,1152,1224,1279,1328,1351,1420,1461,1543,1566,1677,1683,1782,1864,1874,1894,1895,1973,2059,2071,2143,2152,2252,2322,2340,2418,2491,2565,2568,2580,2668,2746,2788,2827,2946,3010,3081,3155,3238,3329,3337,3391,3486,3517,3572,3629,3686,3698,3786,3845,3859,3939,4017,4025,4055,4221,4255,4258,4360,4395,4482,4493,4560,4692,4785,4790,4834,4906,4973,5050,5068,5156,5179,5181,5254,5319,5398,5469,5564,5632,5706,5779,5810,5833,5919,5965,5996,6022,6085
