0,39,132,180,226,276,344,436,514,579,618,666,753,837,880,881,971,1005,1071,1152
39,132,180,226,309,387,444,514,591,630,666,763,837,880,945,1038,1094,1137,1221,1294
41,144,218,309,391,444,496,591,676,680,763,854,926,945,1038,1123,1166,1221,1294,1360
95,150,288,391,427,512,578,676,721,752,854,926,945,1032,1123,1166,1254,1352,1356,1455
136,193,309,424,512,565,596,721,752,812,917,997,1085,1169,1262,1301,1393,1437,1488,1508
185,262,324,471,539,614,679,741,802,910,1006,1087,1169,1262,1301,1393,1457,1552,1574,1615
242,305,381,539,614,660,735,805,898,1006,1087,1161,1249,1298,1387,1457,1552,1574,1615,1666
305,381,473,582,672,745,805,851,923,1012,1157,1249,1280,1387,1448,1551,1571,1644,1724,1806
352,456,571,672,752,823,851,916,995,1068,1167,1271,1363,1448,1476,1554,1644,1731,1806,1842
417,549,644,752,823,830,913,995,1069,1104,1173,1289,1373,1474,1549,1603,1731,1795,1831,1918
426,555,739,818,830,913,950,1069,1148,1194,1209,1330,1378,1477,1562,1643,1795,1813,1878,2007
447,648,818,873,899,950,1030,1148,1199,1218,1286,1375,1462,1562,1626,1709,1813,1878,1943,2008
533,702,873,932,1013,1073,1126,1199,1254,1351,1375,1467,1536,1615,1709,1762,1850,1943,2001,2032
622,715,932,1026,1099,1126,1215,1273,1351,1366,1467,1508,1615,1639,1726,1850,1897,1954,2017,2087
623,770,1026,1114,1162,1237,1296,1382,1431,1446,1506,1580,1651,1745,1786,1897,1916,2003,2033,2178
718,785,1114,1162,1237,1296,1382,1439,1537,1599,1646,1665,1745,1786,1880,1918,2003,2035,2081,2250
769,865,1115,1180,1268,1376,1439,1537,1599,1646,1687,1746,1784,1859,1918,1979,2057,2069,2150,2282
865,950,1180,1218,1338,1418,1519,1544,1646,1687,1746,1820,1917,1933,1983,2057,2135,2161,2244,2308
950,988,1218,1286,1359,1455,1540,1609,1708,1739,1820,1917,1966,2033,2045,2135,2165,2225,2306,2319
960,1049,1228,1359,1447,1540,1602,1708,1797,1799,1902,1966,2033,2093,2167,2184,2225,2259,2342,2413
