22,52,63,160,215,266,331,393,413,467,510,551,552,622,688,762,828,851,883,982
70,76,109,235,237,363,413,483,546,558,590,653,669,710,731,807,898,952,980,1016
92,103,168,270,292,391,416,487,594,624,698,700,771,817,862,901,967,1062,1155,1237
125,177,272,294,353,406,432,528,618,670,783,797,868,872,928,1016,1033,1073,1167,1290
129,229,338,347,404,423,519,616,705,783,851,895,940,985,1034,1110,1141,1219,1318,1363
212,300,366,367,435,528,621,655,718,798,912,924,989,1000,1073,1155,1208,1297,1379,1399
279,365,416,475,501,624,653,677,787,820,963,999,1082,1126,1139,1161,1295,1386,1434,1504
298,400,450,490,546,673,727,792,817,895,1051,1069,1100,1184,1218,1222,1381,1465,1507,1587
369,482,501,514,628,718,809,865,887,983,1083,1139,1153,1263,1285,1348,1473,1532,1543,1595
393,502,520,618,715,799,820,964,972,1043,1143,1214,1306,1360,1413,1511,1573,1666,1667,1678
479,542,586,688,802,843,880,977,1002,1079,1213,1276,1316,1447,1487,1519,1600,1760,1770,1846
537,639,667,758,862,929,989,1047,1054,1161,1272,1368,1387,1466,1504,1609,1689,1852,1861,1935
623,721,799,849,870,966,1047,1115,1184,1282,1351,1401,1419,1560,1632,1703,1749,1886,1893,2012
659,786,836,853,922,1013,1133,1150,1191,1287,1421,1503,1540,1628,1682,1719,1841,1916,1982,2041
736,836,850,949,1041,1062,1180,1189,1253,1348,1509,1562,1572,1636,1781,1833,1903,2001,2008,2078
808,858,950,1006,1043,1121,1250,1269,1328,1407,1543,1566,1579,1694,1831,1853,1959,2040,2057,2168
820,918,988,1029,1085,1172,1315,1323,1374,1499,1568,1618,1700,1760,1857,1861,2039,2113,2210,2244
887,1007,1097,1191,1256,1317,1397,1437,1516,1531,1593,1666,1750,1836,1956,1997,2081,2173,2237,2314
912,1034,1117,1222,1258,1355,1441,1496,1553,1622,1697,1752,1795,1914,2017,2019,2094,2234,2260,2326
997,1061,1191,1226,1285,1432,1471,1559,1650,1749,1826,1880,1900,2005,2018,2113,2168,2263,2344,2349
