Item,Machine,Job,Start,End
1,Machine 1,Job 1,0,45
2,Machine 1,Job 2,154,206
3,Machine 1,Job 3,206,225
4,Machine 1,Job 4,279,374
5,Machine 1,Job 5,423,436
6,Machine 1,Job 6,532,579
7,Machine 1,Job 7,623,720
8,Machine 1,Job 8,863,948
9,Machine 1,Job 9,965,984
10,Machine 1,Job 10,1053,1128
11,Machine 1,Job 11,1294,1305
12,Machine 1,Job 12,1404,1450
13,Machine 1,Job 13,1510,1559
14,Machine 1,Job 14,1624,1668
15,Machine 1,Job 15,1668,1734
16,Machine 1,Job 16,1817,1896
17,Machine 1,Job 17,1971,1981
18,Machine 1,Job 18,2040,2124
19,Machine 1,Job 19,2165,2226
20,Machine 1,Job 20,2333,2357
21,Machine 2,Job 1,45,89
22,Machine 2,Job 2,206,208
23,Machine 2,Job 3,225,288
24,Machine 2,Job 4,374,427
25,Machine 2,Job 5,436,478
26,Machine 2,Job 6,579,587
27,Machine 2,Job 7,720,727
28,Machine 2,Job 8,948,960
29,Machine 2,Job 9,984,1072
30,Machine 2,Job 10,1128,1201
31,Machine 2,Job 11,1305,1363
32,Machine 2,Job 12,1450,1548
33,Machine 2,Job 13,1559,1582
34,Machine 2,Job 14,1668,1687
35,Machine 2,Job 15,1734,1819
36,Machine 2,Job 16,1896,1981
37,Machine 2,Job 17,1981,2054
38,Machine 2,Job 18,2124,2150
39,Machine 2,Job 19,2226,2242
40,Machine 2,Job 20,2357,2426
41,Machine 3,Job 1,89,127
42,Machine 3,Job 2,208,210
43,Machine 3,Job 3,288,347
44,Machine 3,Job 4,427,478
45,Machine 3,Job 5,478,568
46,Machine 3,Job 6,587,680
47,Machine 3,Job 7,727,751
48,Machine 3,Job 8,960,992
49,Machine 3,Job 9,1072,1145
50,Machine 3,Job 10,1201,1291
51,Machine 3,Job 11,1363,1457
52,Machine 3,Job 12,1548,1555
53,Machine 3,Job 13,1582,1669
54,Machine 3,Job 14,1687,1772
55,Machine 3,Job 15,1819,1880
56,Machine 3,Job 16,1981,2025
57,Machine 3,Job 17,2054,2130
58,Machine 3,Job 18,2150,2178
59,Machine 3,Job 19,2242,2267
60,Machine 3,Job 20,2426,2487
61,Machine 4,Job 1,127,162
62,Machine 4,Job 2,210,212
63,Machine 4,Job 3,347,362
64,Machine 4,Job 4,478,541
65,Machine 4,Job 5,568,662
66,Machine 4,Job 6,680,751
67,Machine 4,Job 7,751,804
68,Machine 4,Job 8,992,1077
69,Machine 4,Job 9,1145,1200
70,Machine 4,Job 10,1291,1295
71,Machine 4,Job 11,1457,1464
72,Machine 4,Job 12,1555,1619
73,Machine 4,Job 13,1669,1679
74,Machine 4,Job 14,1772,1853
75,Machine 4,Job 15,1880,1884
76,Machine 4,Job 16,2025,2041
77,Machine 4,Job 17,2130,2170
78,Machine 4,Job 18,2178,2244
79,Machine 4,Job 19,2267,2363
80,Machine 4,Job 20,2487,2513
81,Machine 5,Job 1,162,212
82,Machine 5,Job 2,212,311
83,Machine 5,Job 3,362,449
84,Machine 5,Job 4,541,545
85,Machine 5,Job 5,662,698
86,Machine 5,Job 6,751,781
87,Machine 5,Job 7,804,860
88,Machine 5,Job 8,1077,1144
89,Machine 5,Job 9,1200,1240
90,Machine 5,Job 10,1295,1358
91,Machine 5,Job 11,1464,1489
92,Machine 5,Job 12,1619,1630
93,Machine 5,Job 13,1679,1753
94,Machine 5,Job 14,1853,1875
95,Machine 5,Job 15,1884,1980
96,Machine 5,Job 16,2041,2078
97,Machine 5,Job 17,2170,2239
98,Machine 5,Job 18,2244,2337
99,Machine 5,Job 19,2363,2405
100,Machine 5,Job 20,2513,2569
101,Machine 6,Job 1,212,297
102,Machine 6,Job 2,311,312
103,Machine 6,Job 3,449,485
104,Machine 6,Job 4,545,641
105,Machine 6,Job 5,698,709
106,Machine 6,Job 6,781,834
107,Machine 6,Job 7,860,893
108,Machine 6,Job 8,1144,1208
109,Machine 6,Job 9,1240,1322
110,Machine 6,Job 10,1358,1401
111,Machine 6,Job 11,1489,1550
112,Machine 6,Job 12,1630,1633
113,Machine 6,Job 13,1753,1822
114,Machine 6,Job 14,1875,1933
115,Machine 6,Job 15,1980,2028
116,Machine 6,Job 16,2078,2136
117,Machine 6,Job 17,2239,2310
118,Machine 6,Job 18,2337,2401
119,Machine 6,Job 19,2405,2440
