Item,Machine,Job,Start,End
1,Machine 1,Job 1,0,13
2,Machine 1,Job 2,46,98
3,Machine 1,Job 3,132,143
4,Machine 1,Job 4,289,353
5,Machine 1,Job 5,353,451
6,Machine 1,Job 6,591,625
7,Machine 1,Job 7,657,675
8,Machine 1,Job 8,682,773
9,Machine 1,Job 9,773,809
10,Machine 1,Job 10,852,906
11,Machine 1,Job 11,958,1049
12,Machine 1,Job 12,1081,1164
13,Machine 1,Job 13,1180,1246
14,Machine 1,Job 14,1311,1343
15,Machine 1,Job 15,1372,1470
16,Machine 1,Job 16,1472,1531
17,Machine 1,Job 17,1568,1605
18,Machine 1,Job 18,1672,1673
19,Machine 1,Job 19,1808,1811
20,Machine 1,Job 20,1879,1889
21,Machine 1,Job 21,1985,2041
22,Machine 1,Job 22,2114,2116
23,Machine 1,Job 23,2242,2257
24,Machine 1,Job 24,2296,2351
25,Machine 1,Job 25,2380,2468
26,Machine 1,Job 26,2468,2541
27,Machine 1,Job 27,2637,2644
28,Machine 1,Job 28,2666,2723
29,Machine 1,Job 29,2751,2828
30,Machine 1,Job 30,2886,2933
31,Machine 1,Job 31,3016,3056
32,Machine 1,Job 32,3069,3144
33,Machine 1,Job 33,3244,3265
34,Machine 1,Job 34,3285,3296
35,Machine 1,Job 35,3420,3462
36,Machine 1,Job 36,3502,3593
37,Machine 1,Job 37,3624,3636
38,Machine 1,Job 38,3714,3722
39,Machine 1,Job 39,3799,3833
40,Machine 1,Job 40,3985,3987
41,Machine 1,Job 41,4017,4081
42,Machine 1,Job 42,4135,4232
43,Machine 1,Job 43,4259,4290
44,Machine 1,Job 44,4367,4408
45,Machine 1,Job 45,4438,4484
46,Machine 1,Job 46,4536,4575
47,Machine 1,Job 47,4607,4670
48,Machine 1,Job 48,4708,4732
49,Machine 1,Job 49,4809,4873
50,Machine 1,Job 50,4935,5029
51,Machine 1,Job 51,5065,5158
52,Machine 1,Job 52,5206,5207
53,Machine 1,Job 53,5258,5322
54,Machine 1,Job 54,5334,5429
55,Machine 1,Job 55,5482,5512
56,Machine 1,Job 56,5518,5601
57,Machine 1,Job 57,5665,5710
58,Machine 1,Job 58,5710,5797
59,Machine 1,Job 59,5898,5930
60,Machine 1,Job 60,5940,6005
61,Machine 1,Job 61,6087,6171
62,Machine 1,Job 62,6327,6337
63,Machine 1,Job 63,6382,6437
64,Machine 1,Job 64,6562,6587
65,Machine 1,Job 65,6621,6666
66,Machine 1,Job 66,6666,6754
67,Machine 1,Job 67,6841,6881
68,Machine 1,Job 68,6925,7006
69,Machine 1,Job 69,7006,7069
70,Machine 1,Job 70,7211,7254
71,Machine 1,Job 71,7334,7337
72,Machine 1,Job 72,7415,7434
73,Machine 1,Job 73,7529,7541
74,Machine 1,Job 74,7547,7554
75,Machine 1,Job 75,7673,7713
76,Machine 1,Job 76,7727,7782
77,Machine 1,Job 77,7814,7903
78,Machine 1,Job 78,7939,8003
79,Machine 1,Job 79,8097,8124
80,Machine 1,Job 80,8137,8184
81,Machine 1,Job 81,8245,8280
82,Machine 1,Job 82,8321,8404
83,Machine 1,Job 83,8434,8498
84,Machine 1,Job 84,8582,8672
85,Machine 1,Job 85,8722,8729
86,Machine 1,Job 86,8743,8820
87,Machine 1,Job 87,8868,8960
88,Machine 1,Job 88,8997,9049
89,Machine 1,Job 89,9108,9152
90,Machine 1,Job 90,9152,9248
91,Machine 1,Job 91,9423,9457
92,Machine 1,Job 92,9482,9505
93,Machine 1,Job 93,9522,9587
94,Machine 1,Job 94,9768,9816
95,Machine 1,Job 95,9854,9866
96,Machine 1,Job 96,9879,9945
97,Machine 1,Job 97,10013,10071
98,Machine 1,Job 98,10107,10151
99,Machine 1,Job 99,10308,10320
100,Machine 1,Job 100,10400,10418
101,Machine 1,Job 101,10492,10580
102,Machine 1,Job 102,10701,10705
103,Machine 1,Job 103,10742,10798
104,Machine 1,Job 104,10838,10880
105,Machine 1,Job 105,10925,10962
106,Machine 1,Job 106,11040,11054
107,Machine 1,Job 107,11102,11121
108,Machine 1,Job 108,11121,11215
109,Machine 1,Job 109,11271,11326
110,Machine 1,Job 110,11326,11407
111,Machine 1,Job 111,11407,11497
112,Machine 1,Job 112,11528,11622
113,Machine 1,Job 113,11681,11716
114,Machine 1,Job 114,11774,11871
115,Machine 1,Job 115,11874,11925
116,Machine 1,Job 116,11996,12035
117,Machine 1,Job 117,12071,12154
118,Machine 1,Job 118,12154,12226
119,Machine 1,Job 119,12306,12311
120,Machine 1,Job 120,12373,12463
121,Machine 1,Job 121,12480,12491
122,Machine 1,Job 122,12552,12574
123,Machine 1,Job 123,12632,12652
124,Machine 1,Job 124,12654,12750
125,Machine 1,Job 125,12790,12852
126,Machine 1,Job 126,12911,12999
127,Machine 1,Job 127,13019,13043
128,Machine 1,Job 128,13109,13127
129,Machine 1,Job 129,13238,13263
130,Machine 1,Job 130,13266,13325
131,Machine 1,Job 131,13333,13396
132,Machine 1,Job 132,13453,13506
133,Machine 1,Job 133,13506,13575
134,Machine 1,Job 134,13673,13728
135,Machine 1,Job 135,13781,13825
136,Machine 1,Job 136,13876,13925
137,Machine 1,Job 137,13925,13993
138,Machine 1,Job 138,14016,14100
139,Machine 1,Job 139,14161,14229
140,Machine 1,Job 140,14257,14344
141,Machine 1,Job 141,14355,14419
142,Machine 1,Job 142,14525,14544
143,Machine 1,Job 143,14587,14633
144,Machine 1,Job 144,14757,14776
145,Machine 1,Job 145,14801,14850
146,Machine 1,Job 146,14850,14945
147,Machine 1,Job 147,15009,15044
148,Machine 1,Job 148,15044,15126
149,Machine 1,Job 149,15140,15185
150,Machine 1,Job 150,15256,15271
151,Machine 1,Job 151,15283,15351
152,Machine 1,Job 152,15382,15463
153,Machine 1,Job 153,15588,15641
154,Machine 1,Job 154,15662,15696
155,Machine 1,Job 155,15756,15852
156,Machine 1,Job 156,15852,15945
157,Machine 1,Job 157,15975,16041
158,Machine 1,Job 158,16046,16064
159,Machine 1,Job 159,16126,16129
160,Machine 1,Job 160,16192,16282
161,Machine 1,Job 161,16293,16376
162,Machine 1,Job 162,16429,16484
163,Machine 1,Job 163,16502,16572
164,Machine 1,Job 164,16618,16667
165,Machine 1,Job 165,16808,16855
166,Machine 1,Job 166,16870,16908
167,Machine 1,Job 167,16978,16991
168,Machine 1,Job 168,17017,17072
169,Machine 1,Job 169,17120,17180
170,Machine 1,Job 170,17238,17319
171,Machine 1,Job 171,17347,17402
172,Machine 1,Job 172,17463,17520
173,Machine 1,Job 173,17563,17608
174,Machine 1,Job 174,17636,17638
175,Machine 1,Job 175,17639,17731
176,Machine 1,Job 176,17750,17810
177,Machine 1,Job 177,17942,18036
178,Machine 1,Job 178,18115,18170
179,Machine 1,Job 179,18185,18211
180,Machine 1,Job 180,18278,18319
181,Machine 1,Job 181,18326,18334
182,Machine 1,Job 182,18399,18490
183,Machine 1,Job 183,18534,18572
184,Machine 1,Job 184,18647,18656
185,Machine 1,Job 185,18705,18779
186,Machine 1,Job 186,18833,18866
187,Machine 1,Job 187,18895,18952
188,Machine 1,Job 188,19043,19061
189,Machine 1,Job 189,19109,19157
190,Machine 1,Job 190,19183,19223
191,Machine 1,Job 191,19236,19279
192,Machine 1,Job 192,19290,19351
193,Machine 1,Job 193,19450,19485
194,Machine 1,Job 194,19498,19592
195,Machine 1,Job 195,19785,19787
196,Machine 1,Job 196,19850,19878
197,Machine 1,Job 197,19879,19974
198,Machine 1,Job 198,20089,20119
199,Machine 1,Job 199,20136,20205
200,Machine 1,Job 200,20283,20322
201,Machine 2,Job 1,13,27
202,Machine 2,Job 2,98,126
203,Machine 2,Job 3,143,203
204,Machine 2,Job 4,353,391
205,Machine 2,Job 5,451,484
206,Machine 2,Job 6,625,633
207,Machine 2,Job 7,675,703
208,Machine 2,Job 8,773,797
209,Machine 2,Job 9,809,892
210,Machine 2,Job 10,906,987
211,Machine 2,Job 11,1049,1105
212,Machine 2,Job 12,1164,1167
213,Machine 2,Job 13,1246,1248
214,Machine 2,Job 14,1343,1399
215,Machine 2,Job 15,1470,1516
216,Machine 2,Job 16,1531,1533
217,Machine 2,Job 17,1605,1626
218,Machine 2,Job 18,1673,1679
219,Machine 2,Job 19,1811,1816
220,Machine 2,Job 20,1889,1891
221,Machine 2,Job 21,2041,2114
222,Machine 2,Job 22,2116,2201
223,Machine 2,Job 23,2257,2276
224,Machine 2,Job 24,2351,2365
225,Machine 2,Job 25,2468,2470
226,Machine 2,Job 26,2541,2607
227,Machine 2,Job 27,2644,2715
228,Machine 2,Job 28,2723,2802
229,Machine 2,Job 29,2828,2918
230,Machine 2,Job 30,2933,2940
231,Machine 2,Job 31,3056,3100
232,Machine 2,Job 32,3144,3186
233,Machine 2,Job 33,3265,3285
234,Machine 2,Job 34,3296,3382
235,Machine 2,Job 35,3462,3498
236,Machine 2,Job 36,3593,3632
237,Machine 2,Job 37,3636,3653
238,Machine 2,Job 38,3722,3746
239,Machine 2,Job 39,3833,3858
240,Machine 2,Job 40,3987,4055
241,Machine 2,Job 41,4081,4107
242,Machine 2,Job 42,4232,4245
243,Machine 2,Job 43,4290,4327
244,Machine 2,Job 44,4408,4422
245,Machine 2,Job 45,4484,4501
246,Machine 2,Job 46,4575,4578
247,Machine 2,Job 47,4670,4707
248,Machine 2,Job 48,4732,4808
249,Machine 2,Job 49,4873,4945
250,Machine 2,Job 50,5029,5127
251,Machine 2,Job 51,5158,5192
252,Machine 2,Job 52,5207,5301
