Item,Machine,Job,Start,End
1,Machine 1,Job 1,0,23
2,Machine 1,Job 2,111,128
3,Machine 1,Job 3,190,193
4,Machine 1,Job 4,239,242
5,Machine 1,Job 5,276,328
6,Machine 1,Job 6,444,455
7,Machine 1,Job 7,461,543
8,Machine 1,Job 8,693,720
9,Machine 1,Job 9,725,767
10,Machine 1,Job 10,896,905
11,Machine 1,Job 11,905,933
12,Machine 1,Job 12,1057,1063
13,Machine 1,Job 13,1145,1181
14,Machine 1,Job 14,1310,1316
15,Machine 1,Job 15,1545,1598
16,Machine 1,Job 16,1600,1699
17,Machine 1,Job 17,1720,1771
18,Machine 1,Job 18,1781,1852
19,Machine 1,Job 19,1898,1978
20,Machine 1,Job 20,1980,2010
21,Machine 1,Job 21,2032,2116
22,Machine 1,Job 22,2145,2234
23,Machine 1,Job 23,2234,2256
24,Machine 1,Job 24,2312,2373
25,Machine 1,Job 25,2453,2511
26,Machine 1,Job 26,2512,2593
27,Machine 1,Job 27,2720,2800
28,Machine 1,Job 28,2800,2842
29,Machine 1,Job 29,2851,2888
30,Machine 1,Job 30,2940,3009
31,Machine 1,Job 31,3073,3078
32,Machine 1,Job 32,3140,3220
33,Machine 1,Job 33,3325,3411
34,Machine 1,Job 34,3478,3549
35,Machine 1,Job 35,3581,3636
36,Machine 1,Job 36,3726,3746
37,Machine 1,Job 37,3748,3833
38,Machine 1,Job 38,3858,3944
39,Machine 1,Job 39,4038,4074
40,Machine 1,Job 40,4127,4189
41,Machine 1,Job 41,4189,4264
42,Machine 1,Job 42,4424,4447
43,Machine 1,Job 43,4501,4514
44,Machine 1,Job 44,4729,4736
45,Machine 1,Job 45,4847,4883
46,Machine 1,Job 46,5084,5095
47,Machine 1,Job 47,5095,5191
48,Machine 1,Job 48,5299,5346
49,Machine 1,Job 49,5473,5514
50,Machine 1,Job 50,5535,5591
51,Machine 2,Job 1,23,35
52,Machine 2,Job 2,128,138
53,Machine 2,Job 3,193,207
54,Machine 2,Job 4,242,283
55,Machine 2,Job 5,328,399
56,Machine 2,Job 6,455,543
57,Machine 2,Job 7,543,613
58,Machine 2,Job 8,720,736
59,Machine 2,Job 9,767,771
60,Machine 2,Job 10,905,920
61,Machine 2,Job 11,933,1000
62,Machine 2,Job 12,1063,1146
63,Machine 2,Job 13,1181,1263
64,Machine 2,Job 14,1316,1367
65,Machine 2,Job 15,1598,1612
66,Machine 2,Job 16,1699,1751
67,Machine 2,Job 17,1771,1852
68,Machine 2,Job 18,1852,1948
69,Machine 2,Job 19,1978,2000
70,Machine 2,Job 20,2010,2025
71,Machine 2,Job 21,2116,2182
72,Machine 2,Job 22,2234,2241
73,Machine 2,Job 23,2256,2318
74,Machine 2,Job 24,2373,2432
75,Machine 2,Job 25,2511,2593
76,Machine 2,Job 26,2593,2661
77,Machine 2,Job 27,2800,2805
78,Machine 2,Job 28,2842,2888
79,Machine 2,Job 29,2888,2970
80,Machine 2,Job 30,3009,3035
81,Machine 2,Job 31,3078,3168
82,Machine 2,Job 32,3220,3276
83,Machine 2,Job 33,3411,3470
84,Machine 2,Job 34,3549,3552
85,Machine 2,Job 35,3636,3733
86,Machine 2,Job 36,3746,3828
87,Machine 2,Job 37,3833,3904
88,Machine 2,Job 38,3944,4030
89,Machine 2,Job 39,4074,4131
90,Machine 2,Job 40,4189,4242
91,Machine 2,Job 41,4264,4350
92,Machine 2,Job 42,4447,4501
93,Machine 2,Job 43,4514,4602
94,Machine 2,Job 44,4736,4747
95,Machine 2,Job 45,4883,4905
96,Machine 2,Job 46,5095,5098
97,Machine 2,Job 47,5191,5263
98,Machine 2,Job 48,5346,5409
99,Machine 2,Job 49,5514,5591
100,Machine 2,Job 50,5591,5629
101,Machine 3,Job 1,35,53
102,Machine 3,Job 2,138,140
103,Machine 3,Job 3,207,260
104,Machine 3,Job 4,283,295
105,Machine 3,Job 5,399,446
106,Machine 3,Job 6,543,558
107,Machine 3,Job 7,613,631
108,Machine 3,Job 8,736,747
109,Machine 3,Job 9,771,801
110,Machine 3,Job 10,920,925
111,Machine 3,Job 11,1000,1085
112,Machine 3,Job 12,1146,1244
113,Machine 3,Job 13,1263,1341
114,Machine 3,Job 14,1367,1464
115,Machine 3,Job 15,1612,1622
116,Machine 3,Job 16,1751,1848
117,Machine 3,Job 17,1852,1933
118,Machine 3,Job 18,1948,1970
119,Machine 3,Job 19,2000,2020
120,Machine 3,Job 20,2025,2052
121,Machine 3,Job 21,2182,2196
122,Machine 3,Job 22,2241,2251
123,Machine 3,Job 23,2318,2381
124,Machine 3,Job 24,2432,2519
125,Machine 3,Job 25,2593,2611
126,Machine 3,Job 26,2661,2746
127,Machine 3,Job 27,2805,2855
128,Machine 3,Job 28,2888,2900
129,Machine 3,Job 29,2970,3007
130,Machine 3,Job 30,3035,3111
131,Machine 3,Job 31,3168,3264
132,Machine 3,Job 32,3276,3368
133,Machine 3,Job 33,3470,3473
134,Machine 3,Job 34,3552,3651
