Item,Machine,Job,Start,End
1,Machine 1,Job 1,0,6
2,Machine 1,Job 2,45,55
3,Machine 1,Job 3,139,159
4,Machine 1,Job 4,163,180
5,Machine 1,Job 5,230,245
6,Machine 1,Job 6,258,265
7,Machine 1,Job 7,326,397
8,Machine 1,Job 8,450,451
9,Machine 1,Job 9,485,560
10,Machine 1,Job 10,580,598
11,Machine 1,Job 11,633,639
12,Machine 1,Job 12,761,765
13,Machine 1,Job 13,803,860
14,Machine 1,Job 14,907,932
15,Machine 1,Job 15,946,1011
16,Machine 1,Job 16,1055,1065
17,Machine 1,Job 17,1073,1140
18,Machine 1,Job 18,1140,1233
19,Machine 1,Job 19,1286,1298
20,Machine 1,Job 20,1312,1407
21,Machine 1,Job 21,1447,1490
22,Machine 1,Job 22,1507,1535
23,Machine 1,Job 23,1565,1604
24,Machine 1,Job 24,1673,1687
25,Machine 1,Job 25,1732,1818
26,Machine 1,Job 26,1880,1893
27,Machine 1,Job 27,1904,1917
28,Machine 1,Job 28,1991,2012
29,Machine 1,Job 29,2012,2078
30,Machine 1,Job 30,2169,2246
31,Machine 1,Job 31,2279,2307
32,Machine 1,Job 32,2309,2389
33,Machine 1,Job 33,2414,2448
34,Machine 1,Job 34,2464,2532
35,Machine 1,Job 35,2546,2635
36,Machine 1,Job 36,2635,2674
37,Machine 1,Job 37,2733,2772
38,Machine 1,Job 38,2780,2822
39,Machine 1,Job 39,2904,2906
40,Machine 1,Job 40,2922,2976
41,Machine 1,Job 41,3003,3058
42,Machine 1,Job 42,3069,3108
43,Machine 1,Job 43,3134,3175
44,Machine 1,Job 44,3220,3295
45,Machine 1,Job 45,3325,3390
46,Machine 1,Job 46,3442,3469
47,Machine 1,Job 47,3506,3528
48,Machine 1,Job 48,3530,3604
49,Machine 1,Job 49,3655,3683
50,Machine 1,Job 50,3736,3809
51,Machine 1,Job 51,3827,3901
52,Machine 1,Job 52,3912,3937
53,Machine 1,Job 53,3952,4050
54,Machine 1,Job 54,4087,4186
55,Machine 1,Job 55,4220,4230
56,Machine 1,Job 56,4299,4329
57,Machine 1,Job 57,4398,4409
58,Machine 1,Job 58,4474,4493
59,Machine 1,Job 59,4526,4594
60,Machine 1,Job 60,4660,4719
61,Machine 1,Job 61,4745,4760
62,Machine 1,Job 62,4824,4838
63,Machine 1,Job 63,4873,4878
64,Machine 1,Job 64,4942,5016
65,Machine 1,Job 65,5023,5115
66,Machine 1,Job 66,5119,5218
67,Machine 1,Job 67,5218,5315
68,Machine 1,Job 68,5329,5387
69,Machine 1,Job 69,5421,5498
70,Machine 1,Job 70,5580,5631
71,Machine 1,Job 71,5634,5668
72,Machine 1,Job 72,5690,5750
73,Machine 1,Job 73,5797,5880
74,Machine 1,Job 74,5953,6030
75,Machine 1,Job 75,6072,6096
76,Machine 1,Job 76,6099,6194
77,Machine 1,Job 77,6210,6250
78,Machine 1,Job 78,6393,6405
79,Machine 1,Job 79,6406,6502
80,Machine 1,Job 80,6505,6601
81,Machine 1,Job 81,6654,6676
82,Machine 1,Job 82,6676,6767
83,Machine 1,Job 83,6815,6881
84,Machine 1,Job 84,6994,6997
85,Machine 1,Job 85,7010,7079
86,Machine 1,Job 86,7108,7178
87,Machine 1,Job 87,7179,7254
88,Machine 1,Job 88,7286,7356
89,Machine 1,Job 89,7383,7419
90,Machine 1,Job 90,7419,7490
91,Machine 1,Job 91,7519,7579
92,Machine 1,Job 92,7597,7671
93,Machine 1,Job 93,7693,7723
94,Machine 1,Job 94,7726,7763
95,Machine 1,Job 95,7781,7831
96,Machine 1,Job 96,7864,7932
97,Machine 1,Job 97,7934,7987
98,Machine 1,Job 98,8000,8072
99,Machine 1,Job 99,8080,8160
100,Machine 1,Job 100,8251,8264
101,Machine 2,Job 1,6,40
102,Machine 2,Job 2,55,79
103,Machine 2,Job 3,159,178
104,Machine 2,Job 4,180,223
105,Machine 2,Job 5,245,262
106,Machine 2,Job 6,265,348
107,Machine 2,Job 7,397,418
108,Machine 2,Job 8,451,546
109,Machine 2,Job 9,560,578
110,Machine 2,Job 10,598,612
111,Machine 2,Job 11,639,729
112,Machine 2,Job 12,765,768
113,Machine 2,Job 13,860,863
114,Machine 2,Job 14,932,981
115,Machine 2,Job 15,1011,1059
116,Machine 2,Job 16,1065,1103
117,Machine 2,Job 17,1140,1226
118,Machine 2,Job 18,1233,1277
119,Machine 2,Job 19,1298,1373
120,Machine 2,Job 20,1407,1458
121,Machine 2,Job 21,1490,1497
122,Machine 2,Job 22,1535,1571
123,Machine 2,Job 23,1604,1612
124,Machine 2,Job 24,1687,1752
125,Machine 2,Job 25,1818,1835
126,Machine 2,Job 26,1893,1903
127,Machine 2,Job 27,1917,1976
128,Machine 2,Job 28,2012,2036
129,Machine 2,Job 29,2078,2135
130,Machine 2,Job 30,2246,2300
131,Machine 2,Job 31,2307,2361
132,Machine 2,Job 32,2389,2417
133,Machine 2,Job 33,2448,2515
134,Machine 2,Job 34,2532,2625
135,Machine 2,Job 35,2635,2663
136,Machine 2,Job 36,2674,2713
137,Machine 2,Job 37,2772,2795
138,Machine 2,Job 38,2822,2906
139,Machine 2,Job 39,2906,2963
140,Machine 2,Job 40,2976,3016
141,Machine 2,Job 41,3058,3101
142,Machine 2,Job 42,3108,3151
143,Machine 2,Job 43,3175,3263
144,Machine 2,Job 44,3295,3328
145,Machine 2,Job 45,3390,3422
146,Machine 2,Job 46,3469,3513
147,Machine 2,Job 47,3528,3604
148,Machine 2,Job 48,3604,3667
149,Machine 2,Job 49,3683,3763
150,Machine 2,Job 50,3809,3842
151,Machine 2,Job 51,3901,3921
152,Machine 2,Job 52,3937,4009
153,Machine 2,Job 53,4050,4144
154,Machine 2,Job 54,4186,4203
155,Machine 2,Job 55,4230,4317
156,Machine 2,Job 56,4329,4409
157,Machine 2,Job 57,4409,4474
158,Machine 2,Job 58,4493,4591
159,Machine 2,Job 59,4594,4631
160,Machine 2,Job 60,4719,4741
161,Machine 2,Job 61,4760,4821
162,Machine 2,Job 62,4838,4877
163,Machine 2,Job 63,4878,4928
164,Machine 2,Job 64,5016,5115
165,Machine 2,Job 65,5115,5185
166,Machine 2,Job 66,5218,5283
167,Machine 2,Job 67,5315,5385
168,Machine 2,Job 68,5387,5482
169,Machine 2,Job 69,5498,5577
170,Machine 2,Job 70,5631,5668
171,Machine 2,Job 71,5668,5738
172,Machine 2,Job 72,5750,5848
173,Machine 2,Job 73,5880,5975
174,Machine 2,Job 74,6030,6096
175,Machine 2,Job 75,6096,6144
176,Machine 2,Job 76,6194,6222
177,Machine 2,Job 77,6250,6341
178,Machine 2,Job 78,6405,6499
179,Machine 2,Job 79,6502,6598
180,Machine 2,Job 80,6601,6676
181,Machine 2,Job 81,6676,6757
182,Machine 2,Job 82,6767,6861
183,Machine 2,Job 83,6881,6973
184,Machine 2,Job 84,6997,7047
185,Machine 2,Job 85,7079,7139
186,Machine 2,Job 86,7178,7254
187,Machine 2,Job 87,7254,7326
188,Machine 2,Job 88,7356,7380
189,Machine 2,Job 89,7419,7457
190,Machine 2,Job 90,7490,7579
191,Machine 2,Job 91,7579,7609
192,Machine 2,Job 92,7671,7689
193,Machine 2,Job 93,7723,7757
194,Machine 2,Job 94,7763,7792
195,Machine 2,Job 95,7831,7834
196,Machine 2,Job 96,7932,7948
197,Machine 2,Job 97,7987,8072
198,Machine 2,Job 98,8072,8160
199,Machine 2,Job 99,8160,8225
200,Machine 2,Job 100,8264,8265
201,Machine 3,Job 1,40,68
202,Machine 3,Job 2,79,144
203,Machine 3,Job 3,178,193
204,Machine 3,Job 4,223,237
205,Machine 3,Job 5,262,317
206,Machine 3,Job 6,348,362
207,Machine 3,Job 7,418,474
208,Machine 3,Job 8,546,563
209,Machine 3,Job 9,578,612
210,Machine 3,Job 10,612,690
211,Machine 3,Job 11,729,742
212,Machine 3,Job 12,768,808
213,Machine 3,Job 13,863,902
214,Machine 3,Job 14,981,1038
215,Machine 3,Job 15,1059,1096
216,Machine 3,Job 16,1103,1128
217,Machine 3,Job 17,1226,1233
218,Machine 3,Job 18,1277,1344
219,Machine 3,Job 19,1373,1422
220,Machine 3,Job 20,1458,1497
221,Machine 3,Job 21,1497,1525
222,Machine 3,Job 22,1571,1612
223,Machine 3,Job 23,1612,1701
224,Machine 3,Job 24,1752,1819
225,Machine 3,Job 25,1835,1836
226,Machine 3,Job 26,1903,1915
227,Machine 3,Job 27,1976,2022
228,Machine 3,Job 28,2036,2123
229,Machine 3,Job 29,2135,2204
230,Machine 3,Job 30,2300,2344
231,Machine 3,Job 31,2361,2414
232,Machine 3,Job 32,2417,2505
233,Machine 3,Job 33,2515,2543
234,Machine 3,Job 34,2625,2650
235,Machine 3,Job 35,2663,2690
236,Machine 3,Job 36,2713,2786
237,Machine 3,Job 37,2795,2874
238,Machine 3,Job 38,2906,2933
239,Machine 3,Job 39,2963,3014
240,Machine 3,Job 40,3016,3063
241,Machine 3,Job 41,3101,3136
242,Machine 3,Job 42,3151,3242
243,Machine 3,Job 43,3263,3325
244,Machine 3,Job 44,3328,3422
245,Machine 3,Job 45,3422,3452
246,Machine 3,Job 46,3513,3565
247,Machine 3,Job 47,3604,3637
248,Machine 3,Job 48,3667,3763
249,Machine 3,Job 49,3763,3842
250,Machine 3,Job 50,3842,3921
251,Machine 3,Job 51,3921,4000
252,Machine 3,Job 52,4009,4107
253,Machine 3,Job 53,4144,4203
254,Machine 3,Job 54,4203,4248
255,Machine 3,Job 55,4317,4383
256,Machine 3,Job 56,4409,4433
257,Machine 3,Job 57,4474,4502
258,Machine 3,Job 58,4591,4626
259,Machine 3,Job 59,4631,4699
260,Machine 3,Job 60,4741,4758
261,Machine 3,Job 61,4821,4852
262,Machine 3,Job 62,4877,4928
263,Machine 3,Job 63,4928,5017
264,Machine 3,Job 64,5115,5151
265,Machine 3,Job 65,5185,5263
266,Machine 3,Job 66,5283,5374
267,Machine 3,Job 67,5385,5482
268,Machine 3,Job 68,5482,5567
269,Machine 3,Job 69,5577,5668
270,Machine 3,Job 70,5668,5735
271,Machine 3,Job 71,5738,5831
272,Machine 3,Job 72,5848,5927
273,Machine 3,Job 73,5975,6052
274,Machine 3,Job 74,6096,6122
275,Machine 3,Job 75,6144,6216
276,Machine 3,Job 76,6222,6319
277,Machine 3,Job 77,6341,6439
278,Machine 3,Job 78,6499,6598
279,Machine 3,Job 79,6598,6676
280,Machine 3,Job 80,6676,6750
281,Machine 3,Job 81,6757,6833
282,Machine 3,Job 82,6861,6922
283,Machine 3,Job 83,6973,7040
284,Machine 3,Job 84,7047,7139
285,Machine 3,Job 85,7139,7218
286,Machine 3,Job 86,7254,7309
287,Machine 3,Job 87,7326,7380
288,Machine 3,Job 88,7380,7418
289,Machine 3,Job 89,7457,7555
290,Machine 3,Job 90,7579,7608
291,Machine 3,Job 91,7609,7629
292,Machine 3,Job 92,7689,7716
293,Machine 3,Job 93,7757,7758
294,Machine 3,Job 94,7792,7809
295,Machine 3,Job 95,7834,7852
296,Machine 3,Job 96,7948,8046
297,Machine 3,Job 97,8072,8092
298,Machine 3,Job 98,8160,8172
299,Machine 3,Job 99,8225,8265
300,Machine 3,Job 100,8265,8354
301,Machine 4,Job 1,68,81
302,Machine 4,Job 2,144,186
303,Machine 4,Job 3,193,229
304,Machine 4,Job 4,237,278
305,Machine 4,Job 5,317,356
306,Machine 4,Job 6,362,392
307,Machine 4,Job 7,474,487
308,Machine 4,Job 8,563,569
309,Machine 4,Job 9,612,616
310,Machine 4,Job 10,690,693
311,Machine 4,Job 11,742,785
312,Machine 4,Job 12,808,847
313,Machine 4,Job 13,902,932
314,Machine 4,Job 14,1038,1048
315,Machine 4,Job 15,1096,1097
316,Machine 4,Job 16,1128,1198
317,Machine 4,Job 17,1233,1272
318,Machine 4,Job 18,1344,1376
319,Machine 4,Job 19,1422,1448
320,Machine 4,Job 20,1497,1520
321,Machine 4,Job 21,1525,1577
322,Machine 4,Job 22,1612,1637
323,Machine 4,Job 23,1701,1739
324,Machine 4,Job 24,1819,1822
325,Machine 4,Job 25,1836,1915
326,Machine 4,Job 26,1915,2013
327,Machine 4,Job 27,2022,2107
328,Machine 4,Job 28,2123,2187
329,Machine 4,Job 29,2204,2266
330,Machine 4,Job 30,2344,2352
331,Machine 4,Job 31,2414,2490
332,Machine 4,Job 32,2505,2543
333,Machine 4,Job 33,2543,2642
334,Machine 4,Job 34,2650,2657
335,Machine 4,Job 35,2690,2753
336,Machine 4,Job 36,2786,2866
337,Machine 4,Job 37,2874,2890
338,Machine 4,Job 38,2933,2979
339,Machine 4,Job 39,3014,3035
340,Machine 4,Job 40,3063,3136
341,Machine 4,Job 41,3136,3209
342,Machine 4,Job 42,3242,3296
343,Machine 4,Job 43,3325,3351
344,Machine 4,Job 44,3422,3427
345,Machine 4,Job 45,3452,3521
346,Machine 4,Job 46,3565,3567
347,Machine 4,Job 47,3637,3675
348,Machine 4,Job 48,3763,3770
349,Machine 4,Job 49,3842,3878
350,Machine 4,Job 50,3921,3954
351,Machine 4,Job 51,4000,4046
352,Machine 4,Job 52,4107,4138
353,Machine 4,Job 53,4203,4208
354,Machine 4,Job 54,4248,4309
355,Machine 4,Job 55,4383,4386
356,Machine 4,Job 56,4433,4488
357,Machine 4,Job 57,4502,4584
358,Machine 4,Job 58,4626,4697
359,Machine 4,Job 59,4699,4741
360,Machine 4,Job 60,4758,4852
361,Machine 4,Job 61,4852,4876
362,Machine 4,Job 62,4928,4984
363,Machine 4,Job 63,5017,5061
364,Machine 4,Job 64,5151,5166
365,Machine 4,Job 65,5263,5294
366,Machine 4,Job 66,5374,5420
367,Machine 4,Job 67,5482,5507
368,Machine 4,Job 68,5567,5617
369,Machine 4,Job 69,5668,5729
370,Machine 4,Job 70,5735,5822
371,Machine 4,Job 71,5831,5927
372,Machine 4,Job 72,5927,6025
373,Machine 4,Job 73,6052,6114
374,Machine 4,Job 74,6122,6200
375,Machine 4,Job 75,6216,6300
376,Machine 4,Job 76,6319,6418
377,Machine 4,Job 77,6439,6524
378,Machine 4,Job 78,6598,6661
379,Machine 4,Job 79,6676,6734
380,Machine 4,Job 80,6750,6823
381,Machine 4,Job 81,6833,6912
382,Machine 4,Job 82,6922,7011
383,Machine 4,Job 83,7040,7139
384,Machine 4,Job 84,7139,7177
385,Machine 4,Job 85,7218,7285
386,Machine 4,Job 86,7309,7344
387,Machine 4,Job 87,7380,7405
388,Machine 4,Job 88,7418,7516
389,Machine 4,Job 89,7555,7600
390,Machine 4,Job 90,7608,7613
391,Machine 4,Job 91,7629,7674
392,Machine 4,Job 92,7716,7754
393,Machine 4,Job 93,7758,7809
394,Machine 4,Job 94,7809,7852
395,Machine 4,Job 95,7852,7942
396,Machine 4,Job 96,8046,8054
397,Machine 4,Job 97,8092,8101
398,Machine 4,Job 98,8172,8233
399,Machine 4,Job 99,8265,8330
400,Machine 4,Job 100,8354,8370
401,Machine 5,Job 1,81,90
402,Machine 5,Job 2,186,188
403,Machine 5,Job 3,229,272
404,Machine 5,Job 4,278,290
405,Machine 5,Job 5,356,392
406,Machine 5,Job 6,392,452
407,Machine 5,Job 7,487,490
408,Machine 5,Job 8,569,593
409,Machine 5,Job 9,616,656
410,Machine 5,Job 10,693,737
411,Machine 5,Job 11,785,805
412,Machine 5,Job 12,847,881
413,Machine 5,Job 13,932,990
414,Machine 5,Job 14,1048,1097
415,Machine 5,Job 15,1097,1189
416,Machine 5,Job 16,1198,1265
417,Machine 5,Job 17,1272,1300
418,Machine 5,Job 18,1376,1420
419,Machine 5,Job 19,1448,1475
420,Machine 5,Job 20,1520,1523
421,Machine 5,Job 21,1577,1593
422,Machine 5,Job 22,1637,1722
423,Machine 5,Job 23,1739,1805
424,Machine 5,Job 24,1822,1908
425,Machine 5,Job 25,1915,2011
426,Machine 5,Job 26,2013,2100
427,Machine 5,Job 27,2107,2166
428,Machine 5,Job 28,2187,2246
429,Machine 5,Job 29,2266,2352
430,Machine 5,Job 30,2352,2433
431,Machine 5,Job 31,2490,2533
432,Machine 5,Job 32,2543,2590
433,Machine 5,Job 33,2642,2657
434,Machine 5,Job 34,2657,2753
435,Machine 5,Job 35,2753,2821
436,Machine 5,Job 36,2866,2890
437,Machine 5,Job 37,2890,2965
438,Machine 5,Job 38,2979,3032
439,Machine 5,Job 39,3035,3098
440,Machine 5,Job 40,3136,3202
441,Machine 5,Job 41,3209,3290
442,Machine 5,Job 42,3296,3348
443,Machine 5,Job 43,3351,3417
444,Machine 5,Job 44,3427,3471
445,Machine 5,Job 45,3521,3561
446,Machine 5,Job 46,3567,3616
447,Machine 5,Job 47,3675,3752
448,Machine 5,Job 48,3770,3847
449,Machine 5,Job 49,3878,3948
450,Machine 5,Job 50,3954,4022
451,Machine 5,Job 51,4046,4110
452,Machine 5,Job 52,4138,4174
453,Machine 5,Job 53,4208,4302
454,Machine 5,Job 54,4309,4384
455,Machine 5,Job 55,4386,4482
456,Machine 5,Job 56,4488,4568
457,Machine 5,Job 57,4584,4670
458,Machine 5,Job 58,4697,4739
459,Machine 5,Job 59,4741,4811
460,Machine 5,Job 60,4852,4863
461,Machine 5,Job 61,4876,4946
462,Machine 5,Job 62,4984,5040
463,Machine 5,Job 63,5061,5154
464,Machine 5,Job 64,5166,5218
465,Machine 5,Job 65,5294,5373
466,Machine 5,Job 66,5420,5445
467,Machine 5,Job 67,5507,5589
468,Machine 5,Job 68,5617,5691
469,Machine 5,Job 69,5729,5771
470,Machine 5,Job 70,5822,5877
471,Machine 5,Job 71,5927,6025
472,Machine 5,Job 72,6025,6114
473,Machine 5,Job 73,6114,6200
474,Machine 5,Job 74,6200,6280
475,Machine 5,Job 75,6300,6377
476,Machine 5,Job 76,6418,6510
477,Machine 5,Job 77,6524,6611
478,Machine 5,Job 78,6661,6712
479,Machine 5,Job 79,6734,6757
480,Machine 5,Job 80,6823,6906
481,Machine 5,Job 81,6912,7006
482,Machine 5,Job 82,7011,7084
483,Machine 5,Job 83,7139,7154
484,Machine 5,Job 84,7177,7233
485,Machine 5,Job 85,7285,7344
486,Machine 5,Job 86,7344,7364
487,Machine 5,Job 87,7405,7474
488,Machine 5,Job 88,7516,7521
489,Machine 5,Job 89,7600,7603
490,Machine 5,Job 90,7613,7665
491,Machine 5,Job 91,7674,7701
492,Machine 5,Job 92,7754,7782
493,Machine 5,Job 93,7809,7829
494,Machine 5,Job 94,7852,7880
495,Machine 5,Job 95,7942,8020
496,Machine 5,Job 96,8054,8068
497,Machine 5,Job 97,8101,8120
498,Machine 5,Job 98,8233,8248
499,Machine 5,Job 99,8330,8341
500,Machine 5,Job 100,8370,8376
501,Machine 6,Job 1,90,172
502,Machine 6,Job 2,188,196
503,Machine 6,Job 3,272,290
504,Machine 6,Job 4,290,379
505,Machine 6,Job 5,392,394
506,Machine 6,Job 6,452,490
507,Machine 6,Job 7,490,528
508,Machine 6,Job 8,593,596
509,Machine 6,Job 9,656,728
510,Machine 6,Job 10,737,738
511,Machine 6,Job 11,805,868
512,Machine 6,Job 12,881,943
513,Machine 6,Job 13,990,1071
514,Machine 6,Job 14,1097,1172
515,Machine 6,Job 15,1189,1190
516,Machine 6,Job 16,1265,1290
517,Machine 6,Job 17,1300,1352
518,Machine 6,Job 18,1420,1425
519,Machine 6,Job 19,1475,1515
520,Machine 6,Job 20,1523,1589
521,Machine 6,Job 21,1593,1688
522,Machine 6,Job 22,1722,1771
523,Machine 6,Job 23,1805,1904
524,Machine 6,Job 24,1908,2004
525,Machine 6,Job 25,2011,2045
526,Machine 6,Job 26,2100,2166
527,Machine 6,Job 27,2166,2246
528,Machine 6,Job 28,2246,2319
529,Machine 6,Job 29,2352,2410
530,Machine 6,Job 30,2433,2435
531,Machine 6,Job 31,2533,2537
532,Machine 6,Job 32,2590,2596
533,Machine 6,Job 33,2657,2728
534,Machine 6,Job 34,2753,2815
535,Machine 6,Job 35,2821,2823
536,Machine 6,Job 36,2890,2923
537,Machine 6,Job 37,2965,2978
538,Machine 6,Job 38,3032,3087
539,Machine 6,Job 39,3098,3178
540,Machine 6,Job 40,3202,3254
541,Machine 6,Job 41,3290,3344
542,Machine 6,Job 42,3348,3399
543,Machine 6,Job 43,3417,3428
544,Machine 6,Job 44,3471,3549
545,Machine 6,Job 45,3561,3602
546,Machine 6,Job 46,3616,3651
547,Machine 6,Job 47,3752,3759
548,Machine 6,Job 48,3847,3888
549,Machine 6,Job 49,3948,3990
550,Machine 6,Job 50,4022,4102
551,Machine 6,Job 51,4110,4127
552,Machine 6,Job 52,4174,4219
553,Machine 6,Job 53,4302,4344
554,Machine 6,Job 54,4384,4482
555,Machine 6,Job 55,4482,4568
556,Machine 6,Job 56,4568,4652
557,Machine 6,Job 57,4670,4736
558,Machine 6,Job 58,4739,4806
559,Machine 6,Job 59,4811,4863
560,Machine 6,Job 60,4863,4939
561,Machine 6,Job 61,4946,5016
562,Machine 6,Job 62,5040,5103
563,Machine 6,Job 63,5154,5210
564,Machine 6,Job 64,5218,5302
565,Machine 6,Job 65,5373,5432
566,Machine 6,Job 66,5445,5543
567,Machine 6,Job 67,5589,5634
568,Machine 6,Job 68,5691,5730
569,Machine 6,Job 69,5771,5813
570,Machine 6,Job 70,5877,5959
571,Machine 6,Job 71,6025,6109
572,Machine 6,Job 72,6114,6188
