Item,Machine,Job,Start,End
1,Machine 1,Job 1,0,24
2,Machine 1,Job 2,24,25
3,Machine 1,Job 3,29,62
4,Machine 1,Job 4,62,111
5,Machine 1,Job 5,116,123
6,Machine 1,Job 6,192,208
7,Machine 1,Job 7,265,267
8,Machine 1,Job 8,267,274
9,Machine 1,Job 9,340,354
10,Machine 1,Job 10,359,453
11,Machine 1,Job 11,456,509
12,Machine 1,Job 12,517,540
13,Machine 1,Job 13,556,576
14,Machine 1,Job 14,578,618
15,Machine 1,Job 15,623,646
16,Machine 1,Job 16,690,707
17,Machine 1,Job 17,712,755
18,Machine 1,Job 18,805,807
19,Machine 1,Job 19,849,884
20,Machine 1,Job 20,884,925
21,Machine 1,Job 21,959,996
22,Machine 1,Job 22,1020,1093
23,Machine 1,Job 23,1095,1104
24,Machine 1,Job 24,1168,1181
25,Machine 1,Job 25,1229,1280
26,Machine 1,Job 26,1286,1338
27,Machine 1,Job 27,1348,1367
28,Machine 1,Job 28,1428,1442
29,Machine 1,Job 29,1459,1523
30,Machine 1,Job 30,1551,1591
31,Machine 1,Job 31,1629,1662
32,Machine 1,Job 32,1735,1764
33,Machine 1,Job 33,1765,1839
34,Machine 1,Job 34,1859,1901
35,Machine 1,Job 35,1901,1968
36,Machine 1,Job 36,2014,2017
37,Machine 1,Job 37,2026,2067
38,Machine 1,Job 38,2082,2166
39,Machine 1,Job 39,2186,2189
40,Machine 1,Job 40,2261,2279
41,Machine 1,Job 41,2296,2364
42,Machine 1,Job 42,2366,2459
43,Machine 1,Job 43,2498,2526
44,Machine 1,Job 44,2526,2542
45,Machine 1,Job 45,2575,2649
46,Machine 1,Job 46,2684,2704
47,Machine 1,Job 47,2727,2737
48,Machine 1,Job 48,2787,2852
49,Machine 1,Job 49,2852,2926
50,Machine 1,Job 50,2926,2973
51,Machine 1,Job 51,3020,3056
52,Machine 1,Job 52,3094,3168
53,Machine 1,Job 53,3168,3190
54,Machine 1,Job 54,3206,3295
55,Machine 1,Job 55,3298,3337
56,Machine 1,Job 56,3352,3446
57,Machine 1,Job 57,3464,3532
58,Machine 1,Job 58,3590,3615
59,Machine 1,Job 59,3676,3720
