Item,Machine,Job,Start,End
1,Machine 1,Job 1,0,2
2,Machine 1,Job 2,17,47
3,Machine 1,Job 3,54,68
4,Machine 1,Job 4,131,224
5,Machine 1,Job 5,258,296
6,Machine 1,Job 6,323,381
7,Machine 1,Job 7,381,438
8,Machine 1,Job 8,442,499
9,Machine 1,Job 9,570,578
10,Machine 1,Job 10,578,603
11,Machine 1,Job 11,624,712
12,Machine 1,Job 12,729,789
13,Machine 1,Job 13,789,812
14,Machine 1,Job 14,879,880
15,Machine 1,Job 15,930,980
16,Machine 1,Job 16,1008,1081
17,Machine 1,Job 17,1128,1133
18,Machine 1,Job 18,1185,1186
19,Machine 1,Job 19,1211,1228
20,Machine 1,Job 20,1270,1342
21,Machine 1,Job 21,1378,1396
22,Machine 1,Job 22,1444,1498
23,Machine 1,Job 23,1581,1633
24,Machine 1,Job 24,1633,1678
25,Machine 1,Job 25,1818,1823
26,Machine 1,Job 26,1827,1918
27,Machine 1,Job 27,1987,2043
28,Machine 1,Job 28,2117,2163
29,Machine 1,Job 29,2250,2327
30,Machine 1,Job 30,2327,2415
31,Machine 1,Job 31,2415,2455
32,Machine 1,Job 32,2525,2553
33,Machine 1,Job 33,2624,2678
34,Machine 1,Job 34,2746,2754
35,Machine 1,Job 35,2782,2848
36,Machine 1,Job 36,2918,2984
37,Machine 1,Job 37,3007,3050
38,Machine 1,Job 38,3079,3157
39,Machine 1,Job 39,3203,3274
40,Machine 1,Job 40,3274,3320
41,Machine 1,Job 41,3366,3383
42,Machine 1,Job 42,3417,3465
43,Machine 1,Job 43,3491,3589
44,Machine 1,Job 44,3589,3667
45,Machine 1,Job 45,3750,3753
46,Machine 1,Job 46,3766,3800
47,Machine 1,Job 47,3890,3909
48,Machine 1,Job 48,3946,3969
49,Machine 1,Job 49,4033,4053
50,Machine 1,Job 50,4092,4173
51,Machine 2,Job 1,2,29
52,Machine 2,Job 2,47,68
53,Machine 2,Job 3,68,70
54,Machine 2,Job 4,224,253
55,Machine 2,Job 5,296,299
