Item,Machine,Job,Start,End
1,Machine 1,Job 1,0,2
2,Machine 1,Job 2,38,76
3,Machine 1,Job 3,98,151
4,Machine 1,Job 4,169,188
5,Machine 1,Job 5,226,287
6,Machine 1,Job 6,287,372
7,Machine 1,Job 7,375,383
8,Machine 1,Job 8,441,493
9,Machine 1,Job 9,578,580
10,Machine 1,Job 10,626,675
11,Machine 1,Job 11,707,717
12,Machine 1,Job 12,763,838
13,Machine 1,Job 13,873,915
14,Machine 1,Job 14,915,994
15,Machine 1,Job 15,997,1073
16,Machine 1,Job 16,1115,1210
17,Machine 1,Job 17,1219,1226
18,Machine 1,Job 18,1270,1339
19,Machine 1,Job 19,1349,1434
20,Machine 1,Job 20,1434,1532
21,Machine 1,Job 21,1558,1602
22,Machine 1,Job 22,1637,1653
23,Machine 1,Job 23,1692,1703
24,Machine 1,Job 24,1782,1826
25,Machine 1,Job 25,1885,1917
26,Machine 1,Job 26,1919,1964
27,Machine 1,Job 27,2002,2021
28,Machine 1,Job 28,2071,2156
29,Machine 1,Job 29,2156,2241
30,Machine 1,Job 30,2273,2336
31,Machine 1,Job 31,2343,2440
32,Machine 1,Job 32,2471,2537
33,Machine 1,Job 33,2585,2609
34,Machine 1,Job 34,2772,2784
35,Machine 1,Job 35,2792,2876
36,Machine 1,Job 36,2968,2975
37,Machine 1,Job 37,3035,3082
38,Machine 1,Job 38,3082,3172
39,Machine 1,Job 39,3259,3283
40,Machine 1,Job 40,3391,3464
41,Machine 1,Job 41,3475,3501
42,Machine 1,Job 42,3514,3537
43,Machine 1,Job 43,3553,3641
44,Machine 1,Job 44,3655,3728
45,Machine 1,Job 45,3755,3799
46,Machine 1,Job 46,3882,3895
47,Machine 1,Job 47,3907,3953
48,Machine 1,Job 48,3953,4014
49,Machine 1,Job 49,4014,4072
50,Machine 1,Job 50,4165,4184
51,Machine 2,Job 1,2,76
52,Machine 2,Job 2,76,118
53,Machine 2,Job 3,151,188
54,Machine 2,Job 4,188,192
55,Machine 2,Job 5,287,322
56,Machine 2,Job 6,372,383
57,Machine 2,Job 7,383,452
58,Machine 2,Job 8,493,580
59,Machine 2,Job 9,580,590
60,Machine 2,Job 10,675,677
61,Machine 2,Job 11,717,810
62,Machine 2,Job 12,838,897
63,Machine 2,Job 13,915,971
64,Machine 2,Job 14,994,1045
65,Machine 2,Job 15,1073,1103
66,Machine 2,Job 16,1210,1226
67,Machine 2,Job 17,1226,1322
68,Machine 2,Job 18,1339,1433
69,Machine 2,Job 19,1434,1527
70,Machine 2,Job 20,1532,1536
71,Machine 2,Job 21,1602,1606
72,Machine 2,Job 22,1653,1703
73,Machine 2,Job 23,1703,1788
74,Machine 2,Job 24,1826,1854
75,Machine 2,Job 25,1917,1942
76,Machine 2,Job 26,1964,1989
77,Machine 2,Job 27,2021,2074
78,Machine 2,Job 28,2156,2219
79,Machine 2,Job 29,2241,2335
80,Machine 2,Job 30,2336,2399
81,Machine 2,Job 31,2440,2513
82,Machine 2,Job 32,2537,2601
83,Machine 2,Job 33,2609,2649
84,Machine 2,Job 34,2784,2791
85,Machine 2,Job 35,2876,2957
86,Machine 2,Job 36,2975,3030
87,Machine 2,Job 37,3082,3122
88,Machine 2,Job 38,3172,3259
89,Machine 2,Job 39,3283,3373
90,Machine 2,Job 40,3464,3479
91,Machine 2,Job 41,3501,3523
92,Machine 2,Job 42,3537,3636
93,Machine 2,Job 43,3641,3697
94,Machine 2,Job 44,3728,3799
95,Machine 2,Job 45,3799,3895
96,Machine 2,Job 46,3895,3921
97,Machine 2,Job 47,3953,4014
98,Machine 2,Job 48,4014,4050
99,Machine 2,Job 49,4072,4139
100,Machine 2,Job 50,4184,4250
101,Machine 3,Job 1,76,104
102,Machine 3,Job 2,118,141
103,Machine 3,Job 3,188,190
104,Machine 3,Job 4,192,228
105,Machine 3,Job 5,322,357
106,Machine 3,Job 6,383,394
107,Machine 3,Job 7,452,484
108,Machine 3,Job 8,580,581
109,Machine 3,Job 9,590,677
110,Machine 3,Job 10,677,746
111,Machine 3,Job 11,810,881
112,Machine 3,Job 12,897,940
113,Machine 3,Job 13,971,980
114,Machine 3,Job 14,1045,1103
115,Machine 3,Job 15,1103,1174
116,Machine 3,Job 16,1226,1322
117,Machine 3,Job 17,1322,1389
118,Machine 3,Job 18,1433,1457
119,Machine 3,Job 19,1527,1530
120,Machine 3,Job 20,1536,1589
121,Machine 3,Job 21,1606,1694
122,Machine 3,Job 22,1703,1779
123,Machine 3,Job 23,1788,1849
124,Machine 3,Job 24,1854,1912
125,Machine 3,Job 25,1942,1983
126,Machine 3,Job 26,1989,2074
127,Machine 3,Job 27,2074,2156
128,Machine 3,Job 28,2219,2307
129,Machine 3,Job 29,2335,2399
130,Machine 3,Job 30,2399,2468
131,Machine 3,Job 31,2513,2546
132,Machine 3,Job 32,2601,2649
133,Machine 3,Job 33,2649,2740
134,Machine 3,Job 34,2791,2881
135,Machine 3,Job 35,2957,3021
136,Machine 3,Job 36,3030,3062
137,Machine 3,Job 37,3122,3175
138,Machine 3,Job 38,3259,3355
139,Machine 3,Job 39,3373,3429
140,Machine 3,Job 40,3479,3486
141,Machine 3,Job 41,3523,3562
142,Machine 3,Job 42,3636,3685
143,Machine 3,Job 43,3697,3714
144,Machine 3,Job 44,3799,3837
145,Machine 3,Job 45,3895,3905
146,Machine 3,Job 46,3921,3932
147,Machine 3,Job 47,4014,4017
148,Machine 3,Job 48,4050,4076
149,Machine 3,Job 49,4139,4222
150,Machine 3,Job 50,4250,4275
151,Machine 4,Job 1,104,141
152,Machine 4,Job 2,141,182
153,Machine 4,Job 3,190,192
154,Machine 4,Job 4,228,275
155,Machine 4,Job 5,357,363
156,Machine 4,Job 6,394,481
157,Machine 4,Job 7,484,523
158,Machine 4,Job 8,581,605
159,Machine 4,Job 9,677,742
160,Machine 4,Job 10,746,837
161,Machine 4,Job 11,881,932
162,Machine 4,Job 12,940,959
163,Machine 4,Job 13,980,1049
