Item,Machine,Job,Start,End
1,Machine 1,Job 1,0,35
2,Machine 1,Job 2,47,49
3,Machine 1,Job 3,116,130
4,Machine 1,Job 4,184,195
5,Machine 1,Job 5,216,247
6,Machine 1,Job 6,290,389
7,Machine 1,Job 7,407,454
8,Machine 1,Job 8,481,515
9,Machine 1,Job 9,650,663
10,Machine 1,Job 10,673,678
11,Machine 1,Job 11,715,810
12,Machine 1,Job 12,843,869
13,Machine 1,Job 13,922,951
14,Machine 1,Job 14,951,994
15,Machine 1,Job 15,1095,1105
16,Machine 1,Job 16,1105,1156
17,Machine 1,Job 17,1177,1255
18,Machine 1,Job 18,1258,1352
19,Machine 1,Job 19,1368,1435
20,Machine 1,Job 20,1458,1504
21,Machine 1,Job 21,1584,1616
22,Machine 1,Job 22,1674,1681
23,Machine 1,Job 23,1720,1722
24,Machine 1,Job 24,1758,1791
25,Machine 1,Job 25,1835,1853
26,Machine 1,Job 26,1854,1931
27,Machine 1,Job 27,1934,2007
28,Machine 1,Job 28,2029,2098
29,Machine 1,Job 29,2171,2194
30,Machine 1,Job 30,2221,2262
31,Machine 1,Job 31,2307,2353
32,Machine 1,Job 32,2373,2418
33,Machine 1,Job 33,2468,2497
34,Machine 1,Job 34,2638,2653
35,Machine 1,Job 35,2653,2733
36,Machine 1,Job 36,2743,2818
37,Machine 1,Job 37,2882,2886
38,Machine 1,Job 38,2966,2983
39,Machine 1,Job 39,3080,3116
40,Machine 1,Job 40,3116,3190
41,Machine 1,Job 41,3191,3279
42,Machine 1,Job 42,3279,3361
43,Machine 1,Job 43,3374,3447
44,Machine 1,Job 44,3485,3486
45,Machine 1,Job 45,3582,3607
46,Machine 1,Job 46,3607,3693
47,Machine 1,Job 47,3758,3797
48,Machine 1,Job 48,3897,3942
49,Machine 1,Job 49,3954,3964
50,Machine 1,Job 50,3964,4000
51,Machine 1,Job 51,4032,4035
52,Machine 1,Job 52,4082,4112
53,Machine 1,Job 53,4122,4171
54,Machine 1,Job 54,4205,4207
55,Machine 1,Job 55,4265,4305
56,Machine 1,Job 56,4305,4358
57,Machine 1,Job 57,4414,4420
58,Machine 1,Job 58,4428,4472
59,Machine 1,Job 59,4494,4530
60,Machine 1,Job 60,4540,4591
61,Machine 1,Job 61,4665,4677
62,Machine 1,Job 62,4679,4706
63,Machine 1,Job 63,4740,4775
64,Machine 1,Job 64,4883,4895
65,Machine 1,Job 65,4913,4952
66,Machine 1,Job 66,4999,5002
67,Machine 1,Job 67,5032,5059
68,Machine 1,Job 68,5097,5117
69,Machine 1,Job 69,5126,5197
70,Machine 1,Job 70,5223,5272
71,Machine 1,Job 71,5307,5337
72,Machine 1,Job 72,5361,5432
73,Machine 1,Job 73,5435,5484
74,Machine 1,Job 74,5493,5581
75,Machine 1,Job 75,5598,5668
76,Machine 1,Job 76,5714,5724
77,Machine 1,Job 77,5788,5797
78,Machine 1,Job 78,5814,5844
79,Machine 1,Job 79,5878,5966
80,Machine 1,Job 80,5968,6065
81,Machine 1,Job 81,6088,6134
82,Machine 1,Job 82,6163,6223
83,Machine 1,Job 83,6338,6353
84,Machine 1,Job 84,6423,6432
85,Machine 1,Job 85,6442,6493
86,Machine 1,Job 86,6493,6553
87,Machine 1,Job 87,6563,6658
88,Machine 1,Job 88,6694,6729
89,Machine 1,Job 89,6739,6800
90,Machine 1,Job 90,6800,6872
91,Machine 1,Job 91,6882,6980
92,Machine 1,Job 92,7028,7030
93,Machine 1,Job 93,7050,7129
94,Machine 1,Job 94,7134,7222
95,Machine 1,Job 95,7244,7295
96,Machine 1,Job 96,7361,7379
97,Machine 1,Job 97,7430,7515
98,Machine 1,Job 98,7559,7617
99,Machine 1,Job 99,7625,7698
100,Machine 1,Job 100,7701,7797
101,Machine 1,Job 101,7797,7865
102,Machine 1,Job 102,7886,7953
103,Machine 1,Job 103,7995,8052
104,Machine 1,Job 104,8150,8152
105,Machine 1,Job 105,8152,8181
106,Machine 1,Job 106,8181,8231
107,Machine 1,Job 107,8238,8310
108,Machine 1,Job 108,8310,8397
109,Machine 1,Job 109,8397,8449
110,Machine 1,Job 110,8554,8609
111,Machine 1,Job 111,8635,8650
112,Machine 1,Job 112,8652,8751
113,Machine 1,Job 113,8779,8877
114,Machine 1,Job 114,8889,8891
115,Machine 1,Job 115,8961,8983
116,Machine 1,Job 116,9043,9080
117,Machine 1,Job 117,9144,9206
118,Machine 1,Job 118,9287,9327
119,Machine 1,Job 119,9375,9417
120,Machine 1,Job 120,9438,9533
121,Machine 1,Job 121,9533,9613
122,Machine 1,Job 122,9636,9735
123,Machine 1,Job 123,9740,9764
124,Machine 1,Job 124,9849,9936
125,Machine 1,Job 125,9942,10014
126,Machine 1,Job 126,10026,10077
127,Machine 1,Job 127,10168,10172
128,Machine 1,Job 128,10224,10289
129,Machine 1,Job 129,10289,10380
130,Machine 1,Job 130,10381,10432
131,Machine 1,Job 131,10459,10525
132,Machine 1,Job 132,10628,10720
133,Machine 1,Job 133,10763,10821
134,Machine 1,Job 134,10821,10892
135,Machine 1,Job 135,10953,10964
136,Machine 1,Job 136,10966,11061
137,Machine 1,Job 137,11072,11161
138,Machine 1,Job 138,11171,11269
139,Machine 1,Job 139,11287,11355
140,Machine 1,Job 140,11391,11410
141,Machine 1,Job 141,11481,11509
142,Machine 1,Job 142,11571,11609
143,Machine 1,Job 143,11628,11712
144,Machine 1,Job 144,11742,11820
145,Machine 1,Job 145,11821,11853
146,Machine 1,Job 146,11867,11951
147,Machine 1,Job 147,11960,12006
148,Machine 1,Job 148,12016,12114
149,Machine 1,Job 149,12149,12162
150,Machine 1,Job 150,12223,12225
151,Machine 1,Job 151,12309,12324
152,Machine 1,Job 152,12368,12447
153,Machine 1,Job 153,12478,12479
154,Machine 1,Job 154,12481,12568
155,Machine 1,Job 155,12568,12655
156,Machine 1,Job 156,12662,12744
157,Machine 1,Job 157,12769,12787
158,Machine 1,Job 158,12814,12848
159,Machine 1,Job 159,12859,12949
160,Machine 1,Job 160,12951,13023
161,Machine 1,Job 161,13048,13116
162,Machine 1,Job 162,13160,13176
163,Machine 1,Job 163,13223,13288
164,Machine 1,Job 164,13288,13343
165,Machine 1,Job 165,13347,13371
166,Machine 1,Job 166,13385,13474
167,Machine 1,Job 167,13474,13570
168,Machine 1,Job 168,13570,13663
169,Machine 1,Job 169,13671,13698
170,Machine 1,Job 170,13718,13769
171,Machine 1,Job 171,13821,13823
172,Machine 1,Job 172,13848,13901
173,Machine 1,Job 173,13920,13971
174,Machine 1,Job 174,13971,14021
175,Machine 1,Job 175,14070,14120
176,Machine 1,Job 176,14188,14241
177,Machine 1,Job 177,14245,14250
178,Machine 1,Job 178,14254,14320
179,Machine 1,Job 179,14356,14406
180,Machine 1,Job 180,14432,14477
181,Machine 1,Job 181,14488,14519
182,Machine 1,Job 182,14540,14608
183,Machine 1,Job 183,14611,14690
184,Machine 1,Job 184,14696,14785
185,Machine 1,Job 185,14789,14807
186,Machine 1,Job 186,14884,14926
187,Machine 1,Job 187,14926,14955
188,Machine 1,Job 188,15012,15038
189,Machine 1,Job 189,15050,15124
190,Machine 1,Job 190,15158,15198
191,Machine 1,Job 191,15219,15306
192,Machine 1,Job 192,15375,15398
193,Machine 1,Job 193,15398,15456
194,Machine 1,Job 194,15486,15580
195,Machine 1,Job 195,15665,15697
196,Machine 1,Job 196,15802,15816
197,Machine 1,Job 197,15823,15905
198,Machine 1,Job 198,15946,15976
199,Machine 1,Job 199,15991,16046
200,Machine 1,Job 200,16157,16196
201,Machine 2,Job 1,35,41
202,Machine 2,Job 2,49,56
203,Machine 2,Job 3,130,155
204,Machine 2,Job 4,195,196
205,Machine 2,Job 5,247,275
206,Machine 2,Job 6,389,445
207,Machine 2,Job 7,454,501
208,Machine 2,Job 8,515,561
209,Machine 2,Job 9,663,671
210,Machine 2,Job 10,678,700
211,Machine 2,Job 11,810,811
212,Machine 2,Job 12,869,895
213,Machine 2,Job 13,951,980
214,Machine 2,Job 14,994,1081
215,Machine 2,Job 15,1105,1146
216,Machine 2,Job 16,1156,1252
217,Machine 2,Job 17,1255,1351
218,Machine 2,Job 18,1352,1428
219,Machine 2,Job 19,1435,1504
220,Machine 2,Job 20,1504,1531
221,Machine 2,Job 21,1616,1631
222,Machine 2,Job 22,1681,1722
223,Machine 2,Job 23,1722,1774
224,Machine 2,Job 24,1791,1812
225,Machine 2,Job 25,1853,1904
226,Machine 2,Job 26,1931,2007
227,Machine 2,Job 27,2007,2080
228,Machine 2,Job 28,2098,2145
229,Machine 2,Job 29,2194,2219
230,Machine 2,Job 30,2262,2348
231,Machine 2,Job 31,2353,2373
232,Machine 2,Job 32,2418,2474
233,Machine 2,Job 33,2497,2536
234,Machine 2,Job 34,2653,2690
235,Machine 2,Job 35,2733,2807
236,Machine 2,Job 36,2818,2828
237,Machine 2,Job 37,2886,2982
238,Machine 2,Job 38,2983,3082
239,Machine 2,Job 39,3116,3181
240,Machine 2,Job 40,3190,3269
241,Machine 2,Job 41,3279,3359
242,Machine 2,Job 42,3361,3447
243,Machine 2,Job 43,3447,3486
244,Machine 2,Job 44,3486,3558
245,Machine 2,Job 45,3607,3617
246,Machine 2,Job 46,3693,3759
247,Machine 2,Job 47,3797,3806
248,Machine 2,Job 48,3942,3959
249,Machine 2,Job 49,3964,3966
250,Machine 2,Job 50,4000,4004
251,Machine 2,Job 51,4035,4107
252,Machine 2,Job 52,4112,4160
253,Machine 2,Job 53,4171,4175
254,Machine 2,Job 54,4207,4268
255,Machine 2,Job 55,4305,4335
256,Machine 2,Job 56,4358,4393
257,Machine 2,Job 57,4420,4452
258,Machine 2,Job 58,4472,4530
259,Machine 2,Job 59,4530,4591
260,Machine 2,Job 60,4591,4649
261,Machine 2,Job 61,4677,4706
262,Machine 2,Job 62,4706,4775
263,Machine 2,Job 63,4775,4861
264,Machine 2,Job 64,4895,4915
265,Machine 2,Job 65,4952,4961
266,Machine 2,Job 66,5002,5016
267,Machine 2,Job 67,5059,5093
268,Machine 2,Job 68,5117,5184
269,Machine 2,Job 69,5197,5247
270,Machine 2,Job 70,5272,5317
271,Machine 2,Job 71,5337,5427
272,Machine 2,Job 72,5432,5465
273,Machine 2,Job 73,5484,5581
274,Machine 2,Job 74,5581,5646
275,Machine 2,Job 75,5668,5716
276,Machine 2,Job 76,5724,5773
277,Machine 2,Job 77,5797,5842
278,Machine 2,Job 78,5844,5918
279,Machine 2,Job 79,5966,6065
280,Machine 2,Job 80,6065,6122
281,Machine 2,Job 81,6134,6195
282,Machine 2,Job 82,6223,6285
283,Machine 2,Job 83,6353,6360
284,Machine 2,Job 84,6432,6450
285,Machine 2,Job 85,6493,6515
286,Machine 2,Job 86,6553,6609
287,Machine 2,Job 87,6658,6683
288,Machine 2,Job 88,6729,6781
289,Machine 2,Job 89,6800,6836
290,Machine 2,Job 90,6872,6946
291,Machine 2,Job 91,6980,7017
292,Machine 2,Job 92,7030,7129
293,Machine 2,Job 93,7129,7192
294,Machine 2,Job 94,7222,7292
295,Machine 2,Job 95,7295,7379
296,Machine 2,Job 96,7379,7474
297,Machine 2,Job 97,7515,7613
298,Machine 2,Job 98,7617,7686
299,Machine 2,Job 99,7698,7786
300,Machine 2,Job 100,7797,7802
301,Machine 2,Job 101,7865,7949
302,Machine 2,Job 102,7953,7987
303,Machine 2,Job 103,8052,8110
304,Machine 2,Job 104,8152,8171
305,Machine 2,Job 105,8181,8212
306,Machine 2,Job 106,8231,8289
307,Machine 2,Job 107,8310,8388
308,Machine 2,Job 108,8397,8436
309,Machine 2,Job 109,8449,8525
310,Machine 2,Job 110,8609,8647
311,Machine 2,Job 111,8650,8748
312,Machine 2,Job 112,8751,8778
313,Machine 2,Job 113,8877,8886
314,Machine 2,Job 114,8891,8982
315,Machine 2,Job 115,8983,9064
316,Machine 2,Job 116,9080,9177
317,Machine 2,Job 117,9206,9305
318,Machine 2,Job 118,9327,9341
319,Machine 2,Job 119,9417,9500
320,Machine 2,Job 120,9533,9612
321,Machine 2,Job 121,9613,9698
322,Machine 2,Job 122,9735,9764
323,Machine 2,Job 123,9764,9860
324,Machine 2,Job 124,9936,9958
325,Machine 2,Job 125,10014,10041
326,Machine 2,Job 126,10077,10128
327,Machine 2,Job 127,10172,10264
328,Machine 2,Job 128,10289,10356
329,Machine 2,Job 129,10380,10398
330,Machine 2,Job 130,10432,10525
331,Machine 2,Job 131,10525,10622
332,Machine 2,Job 132,10720,10813
333,Machine 2,Job 133,10821,10877
334,Machine 2,Job 134,10892,10942
335,Machine 2,Job 135,10964,11044
336,Machine 2,Job 136,11061,11152
337,Machine 2,Job 137,11161,11259
338,Machine 2,Job 138,11269,11350
339,Machine 2,Job 139,11355,11410
340,Machine 2,Job 140,11410,11506
341,Machine 2,Job 141,11509,11597
342,Machine 2,Job 142,11609,11693
343,Machine 2,Job 143,11712,11768
344,Machine 2,Job 144,11820,11847
345,Machine 2,Job 145,11853,11915
346,Machine 2,Job 146,11951,11994
347,Machine 2,Job 147,12006,12091
348,Machine 2,Job 148,12114,12121
349,Machine 2,Job 149,12162,12190
350,Machine 2,Job 150,12225,12260
351,Machine 2,Job 151,12324,12355
352,Machine 2,Job 152,12447,12462
353,Machine 2,Job 153,12479,12505
354,Machine 2,Job 154,12568,12620
355,Machine 2,Job 155,12655,12716
356,Machine 2,Job 156,12744,12785
357,Machine 2,Job 157,12787,12814
358,Machine 2,Job 158,12848,12943
359,Machine 2,Job 159,12949,13023
360,Machine 2,Job 160,13023,13087
361,Machine 2,Job 161,13116,13161
362,Machine 2,Job 162,13176,13201
363,Machine 2,Job 163,13288,13310
364,Machine 2,Job 164,13343,13345
365,Machine 2,Job 165,13371,13433
366,Machine 2,Job 166,13474,13559
367,Machine 2,Job 167,13570,13635
368,Machine 2,Job 168,13663,13689
369,Machine 2,Job 169,13698,13737
370,Machine 2,Job 170,13769,13792
371,Machine 2,Job 171,13823,13843
372,Machine 2,Job 172,13901,13904
373,Machine 2,Job 173,13971,13979
374,Machine 2,Job 174,14021,14045
375,Machine 2,Job 175,14120,14186
376,Machine 2,Job 176,14241,14246
377,Machine 2,Job 177,14250,14279
378,Machine 2,Job 178,14320,14340
379,Machine 2,Job 179,14406,14420
380,Machine 2,Job 180,14477,14493
381,Machine 2,Job 181,14519,14580
382,Machine 2,Job 182,14608,14642
383,Machine 2,Job 183,14690,14736
384,Machine 2,Job 184,14785,14797
385,Machine 2,Job 185,14807,14870
386,Machine 2,Job 186,14926,14927
387,Machine 2,Job 187,14955,15035
388,Machine 2,Job 188,15038,15119
389,Machine 2,Job 189,15124,15192
390,Machine 2,Job 190,15198,15278
391,Machine 2,Job 191,15306,15379
392,Machine 2,Job 192,15398,15453
393,Machine 2,Job 193,15456,15553
394,Machine 2,Job 194,15580,15675
395,Machine 2,Job 195,15697,15778
396,Machine 2,Job 196,15816,15905
397,Machine 2,Job 197,15905,15975
398,Machine 2,Job 198,15976,16021
399,Machine 2,Job 199,16046,16122
400,Machine 2,Job 200,16196,16234
401,Machine 3,Job 1,41,52
402,Machine 3,Job 2,56,70
403,Machine 3,Job 3,155,168
404,Machine 3,Job 4,196,222
405,Machine 3,Job 5,275,303
406,Machine 3,Job 6,445,492
407,Machine 3,Job 7,501,552
408,Machine 3,Job 8,561,581
409,Machine 3,Job 9,671,679
410,Machine 3,Job 10,700,798
411,Machine 3,Job 11,811,856
412,Machine 3,Job 12,895,980
413,Machine 3,Job 13,980,1072
414,Machine 3,Job 14,1081,1144
415,Machine 3,Job 15,1146,1235
416,Machine 3,Job 16,1252,1351
417,Machine 3,Job 17,1351,1424
418,Machine 3,Job 18,1428,1486
419,Machine 3,Job 19,1504,1523
