0,40,68,135,226,274,360,399,492,542,634,743,826,884,972,1062,1182,1250,1365,1425
39,41,135,261,274,342,429,492,542,634,712,791,874,1061,1078,1143,1250,1327,1424,1536
41,134,219,274,312,399,485,549,620,686,789,874,971,1062,1162,1245,1373,1403,1490,1659
95,219,274,313,405,442,495,610,664,773,874,956,1062,1186,1205,1293,1392,1490,1610,1668
136,223,291,342,480,497,555,680,782,803,949,1015,1125,1205,1293,1447,1505,1570,1668,1775
185,262,366,426,495,611,653,754,811,941,1001,1065,1205,1293,1391,1508,1549,1663,1762,1788
242,342,397,495,528,643,785,810,923,992,1097,1155,1286,1367,1455,1549,1663,1699,1788,1884
305,389,417,526,620,745,830,894,989,1087,1133,1198,1358,1455,1549,1600,1682,1788,1873,1926
352,417,497,609,718,880,933,969,1062,1140,1198,1288,1430,1477,1552,1682,1755,1880,1909,2032
417,490,551,634,791,886,987,1073,1166,1227,1277,1378,1459,1523,1613,1720,1842,1921,1985,2074
426,492,574,639,886,983,1064,1080,1213,1262,1357,1477,1487,1618,1696,1745,1906,1924,2074,2109
447,556,639,723,965,1039,1114,1208,1318,1342,1436,1516,1564,1701,1745,1828,1926,2009,2075,2155
533,639,707,797,1020,1120,1247,1308,1341,1436,1487,1542,1653,1745,1798,1917,1974,2059,2099,2174
622,715,769,876,1079,1173,1275,1346,1436,1465,1584,1623,1752,1786,1886,1984,2044,2081,2154,2316
623,718,838,900,1173,1262,1341,1433,1448,1523,1617,1716,1764,1857,1981,2013,2061,2192,2245,2334
718,827,916,994,1261,1321,1401,1458,1534,1609,1666,1770,1838,1928,2000,2070,2201,2233,2317,2349
769,940,965,1031,1262,1401,1448,1502,1565,1666,1764,1819,1876,2000,2061,2139,2286,2314,2349,2411
865,950,1018,1106,1327,1443,1527,1565,1644,1746,1771,1867,1950,2038,2139,2233,2295,2321,2380,2458
950,1012,1082,1122,1365,1480,1565,1603,1666,1755,1836,1951,2024,2135,2217,2295,2324,2387,2391,2497
960,1082,1103,1189,1375,1565,1599,1664,1754,1817,1935,2024,2106,2184,2247,2302,2357,2391,2485,2528
