23,78,136,170,199,285,362,395,463,550,634,673,767,847,924,1021,1078,1166,1258,1344,1399,1451,1549,1636,1707,1801,1894,1946,2028,2115,2213,2285,2382,2440,2536,2633,2730,2828,2927,2995,3070,3145,3231,3302,3399,3492,3590,3650,3676,3760,3823,3865,3939,4001,4100,4175,4239,4315,4410,4452,4538,4609,4682,4742,4838,4917,5003,5074,5116,5148,5211,5301,5365,5443,5527,5596,5685,5780,5872,5955,6051,6145,6234,6294,6389,6460,6556,6603,6672,6750,6838,6924,6966,7037,7105,7179,7268,7339,7414,7485
31,81,170,190,258,347,395,450,542,634,673,767,847,924,1021,1078,1166,1258,1344,1399,1451,1549,1612,1707,1801,1894,1942,2026,2113,2213,2283,2382,2440,2536,2633,2730,2807,2927,2979,3070,3145,3204,3302,3399,3439,3590,3650,3666,3760,3823,3863,3939,4001,4099,4175,4239,4311,4410,4452,4538,4609,4682,4742,4838,4917,4971,5047,5116,5148,5199,5281,5365,5443,5514,5586,5685,5780,5872,5955,6041,6141,6208,6282,6389,6460,6548,6599,6655,6750,6838,6924,6966,7025,7105,7179,7268,7339,7414,7485,7531
38,170,190,258,332,395,450,542,625,673,767,833,924,994,1078,1166,1258,1330,1399,1451,1549,1612,1707,1801,1890,1930,2026,2087,2186,2283,2382,2440,2536,2632,2730,2807,2876,2965,3070,3145,3204,3302,3399,3439,3527,3650,3666,3760,3823,3863,3939,4001,4099,4175,4239,4311,4410,4452,4534,4609,4682,4742,4838,4907,4971,5024,5062,5148,5197,5281,5365,5438,5514,5574,5685,5780,5872,5944,6041,6119,6208,6282,6349,6454,6548,6595,6643,6750,6822,6853,6966,7025,7105,7161,7268,7331,7400,7485,7531,7554
87,190,222,332,395,450,542,625,673,736,830,894,984,1072,1166,1239,1300,1388,1451,1549,1612,1707,1801,1848,1930,2026,2087,2186,2283,2357,2440,2536,2632,2730,2807,2857,2949,3051,3145,3204,3302,3399,3416,3500,3557,3665,3749,3793,3852,3911,4001,4099,4175,4239,4311,4410,4438,4534,4609,4682,4742,4834,4907,4971,5003,5062,5148,5197,5257,5365,5438,5514,5574,5666,5780,5872,5944,6041,6115,6183,6240,6322,6389,6507,6595,6643,6724,6794,6853,6947,7011,7105,7159,7231,7321,7400,7456,7500,7545,7630
157,212,316,395,450,499,567,636,724,830,894,984,1072,1166,1231,1300,1388,1438,1548,1612,1707,1801,1848,1930,2026,2087,2186,2283,2357,2440,2536,2624,2725,2807,2857,2928,2993,3145,3191,3302,3353,3416,3455,3527,3602,3707,3793,3852,3911,4001,4099,4155,4239,4311,4410,4438,4534,4579,4659,4742,4821,4907,4971,5002,5062,5148,5197,5257,5352,5438,5514,5574,5654,5753,5865,5931,6041,6115,6183,6240,6288,6389,6480,6581,6643,6724,6763,6848,6947,6985,7105,7159,7231,7321,7397,7445,7499,7540,7630,7690
177,215,357,450,488,556,606,724,810,856,980,1072,1166,1231,1300,1384,1438,1535,1602,1662,1754,1833,1930,2026,2087,2186,2283,2357,2440,2536,2613,2694,2807,2857,2928,2989,3073,3169,3236,3353,3392,3455,3526,3602,3666,3793,3844,3911,3999,4099,4155,4239,4311,4410,4420,4534,4571,4659,4725,4774,4858,4971,5002,5062,5148,5197,5257,5352,5434,5514,5574,5654,5753,5832,5931,6011,6112,6171,6240,6288,6377,6469,6572,6633,6724,6763,6848,6914,6966,7049,7132,7231,7321,7397,7445,7487,7540,7619,7673,7759
207,217,400,461,510,606,655,735,845,909,1021,1166,1169,1269,1327,1438,1535,1602,1662,1754,1833,1930,2026,2087,2186,2265,2357,2440,2536,2613,2694,2741,2857,2928,2989,3051,3169,3234,3319,3366,3435,3526,3590,3666,3740,3844,3906,3999,4081,4155,4239,4311,4410,4420,4506,4571,4659,4724,4763,4858,4909,5002,5062,5117,5197,5257,5352,5434,5508,5574,5654,5751,5832,5920,6011,6022,6171,6230,6288,6377,6434,6526,6621,6670,6749,6848,6914,6966,7049,7132,7231,7321,7397,7445,7487,7540,7619,7667,7759,7818
212,313,423,487,583,655,735,827,909,941,1114,1168,1244,1327,1416,1503,1567,1662,1754,1833,1930,2026,2087,2186,2265,2357,2437,2528,2593,2683,2741,2836,2917,2989,3051,3142,3234,3319,3366,3435,3526,3590,3666,3719,3814,3906,3994,4081,4146,4236,4311,4366,4420,4497,4571,4603,4683,4763,4858,4899,4953,5046,5117,5197,5257,5352,5434,5469,5574,5654,5751,5804,5915,6011,6018,6113,6212,6283,6377,6434,6526,6609,6659,6749,6833,6914,6961,7049,7128,7231,7321,7397,7445,7487,7540,7597,7667,7759,7801,7909
289,405,487,562,649,735,821,881,941,1036,1166,1244,1327,1416,1503,1563,1662,1746,1828,1927,2026,2087,2186,2265,2345,2437,2528,2593,2679,2739,2836,2917,2983,3051,3142,3230,3319,3366,3435,3526,3590,3666,3719,3800,3906,3994,4081,4146,4236,4297,4366,4405,4464,4571,4603,4683,4757,4815,4899,4953,5046,5117,5197,5257,5352,5434,5469,5551,5631,5696,5770,5874,5954,6018,6113,6212,6283,6377,6434,6500,6588,6659,6749,6833,6904,6961,7049,7128,7200,7309,7341,7444,7487,7540,7588,7667,7744,7784,7848,7964
388,484,562,649,735,821,881,941,1036,1126,1205,1323,1416,1503,1563,1662,1746,1826,1925,2003,2087,2186,2265,2345,2413,2495,2593,2665,2739,2832,2917,2983,3038,3135,3230,3278,3366,3416,3509,3588,3666,3719,3800,3887,3985,4081,4146,4228,4265,4336,4405,4464,4550,4603,4683,4757,4815,4899,4943,5046,5117,5163,5257,5351,5434,5464,5551,5631,5696,5770,5856,5921,6016,6095,6212,6283,6377,6434,6500,6588,6659,6749,6833,6904,6961,7049,7128,7200,7256,7341,7421,7465,7540,7588,7658,7744,7784,7848,7908,8021
475,552,649,735,817,881,931,1033,1126,1202,1301,1398,1503,1563,1662,1746,1824,1904,2003,2086,2186,2265,2345,2413,2495,2593,2665,2734,2801,2882,2983,3038,3135,3230,3278,3358,3416,3509,3588,3666,3719,3800,3887,3978,4058,4109,4228,4265,4288,4405,4464,4550,4598,4683,4717,4815,4899,4943,5038,5117,5163,5257,5351,5403,5464,5541,5631,5696,5770,5844,5918,6016,6095,6175,6271,6377,6434,6500,6588,6659,6747,6784,6902,6961,7049,7128,7200,7256,7341,7368,7465,7540,7588,7654,7692,7774,7848,7874,7948,8057
552,649,724,817,881,931,1023,1105,1202,1301,1398,1466,1563,1662,1746,1824,1904,2003,2086,2179,2265,2345,2413,2495,2593,2665,2731,2801,2882,2967,3038,3119,3230,3261,3358,3416,3509,3587,3665,3719,3800,3878,3969,4057,4107,4180,4265,4278,4368,4464,4550,4598,4674,4702,4815,4862,4943,5038,5101,5163,5257,5351,5403,5454,5541,5631,5696,5770,5844,5918,6016,6095,6175,6271,6368,6434,6500,6588,6659,6747,6784,6880,6948,7049,7128,7200,7256,7302,7368,7465,7508,7572,7641,7678,7753,7825,7871,7926,8043,8110
