<<<<<<< HEAD
13,53,87,107,178,213,260,343,441,487,560,609,705,799,893,967,1056,1098,1182,1268
48,62,92,178,213,252,343,441,486,560,609,705,799,884,961,1056,1098,1182,1267,1303
62,74,178,213,252,343,441,486,560,609,701,799,884,945,1056,1096,1182,1241,1303,1395
72,162,206,252,343,441,486,541,586,701,786,884,945,1044,1096,1182,1241,1279,1362,1428
126,180,214,343,441,486,541,586,661,742,822,945,1034,1063,1182,1241,1279,1362,1426,1439
=======
13,48,88,127,161,246,336,388,436,506,572,670,766,860,954,1028,1117,1164,1247,1336
48,84,127,158,246,336,384,436,481,572,670,766,860,945,1022,1117,1159,1243,1336,1372
62,127,158,246,336,381,436,481,572,670,755,860,945,1006,1117,1157,1243,1336,1372,1464
72,158,246,336,381,436,481,572,670,755,791,945,1006,1105,1157,1243,1302,1357,1412,1497
126,241,264,381,389,481,572,670,711,791,866,1006,1095,1124,1243,1302,1340,1412,1476,1508
>>>>>>> 565ed13600407c2a2200453f8ab92048c82b3da6
