0,58,65,102,197,232,318,331,400,484,560,666,713,748,879,903,1016,1076,1205,1259,1343,1429,1492,1558,1678,1745,1864,1875,1953,2024,2109,2135,2248,2267,2358,2430,2456,2521,2616,2681,2707,2794,2850,2916,3030,3050,3147,3215,3310,3395,3466,3561,3646,3677,3738,3797,3874,3942,4017,4104,4205,4264,4354,4361,4399,4452,4522,4549,4599,4634,4719,4782,4846,4870,4884,5041,5105,5107,5179,5342,5353,5420,5498,5537,5601,5683,5758,5863,5901,5949,6010,6102,6170,6280,6282,6373,6462,6561,6642,6739,6802,6895,6963,7049,7159,7235,7306,7395,7526,7574,7691,7736,7826,7978,8027,8103,8183,8259,8343,8416,8525,8548,8687,8732,8870,8909,8964,9051,9119,9246,9287,9421,9427,9519,9606,9631,9719,9804,9888,9951,10047,10138,10231,10311,10432,10503,10537,10637,10680,10758,10792,10880,11003,11051,11142,11173,11290,11331,11413,11450,11488,11602,11625,11674,11774,11798,11887,11934,11976,12045,12053,12161,12208,12226,12369,12373,12430,12471,12542,12616,12712,12763,12816,12901,12935,12971,13072,13126,13298,13334,13479,13526,13547,13694,13713,13808,13834,13911,14012,14107
58,60,74,210,235,310,335,435,508,574,650,724,775,860,956,1001,1114,1165,1295,1343,1429,1512,1558,1656,1719,1795,1890,1920,2003,2076,2135,2193,2307,2319,2378,2482,2521,2610,2681,2743,2786,2862,2916,2989,3050,3119,3213,3285,3374,3405,3515,3647,3659,3740,3804,3845,3919,3993,4085,4187,4224,4311,4395,4415,4452,4525,4562,4598,4642,4691,4748,4851,4871,4884,4997,5058,5137,5178,5262,5382,5418,5481,5537,5601,5666,5787,5828,5917,5960,6010,6102,6184,6188,6281,6373,6514,6567,6642,6764,6802,6916,6972,7049,7136,7235,7310,7383,7509,7559,7676,7738,7838,7922,8017,8103,8183,8261,8306,8377,8475,8641,8712,8783,8804,8902,9004,9047,9148,9177,9270,9364,9427,9531,9549,9629,9710,9806,9864,9960,10093,10138,10239,10311,10390,10510,10555,10669,10722,10783,10798,10902,10964,11057,11082,11176,11263,11346,11395,11443,11488,11568,11638,11727,11748,11824,11855,11909,11989,12040,12078,12142,12191,12248,12322,12400,12443,12460,12573,12627,12690,12718,12816,12896,12905,12981,13106,13119,13257,13309,13411,13496,13601,13623,13733,13805,13819,13910,14031,14106,14196
59,74,154,211,265,331,441,534,583,687,747,752,843,903,1006,1138,1207,1259,1341,1424,1495,1550,1659,1719,1795,1881,1946,2027,2098,2151,2166,2307,2316,2413,2456,2538,2566,2681,2707,2746,2901,2905,2987,3050,3073,3213,3281,3378,3444,3500,3622,3685,3686,3762,3880,3895,4054,4085,4164,4238,4311,4361,4399,4450,4467,4543,4627,4643,4723,4747,4867,4874,4925,4958,5106,5136,5149,5262,5359,5384,5514,5545,5586,5664,5758,5836,5892,5949,6010,6040,6181,6188,6306,6375,6465,6555,6625,6726,6803,6905,6971,7038,7139,7248,7297,7398,7479,7545,7667,7764,7829,7925,8076,8103,8181,8261,8286,8392,8457,8548,8642,8787,8848,8931,8964,9063,9102,9173,9309,9390,9434,9526,9609,9656,9710,9811,9910,9953,10043,10136,10228,10338,10371,10458,10535,10642,10680,10776,10789,10877,10981,11021,11085,11179,11263,11341,11369,11431,11488,11562,11637,11667,11754,11798,11857,11905,11944,12011,12060,12130,12187,12226,12274,12373,12406,12478,12592,12604,12662,12752,12816,12875,12905,12971,13112,13117,13214,13309,13402,13501,13591,13644,13695,13743,13817,13924,14008,14106,14196,14272
66,87,211,265,336,451,475,546,611,708,780,841,903,996,1088,1198,1275,1374,1468,1474,1549,1660,1718,1830,1857,1920,1981,2070,2142,2161,2308,2340,2378,2483,2539,2540,2648,2699,2745,2866,2923,2975,3057,3066,3166,3254,3313,3408,3541,3592,3662,3747,3788,3855,3901,4051,4081,4163,4224,4299,4330,4403,4434,4455,4552,4625,4668,4686,4755,4857,4873,4935,4953,5094,5133,5206,5244,5368,5384,5481,5517,5579,5703,5712,5815,5842,5949,5975,6032,6174,6197,6270,6373,6457,6599,6658,6697,6799,6884,6937,7105,7110,7257,7314,7421,7470,7603,7638,7745,7840,7921,8007,8099,8139,8224,8363,8379,8450,8553,8642,8737,8840,8918,8973,9063,9154,9210,9270,9354,9400,9463,9589,9629,9749,9800,9905,9994,10114,10129,10228,10311,10360,10436,10562,10621,10680,10785,10797,10928,11004,11054,11163,11170,11263,11305,11407,11465,11488,11548,11625,11667,11761,11786,11854,11918,11985,12011,12049,12124,12192,12231,12275,12381,12447,12477,12582,12614,12662,12708,12804,12824,12902,12961,13113,13128,13239,13320,13402,13541,13545,13659,13688,13743,13833,13972,13984,14106,14193,14208,14311
70,100,249,353,356,459,540,611,708,748,829,928,1037,1141,1179,1292,1331,1406,1485,1624,1704,1718,1790,1860,1920,2007,2055,2125,2158,2294,2331,2393,2447,2534,2578,2622,2691,2791,2874,2933,2973,3039,3074,3203,3289,3320,3405,3509,3563,3657,3740,3759,3828,3894,3991,4072,4156,4224,4299,4312,4381,4439,4455,4485,4558,4636,4672,4749,4806,4871,4880,4973,5041,5111,5149,5241,5357,5429,5440,5532,5582,5676,5749,5801,5867,5912,5962,6040,6179,6192,6318,6362,6457,6555,6600,6736,6815,6862,6924,7023,7178,7222,7273,7394,7502,7561,7636,7736,7846,7941,8007,8100,8131,8228,8286,8398,8450,8540,8639,8705,8842,8892,8933,9042,9122,9205,9259,9353,9418,9439,9539,9667,9703,9844,9868,9950,10043,10124,10228,10331,10344,10436,10538,10584,10680,10733,10829,10866,10955,11030,11077,11170,11263,11300,11360,11475,11483,11541,11651,11667,11719,11766,11871,11896,11930,11987,12049,12127,12187,12224,12271,12387,12397,12476,12510,12604,12647,12707,12806,12828,12897,12944,13020,13204,13210,13368,13384,13470,13597,13623,13713,13750,13816,13899,13982,14069,14138,14202,14291,14346
96,177,302,356,507,540,638,686,748,845,923,978,1074,1165,1248,1339,1413,1512,1542,1626,1755,1772,1832,1898,1968,2095,2139,2223,2257,2313,2413,2438,2503,2590,2628,2703,2749,2895,2927,2985,2987,3066,3141,3216,3368,3404,3496,3551,3633,3686,3762,3810,3894,3991,4072,4156,4224,4232,4307,4377,4437,4466,4474,4594,4636,4716,4756,4854,4868,4913,4953,5020,5132,5152,5278,5339,5384,5432,5517,5574,5628,5712,5799,5855,5875,5944,6048,6094,6208,6269,6363,6465,6534,6614,6716,6786,6850,6924,7050,7110,7205,7276,7389,7469,7596,7636,7765,7822,7921,7991,8075,8177,8216,8291,8375,8450,8539,8647,8677,8804,8918,9003,9045,9121,9163,9281,9300,9395,9439,9534,9651,9699,9847,9850,9947,10069,10158,10223,10322,10335,10436,10531,10584,10657,10696,10789,10932,10953,11014,11094,11170,11200,11320,11323,11431,11503,11540,11619,11667,11700,11808,11844,11898,11936,11988,12063,12116,12170,12244,12271,12355,12397,12460,12566,12604,12615,12700,12803,12846,12872,12941,13029,13117,13211,13311,13384,13467,13555,13614,13688,13726,13815,13901,13982,14069,14128,14189,14234,14339,14355
148,270,391,448,540,610,653,731,897,926,971,1067,1203,1298,1331,1391,1458,1563,1636,1733,1805,1843,1898,1992,2053,2120,2166,2274,2313,2404,2467,2487,2540,2605,2691,2746,2876,2905,2974,2987,3066,3144,3216,3306,3398,3447,3553,3633,3676,3758,3840,3894,4002,4037,4108,4169,4227,4267,4338,4378,4455,4506,4568,4603,4670,4747,4803,4868,4880,4952,5030,5100,5155,5217,5315,5416,5432,5500,5543,5651,5712,5800,5840,5894,5926,6078,6137,6216,6287,6396,6429,6499,6586,6690,6778,6857,6931,7017,7093,7252,7275,7427,7485,7545,7636,7698,7809,7963,7994,8052,8150,8280,8286,8387,8488,8518,8601,8670,8776,8892,8934,9019,9094,9163,9259,9292,9372,9466,9525,9629,9698,9783,9850,9947,10056,10090,10184,10263,10335,10433,10530,10587,10606,10703,10785,10870,10949,11017,11077,11176,11267,11281,11335,11400,11483,11538,11619,11652,11689,11766,11832,11879,11911,11985,12041,12077,12166,12236,12310,12352,12408,12467,12510,12590,12613,12700,12793,12812,12895,12956,13020,13115,13210,13288,13409,13467,13544,13630,13685,13726,13829,13886,14005,14064,14072,14144,14224,14253,14355,14393
223,356,432,557,594,653,736,814,903,983,1111,1209,1232,1328,1391,1456,1542,1600,1695,1791,1816,1932,1949,2035,2110,2158,2240,2318,2413,2477,2487,2524,2605,2691,2732,2825,2920,2938,2987,3057,3132,3216,3299,3403,3430,3524,3580,3649,3712,3825,3841,3973,4013,4078,4118,4186,4236,4320,4381,4464,4469,4557,4619,4675,4750,4803,4868,4881,4972,5026,5099,5149,5269,5286,5362,5453,5522,5548,5628,5686,5796,5854,5875,5941,6060,6094,6190,6269,6356,6429,6500,6586,6745,6770,6912,6968,7069,7093,7188,7273,7372,7509,7546,7639,7720,7773,7871,7999,8029,8129,8263,8290,8405,8489,8534,8622,8723,8810,8864,8929,9053,9100,9208,9286,9320,9336,9425,9511,9588,9692,9775,9853,9942,10041,10090,10198,10221,10335,10413,10461,10531,10624,10735,10785,10863,10949,10977,11069,11180,11192,11281,11341,11346,11442,11579,11613,11649,11688,11740,11818,11879,11912,11962,12049,12077,12172,12244,12282,12359,12388,12469,12482,12581,12635,12662,12736,12828,12910,12929,12977,13115,13161,13299,13384,13423,13555,13614,13652,13696,13763,13833,13970,14012,14065,14122,14164,14240,14328,14376,14408
291,432,533,577,672,719,837,900,986,1060,1158,1232,1337,1378,1448,1542,1598,1767,1784,1816,1885,1978,2055,2098,2158,2240,2327,2332,2456,2487,2509,2624,2668,2796,2835,2905,2946,3010,3047,3122,3256,3294,3317,3414,3483,3603,3650,3700,3747,3841,3925,4013,4063,4118,4185,4201,4260,4346,4450,4466,4557,4618,4665,4746,4759,4825,4896,4905,5008,5082,5132,5217,5276,5419,5476,5492,5591,5605,5686,5736,5835,5887,5915,6003,6171,6179,6304,6356,6429,6490,6577,6676,6770,6831,6924,7017,7117,7188,7273,7372,7489,7552,7636,7677,7765,7871,7964,8076,8128,8211,8286,8375,8445,8516,8587,8654,8750,8835,8895,9014,9094,9143,9214,9294,9333,9425,9549,9580,9658,9775,9850,9928,10027,10123,10176,10221,10319,10361,10460,10547,10598,10687,10791,10814,10949,10972,11069,11152,11201,11286,11311,11346,11442,11579,11587,11651,11667,11740,11759,11879,11883,11958,12039,12077,12141,12177,12334,12358,12369,12432,12525,12543,12599,12665,12735,12800,12840,12929,12977,13054,13138,13222,13314,13423,13535,13575,13651,13660,13723,13850,13898,14012,14029,14091,14148,14240,14306,14331,14408,14418
346,507,564,639,717,814,893,971,1060,1158,1232,1325,1354,1424,1540,1588,1695,1768,1816,1849,1936,2003,2098,2144,2188,2244,2332,2425,2487,2503,2601,2626,2723,2813,2882,2926,2965,3033,3107,3215,3264,3307,3414,3437,3580,3624,3686,3743,3841,3885,3956,4045,4091,4148,4197,4214,4293,4394,4466,4518,4588,4665,4698,4759,4777,4840,4905,4992,5082,5132,5207,5276,5359,5423,5492,5534,5605,5675,5721,5742,5875,5903,6003,6094,6175,6269,6356,6380,6473,6577,6658,6770,6807,6924,7017,7089,7188,7219,7372,7458,7544,7636,7677,7765,7861,7962,8029,8127,8211,8286,8375,8445,8516,8587,8654,8750,8835,8895,8964,9094,9121,9214,9292,9330,9337,9463,9561,9658,9749,9813,9928,10027,10070,10147,10212,10266,10328,10425,10523,10584,10687,10785,10801,10843,10952,11022,11100,11192,11216,11302,11346,11426,11514,11587,11632,11667,11700,11746,11822,11880,11939,12023,12077,12110,12177,12271,12342,12364,12413,12482,12537,12598,12646,12707,12747,12836,12929,12960,13023,13096,13174,13314,13370,13492,13575,13617,13659,13669,13796,13861,13935,14016,14036,14103,14187,14264,14331,14361,14411,14453
