12,41,62,110,187,217,300,395,491,588,655,741,834,910,953,1022,1097,1146,1226,1311
39,62,89,187,217,300,395,491,584,655,741,819,880,953,1008,1097,1146,1226,1300,1399
56,89,187,217,300,395,491,584,655,741,819,854,953,1008,1097,1146,1226,1299,1346,1453
66,158,217,297,395,490,584,655,741,757,854,936,1008,1097,1146,1204,1299,1346,1395,1550
155,204,291,395,490,584,642,735,757,854,936,1008,1097,1116,1176,1299,1346,1395,1458,1643
204,291,351,484,556,642,688,755,854,936,1008,1078,1108,1176,1253,1346,1395,1439,1536,1703
251,351,446,556,608,688,755,847,923,1008,1078,1108,1176,1253,1346,1395,1439,1536,1612,1776
308,353,495,608,688,755,824,907,1008,1078,1108,1176,1253,1335,1395,1439,1536,1612,1708,1777
336,403,560,688,755,824,828,1000,1060,1096,1176,1253,1303,1362,1439,1532,1604,1636,1711,1783
403,456,578,715,824,828,911,1060,1068,1139,1179,1303,1362,1425,1467,1545,1618,1710,1757,1814
