20,32,75,131,216,271,338,419,494,568,629,712,799,874,964,1058,1131,1213,1244,1296
32,75,131,216,271,338,419,491,568,629,712,799,874,964,1007,1095,1158,1243,1296,1379
39,131,216,264,338,419,485,568,620,704,798,854,964,1007,1095,1153,1243,1294,1379,1417
131,214,264,307,417,485,525,610,704,758,854,943,1007,1095,1153,1204,1294,1379,1417,1509
139,264,291,368,448,525,607,704,758,854,933,1007,1095,1153,1204,1267,1353,1404,1492,1605
187,283,368,439,525,607,684,756,854,933,1007,1095,1108,1192,1261,1353,1397,1492,1536,1641
203,368,392,525,595,662,742,854,933,1007,1095,1108,1158,1231,1335,1397,1492,1536,1586,1680
248,380,448,595,610,739,806,880,1007,1095,1103,1158,1194,1274,1357,1421,1495,1582,1680,1768
343,448,515,610,684,806,880,927,1020,1103,1158,1194,1236,1342,1421,1493,1582,1680,1768,1814
384,514,558,656,746,835,910,1013,1038,1130,1166,1236,1303,1421,1493,1582,1680,1764,1805,1880
444,558,656,746,825,901,982,1036,1106,1152,1236,1303,1397,1493,1582,1680,1764,1805,1851,1959
487,646,744,825,901,951,1036,1106,1152,1236,1303,1397,1471,1582,1634,1710,1776,1825,1890,2022
518,744,815,901,951,996,1065,1152,1236,1303,1397,1471,1548,1631,1708,1746,1818,1890,1983,2040
573,814,901,938,996,1058,1140,1219,1303,1397,1471,1548,1627,1708,1746,1809,1890,1983,2031,2092
652,901,938,990,1058,1109,1218,1287,1397,1471,1548,1588,1692,1746,1784,1884,1983,1998,2092,2148
706,938,965,1058,1109,1201,1287,1385,1471,1546,1585,1651,1746,1784,1844,1907,1998,2092,2148,2215
798,965,1003,1109,1192,1287,1385,1471,1546,1585,1651,1746,1784,1844,1907,1981,2092,2148,2215,2243
813,1003,1096,1192,1287,1385,1447,1535,1585,1651,1746,1784,1844,1898,1981,2069,2148,2215,2240,2256
877,1096,1192,1287,1385,1447,1533,1564,1651,1746,1784,1840,1898,1978,2069,2140,2198,2229,2256,2281
910,1136,1287,1385,1447,1530,1541,1651,1744,1784,1806,1898,1939,2069,2095,2178,2229,2256,2281,2285
