25,92,113,185,244,303,373,450,535,630,699,795,888,968,1036,1129,1209,1290,1386,1462
71,95,146,244,303,373,449,535,630,699,795,861,960,1036,1119,1206,1290,1386,1462,1511
74,145,244,266,373,446,535,630,662,795,861,938,1036,1095,1189,1290,1386,1462,1499,1566
134,232,266,343,446,478,630,659,753,840,923,1036,1046,1137,1253,1386,1420,1499,1557,1661
177,262,343,400,457,571,659,753,828,923,962,1046,1137,1202,1341,1420,1499,1531,1630,1742
256,333,400,445,541,659,753,828,923,962,1034,1082,1202,1255,1360,1449,1531,1630,1723,1790
333,400,445,541,639,753,828,905,956,1024,1082,1156,1247,1348,1439,1531,1629,1718,1762,1817
400,425,541,569,654,828,895,956,992,1078,1151,1247,1344,1438,1531,1629,1706,1753,1817,1841
421,484,569,650,732,889,956,983,1029,1151,1247,1344,1436,1503,1628,1680,1747,1783,1841,1885
484,569,650,732,813,955,983,1029,1101,1241,1316,1392,1487,1567,1666,1747,1783,1827,1872,1903
