<<<<<<< HEAD
0,30,77,111,120,172,245,340,400,424,444,532,626,723,810,850,965,986,1079,1082,1187,1326,1370,1470,1532,1587,1657,1779,1806,1929,1987,2121,2178,2232,2288,2339,2486,2517,2582,2656,2760,2878,2905,3037,3077,3207,3284,3389,3435,3542,3638,3660,3759,3863,3938,3966,4031,4157,4224,4316,4344,4451,4488,4641,4729,4823,4886,4919,5012,5151,5207,5290,5305,5446,5448,5590,5638,5736,5790,5878,5961,6036,6100,6149,6232,6289,6391,6520,6595,6652,6716,6796,6886,6998,7043,7103,7211,7320,7413,7439
30,73,101,120,153,202,279,380,418,457,521,556,688,726,849,928,1009,1047,1133,1170,1281,1398,1427,1493,1598,1657,1732,1838,1920,1967,2076,2137,2206,2275,2385,2422,2532,2595,2658,2751,2823,2934,3021,3078,3215,3260,3417,3422,3528,3657,3660,3758,3837,3900,3977,4079,4176,4195,4307,4334,4410,4542,4579,4656,4777,4824,4948,4990,5068,5154,5245,5307,5390,5453,5605,5700,5768,5825,5905,5952,6024,6092,6199,6214,6289,6375,6512,6547,6643,6741,6796,6886,7002,7050,7133,7245,7311,7334,7434,7574
48,101,120,151,202,279,344,411,444,499,565,702,749,820,880,971,1039,1087,1148,1272,1374,1408,1493,1587,1660,1775,1817,1886,1967,2053,2167,2193,2294,2339,2470,2517,2562,2700,2721,2849,2905,2987,3120,3185,3303,3340,3420,3545,3654,3660,3745,3804,3900,3994,4051,4106,4206,4231,4322,4379,4523,4632,4648,4765,4824,4947,4984,5068,5153,5249,5308,5370,5485,5534,5655,5769,5831,5853,5995,6016,6103,6118,6257,6299,6354,6471,6526,6625,6771,6788,6883,6914,7007,7111,7181,7277,7334,7427,7498,7611
56,114,132,202,267,323,410,444,486,577,629,726,805,950,966,1039,1140,1148,1276,1328,1434,1493,1600,1655,1725,1872,1886,1976,2006,2137,2222,2283,2369,2410,2499,2559,2671,2731,2816,2883,3038,3127,3140,3244,3353,3464,3516,3615,3697,3729,3837,3900,3948,4030,4147,4193,4289,4368,4392,4532,4555,4652,4799,4834,4963,4976,5120,5202,5245,5365,5420,5504,5564,5628,5774,5849,5853,5952,6014,6092,6137,6214,6278,6338,6427,6528,6663,6725,6805,6883,6978,7007,7103,7209,7277,7356,7409,7518,7621,7654
63,143,202,255,345,407,444,502,556,639,726,805,880,959,1047,1085,1150,1302,1328,1408,1519,1580,1635,1744,1788,1888,1983,2007,2162,2176,2322,2343,2445,2500,2568,2648,2750,2796,2900,3016,3051,3176,3247,3322,3420,3570,3600,3674,3716,3807,3856,3961,4021,4147,4196,4231,4327,4448,4468,4568,4646,4744,4824,4966,5009,5076,5166,5235,5346,5370,5440,5532,5629,5709,5782,5853,5961,6014,6080,6127,6176,6278,6337,6427,6526,6654,6713,6838,6856,6917,6982,7089,7181,7263,7318,7395,7474,7548,7664,7667
68,180,228,322,350,408,476,532,649,729,827,892,959,1009,1082,1219,1234,1328,1417,1518,1573,1669,1723,1790,1886,1959,1988,2099,2217,2275,2361,2412,2468,2586,2661,2712,2777,2881,3040,3076,3135,3230,3322,3420,3500,3634,3685,3755,3785,3859,3906,3988,4106,4181,4286,4336,4426,4468,4548,4646,4741,4824,4913,5004,5113,5201,5211,5333,5396,5435,5537,5690,5692,5781,5869,5891,6013,6041,6089,6159,6268,6331,6441,6557,6632,6707,6837,6886,6976,6982,7075,7189,7249,7274,7431,7462,7548,7642,7730,7813
147,247,283,349,419,430,545,603,694,753,848,946,1049,1080,1161,1234,1343,1409,1497,1595,1686,1698,1814,1829,1948,2051,2077,2171,2284,2338,2414,2469,2558,2630,2678,2808,2926,3002,3069,3133,3263,3336,3416,3492,3609,3667,3759,3783,3884,3916,3988,4053,4182,4278,4291,4376,4495,4548,4667,4762,4824,4912,4976,5055,5158,5221,5293,5397,5430,5532,5678,5692,5751,5864,5946,5970,6023,6130,6221,6265,6321,6461,6528,6585,6694,6776,6847,6891,6992,7054,7124,7210,7274,7427,7432,7519,7664,7706,7753,7875
208,249,333,408,490,519,603,711,787,863,935,994,1141,1159,1240,1356,1410,1439,1582,1670,1745,1800,1860,1956,2052,2075,2176,2272,2345,2454,2524,2525,2651,2686,2785,2948,2951,3053,3134,3235,3347,3405,3497,3549,3686,3717,3826,3856,3914,3982,4079,4145,4250,4323,4410,4479,4571,4616,4761,4830,4932,4961,5055,5167,5266,5296,5370,5471,5525,5598,5699,5773,5809,5877,5970,6023,6110,6187,6290,6400,6439,6491,6591,6683,6776,6862,6905,6982,7044,7152,7193,7273,7333,7506,7509,7590,7729,7737,7867,7932
249,313,420,430,514,633,691,717,817,893,1019,1081,1222,1273,1280,1413,1439,1529,1622,1771,1804,1832,1948,2024,2134,2212,2270,2311,2388,2468,2578,2644,2686,2766,2895,2977,3084,3133,3233,3330,3422,3469,3542,3692,3732,3816,3841,3942,3982,4098,4112,4227,4291,4405,4468,4560,4604,4757,4782,4864,4954,5020,5118,5211,5331,5378,5434,5518,5586,5692,5707,5777,5881,5990,6029,6097,6231,6306,6381,6407,6577,6585,6699,6776,6841,6902,6951,7044,7144,7154,7256,7322,7432,7562,7587,7677,7782,7817,7918,7964
284,403,465,540,624,696,729,807,867,1040,1053,1148,1241,1290,1378,1497,1514,1622,1697,1788,1851,1957,2010,2083,2152,2262,2302,2388,2514,2542,2638,2705,2766,2888,2950,3103,3159,3221,3308,3468,3469,3548,3691,3699,3783,3869,3888,4023,4079,4183,4267,4313,4371,4480,4570,4646,4685,4821,4880,4954,5072,5141,5261,5329,5381,5416,5550,5553,5621,5720,5801,5878,5940,6031,6134,6238,6240,6400,6440,6489,6600,6676,6747,6821,6914,6923,7013,7075,7177,7268,7313,7399,7561,7650,7665,7749,7844,7903,7964,8009
