<<<<<<< HEAD
0,13,53,87,126,204,213,286,379,441,490,569,643,739,799,893,978,1085,1099,1182
13,60,87,130,179,224,300,361,452,521,600,609,715,800,893,969,1056,1146,1182,1273
48,62,92,178,214,263,348,481,486,560,612,705,878,912,961,1056,1099,1198,1267,1303
62,74,178,213,266,351,465,486,561,609,701,799,927,945,1056,1123,1182,1248,1347,1395
72,162,206,252,343,441,486,541,586,701,786,884,945,1044,1096,1182,1241,1279,1362,1428
=======
0,35,48,118,127,189,316,336,390,436,510,630,704,800,860,954,1039,1117,1164,1250
13,48,125,130,241,256,336,402,442,563,636,670,776,861,954,1030,1117,1200,1251,1342
48,84,146,166,250,376,401,443,523,581,681,766,939,973,1022,1117,1160,1243,1336,1372
62,127,158,246,353,381,442,495,578,670,766,860,988,1006,1117,1184,1243,1336,1397,1464
72,158,246,336,381,436,481,572,670,755,791,945,1006,1105,1157,1243,1302,1357,1412,1497
>>>>>>> 565ed13600407c2a2200453f8ab92048c82b3da6
