0,28,91,141,169,255,333,378,444,543,565,685,746,793,827,937,986,1071,1148,1195
28,63,102,169,234,295,422,480,551,556,642,749,798,847,972,1032,1109,1148,1195,1301
48,102,169,172,275,377,444,517,582,642,733,756,838,938,1012,1083,1164,1194,1275,1377
59,129,226,269,362,444,517,552,642,705,755,827,946,1002,1079,1129,1201,1273,1326,1403
98,143,228,331,444,472,556,648,749,763,827,922,999,1096,1138,1187,1223,1325,1389,1459
104,228,268,336,472,512,595,695,751,862,929,973,1114,1138,1166,1223,1318,1345,1449,1519
168,254,324,402,497,604,661,751,827,884,1014,1071,1157,1166,1218,1331,1345,1441,1519,1602
174,289,401,497,595,646,751,817,884,985,1075,1160,1190,1220,1333,1345,1428,1533,1558,1605
196,351,448,572,668,731,816,876,973,1070,1076,1166,1244,1304,1345,1376,1441,1534,1591,1626
229,354,508,627,697,802,863,948,1070,1076,1166,1212,1254,1345,1362,1441,1534,1571,1596,1638
