0,24,41,85,117,212,291,372,422,504,625,695,759,869,911,975,1025,1158,1237,1252
18,27,80,111,197,291,356,446,499,606,701,759,852,906,977,1091,1185,1249,1265,1331
25,51,116,197,295,358,488,499,588,680,767,860,914,968,1069,1110,1250,1264,1371,1402
51,106,197,317,355,474,517,611,680,759,861,924,966,1021,1110,1251,1257,1374,1415,1461
68,197,270,318,413,511,631,673,692,783,879,927,1089,1110,1181,1309,1345,1386,1461,1555
155,269,326,413,503,560,658,692,819,890,941,1066,1135,1169,1252,1324,1393,1477,1531,1643
187,301,327,464,565,658,692,760,868,935,1010,1156,1166,1256,1324,1412,1501,1508,1578,1644
196,327,364,560,646,674,774,849,936,1076,1104,1166,1260,1322,1362,1469,1508,1578,1648,1709
222,338,432,645,677,739,906,980,1010,1092,1212,1228,1298,1364,1459,1508,1558,1598,1686,1747
255,432,505,655,739,838,927,1010,1092,1159,1219,1298,1359,1449,1508,1539,1562,1686,1720,1757
