0,25,92,113,230,286,369,373,505,562,656,713,795,888,1023,1036,1129,1226,1308,1429
25,92,113,198,244,303,373,450,548,630,724,859,888,977,1036,1129,1233,1301,1427,1462
71,95,146,245,303,381,449,620,630,699,795,861,961,1036,1119,1206,1329,1386,1480,1511
74,145,244,318,373,446,535,650,676,795,922,938,1042,1106,1189,1290,1389,1488,1499,1566
134,232,266,386,446,478,652,731,818,918,923,1036,1046,1172,1253,1386,1420,1517,1582,1661
177,324,364,403,484,571,681,766,828,923,962,1048,1137,1202,1341,1420,1505,1531,1630,1742
256,357,400,524,541,659,782,828,926,962,1034,1082,1217,1255,1360,1517,1531,1630,1723,1792
333,400,445,566,639,753,828,943,956,1024,1113,1167,1251,1348,1439,1531,1629,1718,1762,1821
400,455,543,575,676,828,895,958,998,1078,1151,1247,1344,1438,1531,1629,1744,1756,1817,1841
421,484,569,650,732,889,956,983,1029,1151,1247,1344,1436,1503,1628,1680,1747,1783,1841,1885
