0,119,211,342,433,512,604,696,821,1009,1194,1345,1365,1628,1724,1796,1868,1930,2041,2190
93,211,248,381,450,556,696,773,898,1012,1284,1365,1428,1649,1757,1834,1882,1990,2086,2256
157,213,340,401,459,562,733,802,950,1095,1290,1422,1492,1673,1776,1882,1941,2040,2154,2281
169,215,355,437,502,600,774,897,997,1181,1314,1477,1590,1692,1788,1938,2040,2125,2244,2371
188,288,367,502,600,620,806,936,1037,1237,1352,1525,1618,1721,1845,2012,2111,2167,2293,2444
210,326,425,536,608,698,869,1003,1109,1325,1395,1569,1682,1782,1888,2032,2144,2250,2326,2526
251,354,459,561,658,752,938,1055,1199,1395,1485,1605,1704,1833,1968,2065,2181,2273,2368,2613
306,431,508,605,741,829,1023,1127,1288,1454,1582,1665,1750,1838,2033,2101,2259,2316,2408,2628
317,437,544,634,797,879,1097,1137,1379,1496,1663,1686,1837,1929,2040,2114,2266,2395,2474,2651
321,488,634,654,861,967,1131,1187,1394,1587,1686,1740,1887,2000,2049,2133,2276,2441,2572,2697
322,503,638,745,895,1038,1136,1218,1428,1605,1704,1822,1931,2049,2133,2197,2314,2508,2643,2752
361,504,728,840,976,1079,1218,1271,1515,1641,1771,1871,1948,2082,2145,2256,2376,2556,2700,2761
364,527,794,897,979,1153,1258,1351,1562,1681,1830,1907,1987,2110,2158,2340,2466,2605,2704,2764
394,626,796,936,1064,1250,1313,1426,1618,1714,1861,1965,2055,2143,2257,2404,2504,2663,2744,2769
451,647,800,937,1155,1286,1390,1520,1686,1801,1872,2023,2096,2220,2353,2443,2569,2670,2769,2852
519,673,814,1018,1159,1364,1445,1589,1780,1837,1951,2038,2159,2313,2434,2480,2651,2715,2789,2926
547,694,907,1058,1228,1445,1521,1671,1837,1916,2011,2122,2184,2338,2454,2519,2658,2789,2830,2952
592,745,958,1121,1258,1461,1597,1710,1894,1972,2083,2158,2254,2353,2459,2601,2676,2804,2922,3034
646,836,968,1220,1333,1522,1620,1806,1906,2044,2101,2241,2339,2393,2552,2661,2717,2821,2942,3108
744,840,1029,1317,1404,1529,1644,1901,1928,2079,2169,2280,2393,2470,2596,2704,2757,2910,2976,3109
