93,211,254,362,483,552,658,798,875,1000,1114,1320,1458,1594,1654,1788,1950,1998,2168,2348
157,213,278,381,503,561,664,835,904,1052,1197,1384,1515,1600,1704,1847,1998,2066,2193,2440
169,215,297,393,539,604,702,876,999,1099,1283,1482,1570,1624,1789,1946,2054,2156,2283,2455
188,288,326,450,604,702,722,908,1038,1139,1339,1510,1618,1662,1831,2017,2128,2205,2356,2467
210,326,387,493,638,710,800,971,1105,1211,1427,1574,1662,1705,1914,2050,2148,2238,2438,2525
251,354,438,573,663,760,854,1040,1157,1301,1497,1596,1698,1795,1937,2087,2181,2280,2525,2559
306,431,443,638,707,843,931,1125,1229,1390,1556,1642,1758,1892,1980,2165,2217,2320,2540,2608
317,437,534,645,736,899,981,1199,1239,1481,1598,1729,1779,1973,2059,2172,2230,2386,2563,2644
321,488,605,654,756,963,1069,1233,1289,1496,1689,1779,1833,1996,2105,2182,2249,2484,2609,2734
322,503,654,738,847,997,1140,1238,1320,1530,1707,1823,1915,2014,2172,2220,2313,2555,2664,2738
361,504,687,750,942,1078,1181,1320,1373,1617,1743,1840,1964,2081,2220,2282,2372,2612,2673,2828
364,527,715,763,999,1081,1255,1360,1453,1664,1783,1879,2000,2140,2269,2372,2456,2616,2676,2894
394,626,748,862,1038,1166,1352,1415,1528,1720,1816,1947,2058,2171,2327,2410,2520,2656,2681,2896
451,647,825,958,1039,1257,1388,1492,1622,1788,1903,1988,2116,2182,2334,2475,2559,2681,2764,2900
519,673,918,1039,1120,1261,1466,1547,1691,1882,1939,2051,2131,2261,2379,2557,2596,2701,2838,2914
547,694,943,1059,1160,1330,1547,1623,1773,1939,2018,2076,2215,2321,2453,2564,2635,2742,2864,3007
592,745,958,1064,1223,1360,1563,1699,1812,1996,2074,2146,2251,2393,2468,2582,2717,2834,2946,3058
646,836,998,1157,1322,1435,1624,1722,1908,2008,2146,2231,2334,2411,2485,2623,2777,2854,3020,3068
744,840,1075,1201,1419,1506,1631,1746,2003,2030,2181,2285,2373,2479,2574,2663,2820,2888,3021,3129
840,928,1092,1242,1464,1560,1696,1829,2030,2129,2259,2339,2409,2556,2616,2743,2870,2942,3035,3174
