0,45,105,194,282,381,445,519,574,653,709,806,991,1037,1109,1234,1329,1534,1537,1688
4,75,151,269,325,422,486,556,636,692,799,869,1017,1109,1183,1329,1426,1537,1611,1772
60,150,187,283,405,454,556,627,665,734,833,949,1109,1140,1253,1402,1482,1574,1702,1808
150,182,250,345,417,476,600,639,731,828,919,1046,1129,1223,1337,1440,1574,1643,1727,1872
159,229,299,366,441,556,606,677,828,906,1003,1102,1190,1303,1400,1535,1639,1726,1803,1918
162,234,366,396,452,570,676,761,875,971,1093,1184,1281,1394,1472,1576,1667,1738,1865,1939
164,308,369,433,503,648,693,792,948,1054,1184,1265,1339,1472,1550,1617,1693,1774,1939,1992
168,319,371,476,563,693,738,891,1002,1146,1234,1329,1409,1515,1583,1670,1756,1844,1983,2002
223,371,470,563,599,735,833,978,1043,1225,1253,1403,1429,1552,1670,1676,1786,1915,1991,2073
229,432,497,566,692,788,922,1011,1091,1253,1341,1429,1515,1577,1673,1745,1833,1972,2049,2076
