0,89,139,177,263,378,430,556,632,654,735,863,919,1057,1139,1303,1364,1383,1599,1791
12,111,177,263,334,406,499,632,652,724,828,911,956,1139,1236,1336,1383,1468,1608,1820
39,126,213,334,347,427,537,636,675,798,874,947,1051,1183,1261,1341,1437,1556,1699,1841
56,204,285,341,427,502,552,660,773,803,947,967,1139,1221,1341,1424,1515,1610,1795,1868
66,209,309,358,480,551,610,734,803,850,957,1047,1210,1307,1352,1508,1603,1707,1868,1937
155,247,310,409,489,553,705,753,805,913,1046,1145,1290,1323,1446,1603,1697,1800,1905,1954
204,251,321,461,510,629,747,799,860,974,1051,1234,1306,1420,1528,1655,1755,1860,1933,2041
251,321,381,464,544,722,773,826,955,1013,1109,1306,1398,1489,1599,1672,1773,1933,1965,2101
308,351,457,523,641,771,815,908,1004,1109,1132,1358,1458,1574,1669,1690,1836,1934,1992,2103
336,419,481,600,709,815,908,934,1069,1112,1181,1438,1551,1611,1687,1757,1903,1940,1996,2113
