0,26,93,185,250,321,409,474,582,636,691,797,875,958,1026,1130,1221,1358,1421,1633
18,27,178,200,260,385,474,567,631,691,770,832,924,979,1110,1207,1301,1395,1500,1679
25,51,200,259,286,468,539,621,634,749,821,876,977,1065,1184,1296,1395,1435,1555,1698
51,106,202,274,367,485,550,634,694,765,876,917,1065,1154,1263,1388,1418,1488,1614,1795
68,197,269,320,440,488,593,689,706,781,901,988,1112,1155,1287,1400,1476,1577,1708,1796
155,269,310,380,488,582,620,704,781,829,950,1059,1131,1250,1381,1474,1562,1636,1796,1811
187,301,376,427,489,620,654,735,812,898,1048,1131,1192,1301,1418,1493,1619,1716,1797,1873
196,327,383,468,506,630,701,798,882,992,1055,1169,1270,1397,1493,1552,1699,1758,1862,1920
222,338,433,506,574,692,765,836,902,1054,1120,1266,1348,1482,1509,1626,1708,1795,1900,1959
255,432,437,540,647,762,786,897,990,1061,1219,1315,1378,1492,1576,1708,1770,1880,1910,1990
