0,67,167,242,351,422,514,622,732,812,873,949,1105,1183,1344,1430,1484,1627,1768,1831,1961,2026,2111,2257,2363,2419,2548,2572,2686,2781,2892,3008,3092,3125,3238,3378,3457,3538,3658,3755,3870,3960,4089,4174,4299,4346,4448,4525,4680,4763,4893,5061,5094,5144,5355,5522,5651,5792,5904,6043,6101,6240,6321,6444,6624,6696,6840,6907,7110,7210,7331,7354,7425,7609,7697,7759,7769,7972,8043,8159,8267,8423,8522,8702,8720,8877,8987,9056,9165,9268,9322,9469,9605,9736,9810,10075,10239,10322,10391,10663
55,96,188,309,376,501,602,688,736,819,932,1018,1170,1253,1404,1461,1535,1700,1815,1907,1977,2066,2165,2354,2385,2496,2565,2666,2740,2811,2901,3011,3105,3224,3289,3386,3538,3628,3687,3812,3927,4056,4093,4253,4305,4421,4501,4613,4691,4853,4947,5062,5144,5222,5445,5616,5727,5831,5958,6091,6163,6270,6401,6493,6646,6777,6868,6947,7133,7233,7344,7387,7467,7625,7710,7769,7844,8001,8076,8224,8310,8521,8599,8720,8817,8941,9056,9127,9258,9282,9419,9561,9682,9804,9850,10136,10244,10350,10467,10758
60,188,216,332,430,590,675,736,804,910,940,1044,1201,1336,1428,1534,1628,1717,1825,1967,2004,2102,2246,2383,2448,2503,2606,2667,2755,2892,2994,3071,3135,3289,3382,3451,3581,3673,3706,3905,3962,4064,4180,4273,4401,4467,4568,4686,4748,4935,5009,5106,5217,5291,5529,5646,5772,5883,5969,6118,6253,6297,6422,6592,6744,6852,6922,7041,7184,7332,7387,7434,7530,7662,7732,7787,7916,8034,8172,8310,8401,8567,8670,8722,8911,8974,9094,9158,9282,9347,9491,9636,9780,9830,9924,10199,10269,10357,10484,10836
130,196,285,386,477,592,718,757,856,938,976,1046,1265,1360,1450,1547,1703,1803,1884,1976,2017,2117,2293,2416,2478,2586,2635,2729,2840,2937,3016,3130,3173,3342,3390,3530,3604,3700,3765,3918,4050,4126,4233,4275,4402,4566,4605,4748,4831,4958,5106,5147,5290,5373,5554,5738,5814,5950,6064,6146,6266,6333,6490,6675,6825,6902,7014,7113,7206,7370,7393,7490,7558,7715,7778,7821,7981,8073,8216,8387,8491,8611,8681,8820,8933,9000,9125,9177,9344,9420,9522,9687,9793,9924,9994,10269,10346,10431,10580,10856
141,249,292,397,536,621,733,776,915,946,1036,1125,1326,1429,1513,1565,1736,1855,1912,2017,2060,2191,2383,2443,2500,2593,2700,2780,2913,2973,3025,3147,3220,3355,3394,3534,3609,3712,3858,4011,4087,4176,4237,4298,4455,4567,4703,4794,4929,4975,5146,5218,5329,5445,5643,5764,5889,6038,6144,6193,6333,6422,6556,6759,6902,7000,7074,7156,7272,7378,7480,7537,7612,7740,7821,7915,8034,8156,8296,8475,8560,8672,8734,8876,8940,9010,9142,9249,9405,9478,9551,9724,9846,9985,10082,10319,10388,10520,10589,10921
144,257,353,401,548,626,772,787,931,957,1039,1168,1336,1470,1527,1609,1771,1907,2011,2028,2096,2197,2426,2458,2532,2594,2777,2879,2953,3016,3111,3174,3276,3393,3439,3553,3632,3776,3951,4057,4136,4204,4287,4392,4484,4576,4781,4878,4957,5066,5202,5293,5393,5544,5704,5850,5919,6121,6192,6290,6402,6507,6558,6808,6956,7008,7118,7237,7301,7411,7513,7564,7683,7821,7900,7973,8133,8252,8358,8542,8621,8709,8783,8929,8985,9050,9159,9265,9415,9551,9638,9747,9906,10038,10170,10338,10461,10549,10666,10936
200,306,367,428,618,716,787,808,935,1020,1098,1259,1405,1519,1532,1652,1819,1913,2027,2045,2192,2268,2433,2518,2542,2647,2849,2893,2977,3058,3135,3251,3342,3398,3521,3567,3722,3857,4040,4100,4181,4287,4376,4450,4576,4635,4851,4903,5043,5140,5275,5372,5466,5576,5712,5919,5987,6168,6290,6354,6436,6558,6637,6874,7004,7050,7145,7269,7312,7422,7558,7609,7747,7858,7950,8070,8160,8340,8389,8610,8676,8759,8865,8968,9046,9123,9232,9358,9476,9603,9737,9831,9938,10042,10265,10386,10497,10615,10717,10971
203,313,409,521,633,717,789,828,977,1051,1156,1267,1416,1523,1594,1716,1830,1943,2045,2135,2251,2367,2449,2525,2627,2673,2855,2910,3009,3093,3171,3308,3352,3476,3542,3618,3782,3889,4054,4149,4272,4347,4446,4541,4630,4732,4903,4992,5140,5215,5336,5466,5565,5673,5788,5946,6045,6184,6304,6432,6493,6593,6718,6924,7010,7074,7212,7296,7374,7467,7609,7653,7770,7927,8001,8104,8238,8374,8484,8643,8720,8849,8943,9013,9093,9177,9315,9431,9564,9680,9825,9925,9986,10077,10284,10438,10553,10684,10780,10997
237,368,438,553,672,728,809,911,993,1114,1224,1270,1444,1548,1639,1731,1878,2007,2083,2190,2334,2441,2510,2593,2657,2686,2870,2986,3040,3099,3249,3341,3434,3519,3609,3715,3812,3917,4137,4152,4347,4410,4469,4553,4720,4787,4988,5066,5185,5314,5400,5555,5655,5758,5871,6037,6144,6256,6342,6469,6554,6654,6785,6967,7046,7150,7286,7365,7443,7497,7623,7747,7844,7928,8039,8176,8335,8463,8498,8649,8728,8943,9013,9024,9102,9274,9387,9519,9628,9777,9851,9933,10064,10155,10380,10508,10589,10780,10796,11011
324,385,516,555,695,754,860,914,1053,1175,1259,1306,1488,1557,1665,1742,1945,2009,2108,2270,2374,2469,2516,2601,2686,2760,2890,3002,3064,3193,3341,3407,3510,3605,3687,3812,3902,3973,4139,4218,4395,4463,4553,4644,4756,4808,5029,5150,5207,5333,5492,5643,5677,5790,5966,6119,6242,6342,6426,6546,6582,6683,6859,6982,7129,7198,7353,7411,7494,7575,7705,7776,7928,8004,8083,8273,8352,8498,8559,8679,8759,8946,9021,9088,9183,9370,9437,9614,9727,9824,9911,9955,10155,10188,10458,10533,10642,10782,10875,11023
