11,119,249,337,464,552,631,819,954,1043,1125,1174,1339,1450,1593,1846,1917,2057,2130,2315
32,129,321,378,552,621,719,890,991,1056,1171,1239,1378,1524,1647,1847,2007,2093,2219,2412
48,143,367,460,621,684,748,897,1019,1099,1199,1273,1448,1623,1738,1914,2069,2107,2281,2421
91,159,434,527,652,748,774,908,1056,1170,1238,1314,1546,1657,1817,1946,2090,2190,2354,2424
159,230,448,560,682,770,798,961,1092,1200,1314,1397,1593,1716,1834,1952,2164,2239,2382,2518
201,255,506,595,755,789,889,974,1110,1211,1356,1411,1644,1736,1853,1956,2219,2320,2429,2562
218,323,591,638,785,831,916,1028,1164,1285,1380,1463,1666,1830,1936,2031,2305,2397,2440,2651
247,338,606,646,823,906,958,1038,1190,1308,1458,1495,1734,1842,2019,2115,2333,2418,2479,2664
250,383,626,650,852,929,1038,1132,1239,1319,1478,1554,1804,1918,2054,2192,2350,2443,2504,2678
342,441,633,728,860,951,1113,1156,1301,1417,1515,1635,1861,1930,2148,2245,2435,2456,2600,2683
402,534,728,772,897,1025,1125,1224,1384,1504,1600,1721,1900,2027,2245,2314,2454,2467,2606,2744
422,561,740,843,931,1049,1153,1318,1445,1541,1682,1785,1902,2077,2302,2372,2467,2553,2616,2787
465,627,756,930,948,1051,1161,1380,1541,1617,1717,1860,1936,2082,2324,2404,2497,2586,2689,2818
468,686,757,935,967,1067,1175,1447,1565,1624,1722,1936,2035,2158,2371,2418,2504,2638,2700,2831
485,690,853,956,980,1139,1265,1504,1603,1686,1816,2017,2129,2242,2414,2504,2591,2675,2781,2843
530,778,898,980,1038,1146,1297,1603,1646,1773,1915,2105,2153,2246,2445,2539,2638,2728,2803,2895
613,816,913,1019,1132,1172,1381,1620,1717,1868,2013,2121,2246,2321,2458,2589,2703,2800,2868,2923
707,913,927,1054,1167,1265,1479,1669,1801,1908,2032,2134,2307,2400,2487,2618,2714,2868,2921,2974
757,920,1022,1139,1211,1358,1562,1676,1804,1980,2095,2231,2382,2418,2517,2638,2763,2870,2968,2987
837,941,1105,1191,1270,1427,1632,1687,1808,2053,2152,2278,2397,2517,2616,2726,2794,2911,2987,3079
