4,23,61,236,255,390,476,537,648,700,840,978,1048,1240,1325,1411,1459,1513,1645,1739
20,47,154,250,333,412,487,549,672,787,856,1026,1140,1246,1398,1421,1493,1600,1691,1807
40,53,156,307,394,461,542,581,711,817,943,1056,1223,1340,1411,1454,1545,1633,1733,1816
53,80,174,340,416,477,579,668,770,868,1042,1140,1254,1364,1425,1541,1629,1720,1767,1833
69,140,264,398,477,534,668,758,851,958,1057,1149,1352,1365,1430,1579,1695,1760,1792,1861
86,191,337,399,500,621,689,851,946,1050,1149,1242,1365,1409,1507,1611,1697,1765,1861,1908
134,279,358,439,578,678,745,880,1009,1149,1206,1313,1385,1443,1572,1651,1737,1805,1896,1932
223,342,439,537,647,745,803,941,1106,1168,1299,1385,1426,1508,1603,1719,1757,1855,1903,1937
235,439,528,581,681,779,889,947,1141,1230,1338,1418,1507,1603,1661,1737,1764,1862,1911,1987
260,509,560,665,764,810,944,978,1187,1258,1375,1503,1579,1650,1720,1764,1818,1911,1951,2021
