32,138,266,352,477,555,598,697,928,1157,1249,1441,1540,1734,1862,1968,2031,2119,2252,2382
60,201,314,358,518,567,630,751,998,1207,1346,1474,1574,1809,1883,2031,2033,2164,2322,2398
153,249,336,369,564,597,704,846,1064,1210,1374,1533,1656,1844,1928,2033,2055,2203,2326,2469
165,273,369,421,568,643,789,857,1081,1226,1389,1628,1709,1866,1984,2047,2114,2291,2367,2540
264,360,373,473,613,721,857,935,1112,1313,1406,1694,1754,1875,2033,2091,2165,2367,2455,2585
325,373,456,544,624,736,918,1013,1165,1406,1499,1722,1774,1876,2072,2103,2196,2412,2489,2634
373,442,523,609,668,758,969,1102,1252,1435,1595,1772,1844,1935,2085,2139,2222,2418,2511,2717
415,467,542,644,726,833,1057,1181,1338,1489,1644,1806,1924,1950,2119,2157,2267,2422,2576,2735
426,489,613,726,805,921,1089,1240,1430,1571,1689,1825,1932,1963,2141,2213,2349,2485,2632,2749
427,497,637,746,859,981,1149,1333,1492,1582,1770,1843,1943,2061,2194,2284,2436,2583,2731,2841
437,522,723,786,946,1017,1219,1427,1519,1619,1811,1887,2019,2131,2234,2346,2523,2591,2744,2851
446,529,781,883,965,1099,1278,1519,1599,1679,1878,1915,2093,2201,2251,2438,2583,2681,2802,2870
453,598,867,965,1059,1197,1347,1553,1645,1737,1915,1993,2170,2251,2323,2471,2591,2752,2870,2888
519,605,903,1030,1127,1202,1417,1583,1737,1823,1962,2030,2199,2255,2373,2553,2643,2768,2887,2925
526,667,980,1080,1135,1263,1505,1668,1799,1870,1983,2044,2236,2351,2472,2606,2735,2820,2896,2935
543,726,1052,1102,1193,1322,1539,1707,1855,1940,2042,2136,2326,2407,2522,2610,2737,2840,2915,2942
640,772,1064,1162,1253,1414,1564,1780,1935,2005,2093,2174,2360,2430,2548,2660,2779,2844,2923,3024
667,851,1131,1251,1329,1429,1589,1840,1977,2085,2154,2264,2430,2524,2647,2708,2844,2885,2963,3074
690,888,1156,1278,1407,1498,1664,1901,1990,2129,2192,2284,2442,2555,2708,2763,2846,2887,3018,3117
771,979,1241,1305,1498,1597,1741,1930,2045,2159,2269,2358,2447,2559,2709,2817,2873,2981,3081,3137
