0,41,105,192,237,308,409,470,513,643,721,804,845,977,1047,1167,1256,1379,1408,1533
20,92,159,224,284,402,415,477,586,674,779,840,850,1020,1122,1249,1287,1398,1453,1582
32,154,220,245,325,405,458,532,613,726,837,841,922,1038,1189,1265,1374,1416,1536,1657
39,173,229,271,356,444,486,599,698,803,841,922,999,1061,1241,1310,1395,1501,1622,1747
131,176,260,300,399,445,569,678,749,841,878,988,1041,1153,1249,1395,1484,1545,1625,1752
139,187,267,351,411,508,619,709,782,845,936,995,1135,1249,1303,1420,1545,1572,1640,1759
187,264,336,408,482,594,638,748,790,885,975,1077,1187,1285,1385,1505,1567,1596,1648,1765
203,322,394,482,568,638,723,790,885,935,1014,1132,1285,1310,1464,1549,1580,1620,1721,1778
248,386,482,504,638,657,735,803,888,964,1057,1209,1298,1392,1538,1566,1582,1660,1727,1782
343,460,490,550,653,712,803,877,930,1052,1125,1276,1345,1438,1551,1569,1618,1727,1782,1822
