Item,Machine,Job,Start,End
1,Machine 1,Job 1,0,3
2,Machine 1,Job 2,3,54
3,Machine 1,Job 3,54,73
4,Machine 1,Job 4,109,134
5,Machine 1,Job 5,134,195
6,Machine 1,Job 6,195,278
7,Machine 1,Job 7,308,323
8,Machine 1,Job 8,414,418
9,Machine 1,Job 9,418,499
10,Machine 1,Job 10,518,566
11,Machine 1,Job 11,572,646
12,Machine 1,Job 12,646,711
13,Machine 1,Job 13,768,804
14,Machine 1,Job 14,863,885
15,Machine 1,Job 15,885,969
16,Machine 1,Job 16,969,1043
17,Machine 1,Job 17,1055,1125
18,Machine 1,Job 18,1147,1202
19,Machine 1,Job 19,1206,1288
20,Machine 1,Job 20,1361,1379
21,Machine 2,Job 1,3,20
22,Machine 2,Job 2,54,63
23,Machine 2,Job 3,73,134
24,Machine 2,Job 4,134,187
25,Machine 2,Job 5,195,256
26,Machine 2,Job 6,321,323
27,Machine 2,Job 7,356,418
28,Machine 2,Job 8,438,497
29,Machine 2,Job 9,499,566
30,Machine 2,Job 10,566,646
31,Machine 2,Job 11,646,706
32,Machine 2,Job 12,723,804
33,Machine 2,Job 13,857,885
34,Machine 2,Job 14,894,946
35,Machine 2,Job 15,973,1028
36,Machine 2,Job 16,1114,1125
37,Machine 2,Job 17,1125,1202
38,Machine 2,Job 18,1202,1288
39,Machine 2,Job 19,1288,1379
40,Machine 2,Job 20,1458,1477
41,Machine 3,Job 1,20,25
42,Machine 3,Job 2,96,120
43,Machine 3,Job 3,142,146
44,Machine 3,Job 4,187,237
45,Machine 3,Job 5,285,323
46,Machine 3,Job 6,328,418
47,Machine 3,Job 7,418,497
48,Machine 3,Job 8,513,538
49,Machine 3,Job 9,577,636
50,Machine 3,Job 10,653,699
51,Machine 3,Job 11,706,804
52,Machine 3,Job 12,804,885
53,Machine 3,Job 13,889,946
54,Machine 3,Job 14,992,1028
55,Machine 3,Job 15,1086,1125
56,Machine 3,Job 16,1125,1187
57,Machine 3,Job 17,1229,1248
58,Machine 3,Job 18,1288,1337
59,Machine 3,Job 19,1379,1477
60,Machine 3,Job 20,1554,1568
61,Machine 4,Job 1,25,120
62,Machine 4,Job 2,139,146
63,Machine 4,Job 3,174,236
64,Machine 4,Job 4,291,323
65,Machine 4,Job 5,394,418
66,Machine 4,Job 6,426,482
67,Machine 4,Job 7,497,538
68,Machine 4,Job 8,538,636
69,Machine 4,Job 9,636,699
70,Machine 4,Job 10,699,754
71,Machine 4,Job 11,804,858
72,Machine 4,Job 12,889,946
73,Machine 4,Job 13,953,1028
74,Machine 4,Job 14,1028,1125
75,Machine 4,Job 15,1132,1161
76,Machine 4,Job 16,1229,1248
77,Machine 4,Job 17,1298,1306
78,Machine 4,Job 18,1337,1393
79,Machine 4,Job 19,1477,1568
80,Machine 4,Job 20,1568,1620
81,Machine 5,Job 1,120,146
82,Machine 5,Job 2,146,236
83,Machine 5,Job 3,236,323
84,Machine 5,Job 4,323,418
85,Machine 5,Job 5,443,482
86,Machine 5,Job 6,482,513
87,Machine 5,Job 7,539,604
88,Machine 5,Job 8,641,684
89,Machine 5,Job 9,699,740
90,Machine 5,Job 10,754,852
91,Machine 5,Job 11,861,946
92,Machine 5,Job 12,946,1028
93,Machine 5,Job 13,1028,1089
