Item,Machine,Job,Start,End
1,Machine 1,Job 1,0,12
2,Machine 1,Job 2,17,39
3,Machine 1,Job 3,71,88
4,Machine 1,Job 4,90,105
5,Machine 1,Job 5,105,179
6,Machine 1,Job 6,188,266
7,Machine 1,Job 7,285,305
8,Machine 1,Job 8,326,335
9,Machine 1,Job 9,390,415
10,Machine 1,Job 10,445,452
11,Machine 1,Job 11,495,541
12,Machine 1,Job 12,541,632
13,Machine 1,Job 13,632,703
14,Machine 1,Job 14,703,741
15,Machine 1,Job 15,741,774
16,Machine 1,Job 16,774,862
17,Machine 1,Job 17,862,881
18,Machine 1,Job 18,908,935
19,Machine 1,Job 19,935,1004
20,Machine 1,Job 20,1013,1057
21,Machine 1,Job 21,1067,1104
22,Machine 1,Job 22,1174,1179
23,Machine 1,Job 23,1179,1208
24,Machine 1,Job 24,1208,1262
25,Machine 1,Job 25,1288,1359
26,Machine 1,Job 26,1376,1389
27,Machine 1,Job 27,1399,1447
28,Machine 1,Job 28,1458,1481
29,Machine 1,Job 29,1502,1574
30,Machine 1,Job 30,1574,1672
31,Machine 1,Job 31,1675,1770
32,Machine 1,Job 32,1798,1819
33,Machine 1,Job 33,1890,1911
34,Machine 1,Job 34,1921,1991
35,Machine 1,Job 35,1998,2084
36,Machine 1,Job 36,2084,2160
37,Machine 1,Job 37,2171,2209
38,Machine 1,Job 38,2244,2272
39,Machine 1,Job 39,2275,2357
40,Machine 1,Job 40,2357,2437
41,Machine 1,Job 41,2447,2532
42,Machine 1,Job 42,2532,2629
43,Machine 1,Job 43,2666,2702
44,Machine 1,Job 44,2708,2786
45,Machine 1,Job 45,2786,2882
46,Machine 1,Job 46,2888,2976
47,Machine 1,Job 47,3032,3070
48,Machine 1,Job 48,3070,3163
49,Machine 1,Job 49,3163,3199
50,Machine 1,Job 50,3199,3203
51,Machine 2,Job 1,12,39
52,Machine 2,Job 2,64,88
53,Machine 2,Job 3,88,105
54,Machine 2,Job 4,105,179
55,Machine 2,Job 5,250,266
56,Machine 2,Job 6,286,305
57,Machine 2,Job 7,315,335
58,Machine 2,Job 8,335,415
59,Machine 2,Job 9,415,452
60,Machine 2,Job 10,452,541
61,Machine 2,Job 11,573,624
62,Machine 2,Job 12,672,683
63,Machine 2,Job 13,723,733
64,Machine 2,Job 14,761,770
65,Machine 2,Job 15,795,819
66,Machine 2,Job 16,869,871
67,Machine 2,Job 17,881,935
68,Machine 2,Job 18,935,1004
69,Machine 2,Job 19,1004,1057
70,Machine 2,Job 20,1057,1104
71,Machine 2,Job 21,1104,1179
72,Machine 2,Job 22,1194,1195
73,Machine 2,Job 23,1241,1251
74,Machine 2,Job 24,1262,1359
75,Machine 2,Job 25,1374,1389
76,Machine 2,Job 26,1389,1447
77,Machine 2,Job 27,1451,1481
78,Machine 2,Job 28,1494,1574
79,Machine 2,Job 29,1574,1669
80,Machine 2,Job 30,1672,1770
81,Machine 2,Job 31,1770,1819
82,Machine 2,Job 32,1822,1911
83,Machine 2,Job 33,1911,1991
84,Machine 2,Job 34,1998,2084
85,Machine 2,Job 35,2084,2157
86,Machine 2,Job 36,2204,2209
87,Machine 2,Job 37,2209,2272
88,Machine 2,Job 38,2286,2357
89,Machine 2,Job 39,2428,2433
90,Machine 2,Job 40,2437,2532
91,Machine 2,Job 41,2541,2629
92,Machine 2,Job 42,2629,2702
93,Machine 2,Job 43,2702,2786
94,Machine 2,Job 44,2786,2879
95,Machine 2,Job 45,2882,2976
96,Machine 2,Job 46,2976,3070
97,Machine 2,Job 47,3070,3153
98,Machine 2,Job 48,3163,3180
99,Machine 2,Job 49,3199,3201
100,Machine 2,Job 50,3235,3273
101,Machine 3,Job 1,39,88
102,Machine 3,Job 2,88,92
103,Machine 3,Job 3,117,174
104,Machine 3,Job 4,196,266
105,Machine 3,Job 5,266,305
106,Machine 3,Job 6,305,335
107,Machine 3,Job 7,343,398
108,Machine 3,Job 8,422,450
109,Machine 3,Job 9,470,541
110,Machine 3,Job 10,565,624
111,Machine 3,Job 11,625,683
112,Machine 3,Job 12,701,733
113,Machine 3,Job 13,767,770
114,Machine 3,Job 14,793,819
115,Machine 3,Job 15,819,871
116,Machine 3,Job 16,871,931
117,Machine 3,Job 17,935,993
118,Machine 3,Job 18,1004,1051
119,Machine 3,Job 19,1057,1099
120,Machine 3,Job 20,1104,1173
121,Machine 3,Job 21,1179,1195
122,Machine 3,Job 22,1234,1251
123,Machine 3,Job 23,1251,1338
124,Machine 3,Job 24,1371,1389
125,Machine 3,Job 25,1393,1414
126,Machine 3,Job 26,1447,1481
127,Machine 3,Job 27,1485,1574
128,Machine 3,Job 28,1574,1669
129,Machine 3,Job 29,1673,1749
130,Machine 3,Job 30,1770,1819
131,Machine 3,Job 31,1819,1911
132,Machine 3,Job 32,1924,1984
133,Machine 3,Job 33,1991,2084
134,Machine 3,Job 34,2084,2145
135,Machine 3,Job 35,2157,2209
136,Machine 3,Job 36,2221,2267
137,Machine 3,Job 37,2272,2357
138,Machine 3,Job 38,2357,2433
139,Machine 3,Job 39,2433,2530
140,Machine 3,Job 40,2532,2629
141,Machine 3,Job 41,2629,2689
142,Machine 3,Job 42,2702,2784
143,Machine 3,Job 43,2786,2846
144,Machine 3,Job 44,2879,2942
145,Machine 3,Job 45,2976,3003
146,Machine 3,Job 46,3070,3143
147,Machine 3,Job 47,3153,3164
148,Machine 3,Job 48,3180,3185
149,Machine 3,Job 49,3201,3273
150,Machine 3,Job 50,3273,3300
151,Machine 4,Job 1,88,90
152,Machine 4,Job 2,92,174
153,Machine 4,Job 3,213,266
154,Machine 4,Job 4,279,305
155,Machine 4,Job 5,320,328
156,Machine 4,Job 6,335,398
157,Machine 4,Job 7,398,450
158,Machine 4,Job 8,471,541
159,Machine 4,Job 9,541,624
160,Machine 4,Job 10,624,683
161,Machine 4,Job 11,683,733
162,Machine 4,Job 12,752,770
163,Machine 4,Job 13,770,819
164,Machine 4,Job 14,821,835
165,Machine 4,Job 15,871,895
166,Machine 4,Job 16,948,976
167,Machine 4,Job 17,1011,1012
168,Machine 4,Job 18,1051,1061
169,Machine 4,Job 19,1099,1167
170,Machine 4,Job 20,1173,1176
171,Machine 4,Job 21,1202,1251
172,Machine 4,Job 22,1251,1325
173,Machine 4,Job 23,1361,1389
174,Machine 4,Job 24,1408,1414
175,Machine 4,Job 25,1431,1473
176,Machine 4,Job 26,1481,1574
177,Machine 4,Job 27,1574,1639
178,Machine 4,Job 28,1669,1749
179,Machine 4,Job 29,1749,1818
180,Machine 4,Job 30,1874,1901
181,Machine 4,Job 31,1940,1984
182,Machine 4,Job 32,1985,2052
183,Machine 4,Job 33,2084,2144
184,Machine 4,Job 34,2152,2189
185,Machine 4,Job 35,2244,2267
186,Machine 4,Job 36,2285,2353
187,Machine 4,Job 37,2368,2414
188,Machine 4,Job 38,2433,2526
189,Machine 4,Job 39,2530,2626
190,Machine 4,Job 40,2629,2642
191,Machine 4,Job 41,2689,2756
192,Machine 4,Job 42,2792,2796
193,Machine 4,Job 43,2846,2913
194,Machine 4,Job 44,2942,2973
195,Machine 4,Job 45,3003,3046
196,Machine 4,Job 46,3143,3147
197,Machine 4,Job 47,3164,3182
198,Machine 4,Job 48,3185,3262
199,Machine 4,Job 49,3273,3291
200,Machine 4,Job 50,3300,3303
201,Machine 5,Job 1,90,155
202,Machine 5,Job 2,174,266
203,Machine 5,Job 3,266,305
204,Machine 5,Job 4,305,328
205,Machine 5,Job 5,328,397
206,Machine 5,Job 6,398,426
207,Machine 5,Job 7,450,541
208,Machine 5,Job 8,541,596
209,Machine 5,Job 9,624,654
210,Machine 5,Job 10,683,729
211,Machine 5,Job 11,733,770
212,Machine 5,Job 12,770,816
213,Machine 5,Job 13,819,835
214,Machine 5,Job 14,835,879
215,Machine 5,Job 15,895,976
