Item,Machine,Job,Start,End
1,Machine 1,Job 1,0,29
2,Machine 1,Job 2,29,78
3,Machine 1,Job 3,117,154
4,Machine 1,Job 4,179,219
5,Machine 1,Job 5,266,313
6,Machine 1,Job 6,313,388
7,Machine 1,Job 7,394,449
8,Machine 1,Job 8,466,518
9,Machine 1,Job 9,518,615
10,Machine 1,Job 10,635,696
11,Machine 1,Job 11,734,789
12,Machine 1,Job 12,792,864
13,Machine 1,Job 13,864,960
14,Machine 1,Job 14,1001,1035
15,Machine 1,Job 15,1035,1121
16,Machine 1,Job 16,1151,1192
17,Machine 1,Job 17,1213,1287
18,Machine 1,Job 18,1316,1352
19,Machine 1,Job 19,1352,1438
20,Machine 1,Job 20,1441,1467
21,Machine 2,Job 1,29,36
22,Machine 2,Job 2,78,154
23,Machine 2,Job 3,154,219
24,Machine 2,Job 4,219,313
25,Machine 2,Job 5,314,359
26,Machine 2,Job 6,391,449
27,Machine 2,Job 7,457,518
28,Machine 2,Job 8,528,601
29,Machine 2,Job 9,617,696
30,Machine 2,Job 10,743,789
31,Machine 2,Job 11,793,864
32,Machine 2,Job 12,864,936
33,Machine 2,Job 13,960,1035
34,Machine 2,Job 14,1035,1112
35,Machine 2,Job 15,1191,1192
36,Machine 2,Job 16,1194,1287
37,Machine 2,Job 17,1329,1352
38,Machine 2,Job 18,1363,1409
39,Machine 2,Job 19,1439,1467
40,Machine 2,Job 20,1467,1565
41,Machine 3,Job 1,36,87
42,Machine 3,Job 2,154,213
43,Machine 3,Job 3,258,286
44,Machine 3,Job 4,313,359
45,Machine 3,Job 5,394,449
46,Machine 3,Job 6,502,518
47,Machine 3,Job 7,587,601
48,Machine 3,Job 8,601,696
49,Machine 3,Job 9,763,789
50,Machine 3,Job 10,789,864
51,Machine 3,Job 11,908,915
52,Machine 3,Job 12,936,1015
53,Machine 3,Job 13,1069,1110
54,Machine 3,Job 14,1112,1192
55,Machine 3,Job 15,1192,1287
56,Machine 3,Job 16,1287,1352
57,Machine 3,Job 17,1404,1409
58,Machine 3,Job 18,1449,1467
59,Machine 3,Job 19,1467,1556
60,Machine 3,Job 20,1579,1619
61,Machine 4,Job 1,87,113
62,Machine 4,Job 2,213,286
63,Machine 4,Job 3,351,358
64,Machine 4,Job 4,359,449
65,Machine 4,Job 5,451,518
66,Machine 4,Job 6,576,601
67,Machine 4,Job 7,656,668
68,Machine 4,Job 8,696,789
69,Machine 4,Job 9,793,827
70,Machine 4,Job 10,895,915
71,Machine 4,Job 11,915,1014
72,Machine 4,Job 12,1015,1110
73,Machine 4,Job 13,1110,1190
74,Machine 4,Job 14,1192,1278
75,Machine 4,Job 15,1292,1342
76,Machine 4,Job 16,1352,1409
77,Machine 4,Job 17,1463,1467
78,Machine 4,Job 18,1467,1515
79,Machine 4,Job 19,1556,1619
80,Machine 4,Job 20,1644,1680
81,Machine 5,Job 1,113,212
82,Machine 5,Job 2,286,358
83,Machine 5,Job 3,358,447
84,Machine 5,Job 4,449,518
85,Machine 5,Job 5,518,601
86,Machine 5,Job 6,601,668
87,Machine 5,Job 7,668,736
88,Machine 5,Job 8,810,827
89,Machine 5,Job 9,885,915
90,Machine 5,Job 10,915,976
91,Machine 5,Job 11,1014,1076
92,Machine 5,Job 12,1119,1120
93,Machine 5,Job 13,1190,1274
94,Machine 5,Job 14,1337,1342
95,Machine 5,Job 15,1342,1389
96,Machine 5,Job 16,1431,1467
97,Machine 5,Job 17,1467,1505
98,Machine 5,Job 18,1515,1591
99,Machine 5,Job 19,1619,1680
100,Machine 5,Job 20,1680,1763
101,Machine 6,Job 1,212,302
102,Machine 6,Job 2,358,409
103,Machine 6,Job 3,447,448
104,Machine 6,Job 4,518,587
105,Machine 6,Job 5,601,631
106,Machine 6,Job 6,668,694
107,Machine 6,Job 7,736,827
108,Machine 6,Job 8,827,915
109,Machine 6,Job 9,915,970
110,Machine 6,Job 10,1033,1055
111,Machine 6,Job 11,1076,1120
112,Machine 6,Job 12,1120,1210
113,Machine 6,Job 13,1274,1342
114,Machine 6,Job 14,1342,1382
115,Machine 6,Job 15,1389,1467
116,Machine 6,Job 16,1473,1496
117,Machine 6,Job 17,1555,1569
118,Machine 6,Job 18,1591,1622
119,Machine 6,Job 19,1680,1687
120,Machine 6,Job 20,1779,1784
121,Machine 7,Job 1,302,398
122,Machine 7,Job 2,439,444
123,Machine 7,Job 3,487,543
124,Machine 7,Job 4,614,617
125,Machine 7,Job 5,644,676
126,Machine 7,Job 6,741,774
127,Machine 7,Job 7,841,866
128,Machine 7,Job 8,918,960
129,Machine 7,Job 9,986,1055
130,Machine 7,Job 10,1092,1097
131,Machine 7,Job 11,1158,1177
132,Machine 7,Job 12,1210,1247
133,Machine 7,Job 13,1342,1361
134,Machine 7,Job 14,1382,1439
135,Machine 7,Job 15,1473,1496
136,Machine 7,Job 16,1496,1569
137,Machine 7,Job 17,1596,1620
138,Machine 7,Job 18,1661,1685
139,Machine 7,Job 19,1705,1784
140,Machine 7,Job 20,1784,1863
141,Machine 8,Job 1,398,444
142,Machine 8,Job 2,458,543
143,Machine 8,Job 3,549,617
144,Machine 8,Job 4,658,676
145,Machine 8,Job 5,692,774
146,Machine 8,Job 6,774,866
147,Machine 8,Job 7,866,960
148,Machine 8,Job 8,960,1055
149,Machine 8,Job 9,1066,1097
150,Machine 8,Job 10,1097,1177
151,Machine 8,Job 11,1177,1211
152,Machine 8,Job 12,1247,1339
153,Machine 8,Job 13,1429,1433
154,Machine 8,Job 14,1439,1496
155,Machine 8,Job 15,1496,1557
156,Machine 8,Job 16,1570,1620
157,Machine 8,Job 17,1660,1685
158,Machine 8,Job 18,1726,1784
159,Machine 8,Job 19,1817,1844
160,Machine 8,Job 20,1865,1942
161,Machine 9,Job 1,444,543
162,Machine 9,Job 2,543,617
163,Machine 9,Job 3,651,676
164,Machine 9,Job 4,676,774
165,Machine 9,Job 5,774,856
166,Machine 9,Job 6,866,959
167,Machine 9,Job 7,960,1031
168,Machine 9,Job 8,1073,1097
169,Machine 9,Job 9,1119,1124
170,Machine 9,Job 10,1182,1204
171,Machine 9,Job 11,1253,1290
172,Machine 9,Job 12,1339,1433
173,Machine 9,Job 13,1436,1448
174,Machine 9,Job 14,1522,1541
175,Machine 9,Job 15,1586,1620
176,Machine 9,Job 16,1664,1685
177,Machine 9,Job 17,1723,1784
178,Machine 9,Job 18,1789,1844
179,Machine 9,Job 19,1844,1942
