Item,Machine,Job,Start,End
1,Machine 1,Job 1,0,2
2,Machine 1,Job 2,16,19
3,Machine 1,Job 3,19,46
4,Machine 1,Job 4,113,130
5,Machine 1,Job 5,130,199
6,Machine 1,Job 6,221,229
7,Machine 1,Job 7,229,317
8,Machine 1,Job 8,318,363
9,Machine 1,Job 9,434,440
10,Machine 1,Job 10,469,529
11,Machine 1,Job 11,560,618
12,Machine 1,Job 12,618,716
13,Machine 1,Job 13,742,769
14,Machine 1,Job 14,829,860
15,Machine 1,Job 15,866,957
16,Machine 1,Job 16,959,1047
17,Machine 1,Job 17,1047,1081
18,Machine 1,Job 18,1109,1123
19,Machine 1,Job 19,1138,1216
20,Machine 1,Job 20,1277,1279
21,Machine 1,Job 21,1298,1311
22,Machine 1,Job 22,1311,1382
23,Machine 1,Job 23,1392,1403
24,Machine 1,Job 24,1407,1435
25,Machine 1,Job 25,1440,1531
26,Machine 1,Job 26,1531,1552
27,Machine 1,Job 27,1592,1622
28,Machine 1,Job 28,1658,1715
29,Machine 1,Job 29,1715,1814
30,Machine 1,Job 30,1814,1867
31,Machine 1,Job 31,1882,1955
32,Machine 1,Job 32,1967,2052
33,Machine 1,Job 33,2052,2134
34,Machine 1,Job 34,2142,2200
35,Machine 1,Job 35,2259,2282
36,Machine 1,Job 36,2282,2359
37,Machine 1,Job 37,2359,2455
38,Machine 1,Job 38,2463,2486
39,Machine 1,Job 39,2541,2583
40,Machine 1,Job 40,2588,2631
41,Machine 1,Job 41,2709,2715
42,Machine 1,Job 42,2715,2772
43,Machine 1,Job 43,2795,2806
44,Machine 1,Job 44,2806,2889
45,Machine 1,Job 45,2889,2927
46,Machine 1,Job 46,2927,2987
47,Machine 1,Job 47,2987,3059
48,Machine 1,Job 48,3063,3148
49,Machine 1,Job 49,3148,3234
50,Machine 1,Job 50,3234,3324
51,Machine 2,Job 1,2,19
52,Machine 2,Job 2,35,39
53,Machine 2,Job 3,55,130
54,Machine 2,Job 4,137,172
55,Machine 2,Job 5,220,229
56,Machine 2,Job 6,229,300
57,Machine 2,Job 7,318,363
58,Machine 2,Job 8,428,440
59,Machine 2,Job 9,440,529
60,Machine 2,Job 10,529,618
61,Machine 2,Job 11,618,710
62,Machine 2,Job 12,768,769
63,Machine 2,Job 13,769,860
64,Machine 2,Job 14,861,957
