Item,Machine,Job,Start,End
1,Machine 1,Job 1,0,11
2,Machine 1,Job 2,12,18
3,Machine 1,Job 3,23,58
4,Machine 1,Job 4,88,105
5,Machine 1,Job 5,144,193
6,Machine 1,Job 6,245,291
7,Machine 1,Job 7,291,386
8,Machine 1,Job 8,388,467
9,Machine 1,Job 9,467,543
10,Machine 1,Job 10,543,623
11,Machine 1,Job 11,623,666
12,Machine 1,Job 12,671,764
13,Machine 1,Job 13,772,854
14,Machine 1,Job 14,890,952
15,Machine 1,Job 15,952,1050
16,Machine 1,Job 16,1050,1141
17,Machine 1,Job 17,1141,1238
18,Machine 1,Job 18,1241,1260
19,Machine 1,Job 19,1260,1356
20,Machine 1,Job 20,1375,1407
21,Machine 1,Job 21,1411,1506
22,Machine 1,Job 22,1506,1558
23,Machine 1,Job 23,1567,1587
24,Machine 1,Job 24,1626,1668
25,Machine 1,Job 25,1713,1735
26,Machine 1,Job 26,1747,1788
27,Machine 1,Job 27,1788,1866
28,Machine 1,Job 28,1866,1941
29,Machine 1,Job 29,1941,2031
30,Machine 1,Job 30,2031,2067
31,Machine 1,Job 31,2098,2137
32,Machine 1,Job 32,2137,2230
33,Machine 1,Job 33,2230,2258
34,Machine 1,Job 34,2288,2324
35,Machine 1,Job 35,2324,2418
36,Machine 1,Job 36,2418,2492
37,Machine 1,Job 37,2564,2583
38,Machine 1,Job 38,2609,2644
39,Machine 1,Job 39,2644,2724
40,Machine 1,Job 40,2724,2757
41,Machine 1,Job 41,2757,2765
42,Machine 1,Job 42,2859,2862
43,Machine 1,Job 43,2908,2926
44,Machine 1,Job 44,2945,2958
45,Machine 1,Job 45,2958,3038
46,Machine 1,Job 46,3043,3059
47,Machine 1,Job 47,3063,3134
48,Machine 1,Job 48,3134,3202
49,Machine 1,Job 49,3202,3295
50,Machine 1,Job 50,3295,3386
51,Machine 2,Job 1,11,18
52,Machine 2,Job 2,18,58
53,Machine 2,Job 3,104,105
54,Machine 2,Job 4,160,193
55,Machine 2,Job 5,205,291
56,Machine 2,Job 6,323,383
57,Machine 2,Job 7,448,467
58,Machine 2,Job 8,467,536
59,Machine 2,Job 9,543,590
60,Machine 2,Job 10,623,661
61,Machine 2,Job 11,666,764
62,Machine 2,Job 12,789,854
63,Machine 2,Job 13,916,952
64,Machine 2,Job 14,962,1049
65,Machine 2,Job 15,1050,1125
66,Machine 2,Job 16,1160,1166
67,Machine 2,Job 17,1257,1260
68,Machine 2,Job 18,1260,1350
69,Machine 2,Job 19,1356,1407
70,Machine 2,Job 20,1409,1506
71,Machine 2,Job 21,1515,1527
72,Machine 2,Job 22,1569,1587
73,Machine 2,Job 23,1587,1668
74,Machine 2,Job 24,1668,1735
75,Machine 2,Job 25,1735,1788
76,Machine 2,Job 26,1815,1858
77,Machine 2,Job 27,1891,1939
78,Machine 2,Job 28,1987,2005
79,Machine 2,Job 29,2063,2064
80,Machine 2,Job 30,2067,2137
81,Machine 2,Job 31,2146,2199
82,Machine 2,Job 32,2233,2247
83,Machine 2,Job 33,2258,2324
84,Machine 2,Job 34,2324,2418
85,Machine 2,Job 35,2418,2490
86,Machine 2,Job 36,2492,2583
87,Machine 2,Job 37,2583,2644
88,Machine 2,Job 38,2649,2664
89,Machine 2,Job 39,2724,2734
90,Machine 2,Job 40,2758,2764
91,Machine 2,Job 41,2765,2862
92,Machine 2,Job 42,2862,2926
93,Machine 2,Job 43,2926,2958
94,Machine 2,Job 44,2958,3025
95,Machine 2,Job 45,3038,3059
96,Machine 2,Job 46,3059,3134
97,Machine 2,Job 47,3152,3188
98,Machine 2,Job 48,3202,3279
99,Machine 2,Job 49,3301,3359
100,Machine 2,Job 50,3386,3428
101,Machine 3,Job 1,18,52
102,Machine 3,Job 2,58,105
103,Machine 3,Job 3,105,193
104,Machine 3,Job 4,193,291
105,Machine 3,Job 5,291,383
106,Machine 3,Job 6,384,467
107,Machine 3,Job 7,488,496
108,Machine 3,Job 8,579,586
109,Machine 3,Job 9,631,659
110,Machine 3,Job 10,666,758
111,Machine 3,Job 11,764,854
112,Machine 3,Job 12,854,952
113,Machine 3,Job 13,952,1049
114,Machine 3,Job 14,1049,1123
115,Machine 3,Job 15,1139,1166
116,Machine 3,Job 16,1249,1260
117,Machine 3,Job 17,1260,1327
118,Machine 3,Job 18,1366,1401
119,Machine 3,Job 19,1407,1506
120,Machine 3,Job 20,1510,1527
121,Machine 3,Job 21,1527,1587
122,Machine 3,Job 22,1600,1659
123,Machine 3,Job 23,1673,1712
124,Machine 3,Job 24,1754,1785
125,Machine 3,Job 25,1815,1858
126,Machine 3,Job 26,1860,1939
127,Machine 3,Job 27,1998,2005
128,Machine 3,Job 28,2060,2064
129,Machine 3,Job 29,2064,2126
130,Machine 3,Job 30,2178,2199
131,Machine 3,Job 31,2208,2247
132,Machine 3,Job 32,2293,2323
133,Machine 3,Job 33,2329,2406
134,Machine 3,Job 34,2418,2488
135,Machine 3,Job 35,2490,2566
136,Machine 3,Job 36,2583,2636
137,Machine 3,Job 37,2648,2664
138,Machine 3,Job 38,2664,2703
139,Machine 3,Job 39,2734,2764
140,Machine 3,Job 40,2764,2852
141,Machine 3,Job 41,2900,2910
142,Machine 3,Job 42,2926,2947
143,Machine 3,Job 43,2958,3011
144,Machine 3,Job 44,3055,3059
145,Machine 3,Job 45,3059,3133
146,Machine 3,Job 46,3144,3188
147,Machine 3,Job 47,3269,3271
148,Machine 3,Job 48,3279,3359
149,Machine 3,Job 49,3359,3414
150,Machine 3,Job 50,3428,3434
151,Machine 4,Job 1,52,90
152,Machine 4,Job 2,108,188
153,Machine 4,Job 3,193,283
154,Machine 4,Job 4,291,381
155,Machine 4,Job 5,383,467
156,Machine 4,Job 6,467,496
157,Machine 4,Job 7,496,586
158,Machine 4,Job 8,586,659
159,Machine 4,Job 9,670,758
160,Machine 4,Job 10,792,853
161,Machine 4,Job 11,854,947
162,Machine 4,Job 12,952,1042
163,Machine 4,Job 13,1049,1110
164,Machine 4,Job 14,1124,1166
165,Machine 4,Job 15,1166,1260
166,Machine 4,Job 16,1260,1315
167,Machine 4,Job 17,1327,1401
168,Machine 4,Job 18,1401,1444
169,Machine 4,Job 19,1508,1527
170,Machine 4,Job 20,1527,1585
171,Machine 4,Job 21,1597,1659
172,Machine 4,Job 22,1703,1712
173,Machine 4,Job 23,1720,1785
174,Machine 4,Job 24,1785,1858
175,Machine 4,Job 25,1858,1939
176,Machine 4,Job 26,1939,2005
177,Machine 4,Job 27,2005,2064
178,Machine 4,Job 28,2064,2106
179,Machine 4,Job 29,2139,2199
180,Machine 4,Job 30,2199,2247
181,Machine 4,Job 31,2247,2323
182,Machine 4,Job 32,2323,2406
183,Machine 4,Job 33,2406,2487
184,Machine 4,Job 34,2488,2548
185,Machine 4,Job 35,2566,2576
186,Machine 4,Job 36,2636,2664
187,Machine 4,Job 37,2676,2691
188,Machine 4,Job 38,2703,2713
189,Machine 4,Job 39,2764,2851
190,Machine 4,Job 40,2852,2910
191,Machine 4,Job 41,2910,2937
192,Machine 4,Job 42,2947,2977
