Item,Machine,Job,Start,End
1,Machine 1,Job 1,0,9
2,Machine 1,Job 2,10,52
3,Machine 1,Job 3,52,81
4,Machine 1,Job 4,81,117
5,Machine 1,Job 5,142,204
6,Machine 1,Job 6,228,300
7,Machine 1,Job 7,300,395
8,Machine 1,Job 8,395,434
9,Machine 1,Job 9,434,506
10,Machine 1,Job 10,506,571
11,Machine 1,Job 11,604,623
12,Machine 1,Job 12,685,719
13,Machine 1,Job 13,758,811
14,Machine 1,Job 14,820,908
15,Machine 1,Job 15,948,1005
16,Machine 1,Job 16,1024,1103
17,Machine 1,Job 17,1154,1180
18,Machine 1,Job 18,1180,1279
19,Machine 1,Job 19,1279,1372
20,Machine 1,Job 20,1372,1420
21,Machine 2,Job 1,9,52
22,Machine 2,Job 2,60,77
23,Machine 2,Job 3,92,106
24,Machine 2,Job 4,159,204
25,Machine 2,Job 5,223,300
26,Machine 2,Job 6,300,346
27,Machine 2,Job 7,395,425
28,Machine 2,Job 8,434,496
29,Machine 2,Job 9,506,554
30,Machine 2,Job 10,593,623
31,Machine 2,Job 11,640,719
32,Machine 2,Job 12,737,811
33,Machine 2,Job 13,815,908
34,Machine 2,Job 14,911,1005
35,Machine 2,Job 15,1005,1103
36,Machine 2,Job 16,1103,1180
37,Machine 2,Job 17,1180,1278
38,Machine 2,Job 18,1279,1367
39,Machine 2,Job 19,1372,1411
40,Machine 2,Job 20,1441,1466
41,Machine 3,Job 1,52,77
42,Machine 3,Job 2,103,106
43,Machine 3,Job 3,106,204
44,Machine 3,Job 4,204,300
45,Machine 3,Job 5,327,340
46,Machine 3,Job 6,354,421
47,Machine 3,Job 7,446,482
48,Machine 3,Job 8,496,550
49,Machine 3,Job 9,585,623
50,Machine 3,Job 10,626,719
51,Machine 3,Job 11,719,811
52,Machine 3,Job 12,828,908
53,Machine 3,Job 13,915,1005
54,Machine 3,Job 14,1005,1080
55,Machine 3,Job 15,1126,1141
56,Machine 3,Job 16,1180,1247
57,Machine 3,Job 17,1278,1355
58,Machine 3,Job 18,1367,1402
59,Machine 3,Job 19,1411,1466
60,Machine 3,Job 20,1470,1490
61,Machine 4,Job 1,77,106
62,Machine 4,Job 2,116,191
63,Machine 4,Job 3,222,273
64,Machine 4,Job 4,314,340
65,Machine 4,Job 5,396,421
66,Machine 4,Job 6,421,482
67,Machine 4,Job 7,482,513
68,Machine 4,Job 8,550,623
69,Machine 4,Job 9,623,719
70,Machine 4,Job 10,719,811
71,Machine 4,Job 11,811,908
72,Machine 4,Job 12,908,1005
73,Machine 4,Job 13,1005,1070
74,Machine 4,Job 14,1080,1141
75,Machine 4,Job 15,1151,1207
76,Machine 4,Job 16,1267,1288
77,Machine 4,Job 17,1355,1358
78,Machine 4,Job 18,1402,1429
79,Machine 4,Job 19,1466,1490
80,Machine 4,Job 20,1490,1534
81,Machine 5,Job 1,106,191
82,Machine 5,Job 2,191,273
83,Machine 5,Job 3,273,340
84,Machine 5,Job 4,340,421
85,Machine 5,Job 5,421,467
86,Machine 5,Job 6,482,509
87,Machine 5,Job 7,513,585
88,Machine 5,Job 8,623,713
89,Machine 5,Job 9,719,788
90,Machine 5,Job 10,811,862
91,Machine 5,Job 11,908,946
92,Machine 5,Job 12,1005,1053
93,Machine 5,Job 13,1070,1134
94,Machine 5,Job 14,1141,1207
95,Machine 5,Job 15,1207,1288
96,Machine 5,Job 16,1288,1351
97,Machine 5,Job 17,1358,1394
98,Machine 5,Job 18,1429,1473
99,Machine 5,Job 19,1490,1521
100,Machine 5,Job 20,1534,1552
