Item,Machine,Job,Start,End
1,Machine 1,Job 1,0,44
2,Machine 1,Job 2,44,70
3,Machine 1,Job 3,78,136
4,Machine 1,Job 4,177,195
5,Machine 1,Job 5,195,250
6,Machine 1,Job 6,250,276
7,Machine 1,Job 7,339,340
8,Machine 1,Job 8,347,356
9,Machine 1,Job 9,356,426
10,Machine 1,Job 10,428,495
11,Machine 1,Job 11,511,552
12,Machine 1,Job 12,552,642
13,Machine 1,Job 13,642,656
14,Machine 1,Job 14,656,722
15,Machine 1,Job 15,773,818
16,Machine 1,Job 16,853,871
17,Machine 1,Job 17,925,955
18,Machine 1,Job 18,955,1034
19,Machine 1,Job 19,1034,1108
20,Machine 1,Job 20,1108,1185
21,Machine 1,Job 21,1192,1266
22,Machine 1,Job 22,1324,1341
23,Machine 1,Job 23,1341,1424
24,Machine 1,Job 24,1429,1478
25,Machine 1,Job 25,1478,1544
26,Machine 1,Job 26,1544,1618
27,Machine 1,Job 27,1618,1716
28,Machine 1,Job 28,1716,1784
29,Machine 1,Job 29,1809,1855
30,Machine 1,Job 30,1904,1933
31,Machine 1,Job 31,1968,2030
32,Machine 1,Job 32,2030,2118
33,Machine 1,Job 33,2158,2201
34,Machine 1,Job 34,2201,2300
35,Machine 1,Job 35,2328,2339
36,Machine 1,Job 36,2360,2419
37,Machine 1,Job 37,2419,2495
38,Machine 1,Job 38,2526,2557
39,Machine 1,Job 39,2579,2655
40,Machine 1,Job 40,2655,2741
41,Machine 1,Job 41,2741,2809
42,Machine 1,Job 42,2843,2859
43,Machine 1,Job 43,2901,2939
44,Machine 1,Job 44,2981,3014
45,Machine 1,Job 45,3037,3075
46,Machine 1,Job 46,3101,3136
47,Machine 1,Job 47,3139,3213
48,Machine 1,Job 48,3213,3306
49,Machine 1,Job 49,3352,3397
50,Machine 1,Job 50,3397,3455
51,Machine 1,Job 51,3455,3548
52,Machine 1,Job 52,3592,3611
53,Machine 1,Job 53,3616,3694
54,Machine 1,Job 54,3705,3789
55,Machine 1,Job 55,3821,3879
56,Machine 1,Job 56,3920,3949
57,Machine 1,Job 57,3956,3996
58,Machine 1,Job 58,4022,4061
59,Machine 1,Job 59,4061,4128
60,Machine 1,Job 60,4145,4177
61,Machine 1,Job 61,4239,4270
62,Machine 1,Job 62,4290,4359
63,Machine 1,Job 63,4359,4444
64,Machine 1,Job 64,4445,4540
65,Machine 1,Job 65,4598,4628
66,Machine 1,Job 66,4696,4704
67,Machine 1,Job 67,4733,4760
68,Machine 1,Job 68,4770,4857
69,Machine 1,Job 69,4857,4943
70,Machine 1,Job 70,4958,5013
71,Machine 1,Job 71,5027,5103
72,Machine 1,Job 72,5103,5187
73,Machine 1,Job 73,5228,5255
74,Machine 1,Job 74,5336,5351
75,Machine 1,Job 75,5387,5436
76,Machine 1,Job 76,5458,5528
77,Machine 1,Job 77,5608,5624
78,Machine 1,Job 78,5624,5702
79,Machine 1,Job 79,5794,5798
80,Machine 1,Job 80,5855,5873
81,Machine 1,Job 81,5940,5949
82,Machine 1,Job 82,6014,6015
83,Machine 1,Job 83,6015,6104
84,Machine 1,Job 84,6116,6177
85,Machine 1,Job 85,6222,6259
86,Machine 1,Job 86,6288,6318
87,Machine 1,Job 87,6376,6380
88,Machine 1,Job 88,6430,6469
89,Machine 1,Job 89,6469,6561
90,Machine 1,Job 90,6603,6619
91,Machine 1,Job 91,6652,6682
92,Machine 1,Job 92,6696,6771
93,Machine 1,Job 93,6800,6863
94,Machine 1,Job 94,6899,6941
95,Machine 1,Job 95,7007,7038
96,Machine 1,Job 96,7038,7128
97,Machine 1,Job 97,7155,7197
98,Machine 1,Job 98,7221,7279
99,Machine 1,Job 99,7336,7357
100,Machine 1,Job 100,7357,7446
101,Machine 2,Job 1,44,54
102,Machine 2,Job 2,70,136
103,Machine 2,Job 3,136,195
104,Machine 2,Job 4,195,234
105,Machine 2,Job 5,250,254
106,Machine 2,Job 6,276,340
107,Machine 2,Job 7,340,356
108,Machine 2,Job 8,357,409
109,Machine 2,Job 9,426,495
110,Machine 2,Job 10,531,552
111,Machine 2,Job 11,552,610
112,Machine 2,Job 12,650,654
113,Machine 2,Job 13,656,708
114,Machine 2,Job 14,722,818
115,Machine 2,Job 15,849,871
116,Machine 2,Job 16,871,955
117,Machine 2,Job 17,955,1009
118,Machine 2,Job 18,1034,1092
119,Machine 2,Job 19,1141,1181
120,Machine 2,Job 20,1185,1266
121,Machine 2,Job 21,1266,1341
122,Machine 2,Job 22,1394,1397
123,Machine 2,Job 23,1424,1478
124,Machine 2,Job 24,1478,1512
125,Machine 2,Job 25,1545,1592
126,Machine 2,Job 26,1631,1665
127,Machine 2,Job 27,1738,1755
128,Machine 2,Job 28,1784,1855
129,Machine 2,Job 29,1910,1933
130,Machine 2,Job 30,2014,2030
131,Machine 2,Job 31,2065,2117
132,Machine 2,Job 32,2180,2201
