Item,Machine,Job,Start,End
1,Machine 1,Job 1,0,50
2,Machine 1,Job 2,64,87
3,Machine 1,Job 3,98,141
4,Machine 1,Job 4,141,195
5,Machine 1,Job 5,256,282
6,Machine 1,Job 6,316,359
7,Machine 1,Job 7,359,454
8,Machine 1,Job 8,454,540
9,Machine 1,Job 9,540,594
10,Machine 1,Job 10,662,689
11,Machine 1,Job 11,697,740
12,Machine 1,Job 12,743,831
13,Machine 1,Job 13,831,866
14,Machine 1,Job 14,897,942
15,Machine 1,Job 15,942,997
16,Machine 1,Job 16,1024,1061
17,Machine 1,Job 17,1069,1107
18,Machine 1,Job 18,1107,1170
19,Machine 1,Job 19,1200,1259
20,Machine 1,Job 20,1312,1352
21,Machine 2,Job 1,50,87
22,Machine 2,Job 2,87,141
23,Machine 2,Job 3,159,190
24,Machine 2,Job 4,235,282
25,Machine 2,Job 5,300,359
26,Machine 2,Job 6,359,451
27,Machine 2,Job 7,515,538
28,Machine 2,Job 8,564,594
29,Machine 2,Job 9,594,689
30,Machine 2,Job 10,696,740
31,Machine 2,Job 11,740,831
32,Machine 2,Job 12,841,851
33,Machine 2,Job 13,866,942
34,Machine 2,Job 14,988,997
35,Machine 2,Job 15,997,1061
36,Machine 2,Job 16,1093,1107
37,Machine 2,Job 17,1107,1169
38,Machine 2,Job 18,1191,1259
39,Machine 2,Job 19,1270,1352
40,Machine 2,Job 20,1358,1365
41,Machine 3,Job 1,87,92
42,Machine 3,Job 2,154,190
43,Machine 3,Job 3,228,282
44,Machine 3,Job 4,298,359
45,Machine 3,Job 5,359,437
46,Machine 3,Job 6,451,538
47,Machine 3,Job 7,547,594
48,Machine 3,Job 8,608,678
49,Machine 3,Job 9,706,740
50,Machine 3,Job 10,740,804
51,Machine 3,Job 11,840,851
52,Machine 3,Job 12,863,912
53,Machine 3,Job 13,942,997
54,Machine 3,Job 14,997,1044
55,Machine 3,Job 15,1087,1107
56,Machine 3,Job 16,1107,1147
57,Machine 3,Job 17,1169,1259
58,Machine 3,Job 18,1259,1352
59,Machine 3,Job 19,1352,1365
60,Machine 3,Job 20,1383,1396
61,Machine 4,Job 1,92,190
62,Machine 4,Job 2,190,282
63,Machine 4,Job 3,284,359
64,Machine 4,Job 4,400,430
65,Machine 4,Job 5,437,525
66,Machine 4,Job 6,546,594
67,Machine 4,Job 7,594,678
68,Machine 4,Job 8,678,740
69,Machine 4,Job 9,771,794
70,Machine 4,Job 10,804,851
71,Machine 4,Job 11,899,912
72,Machine 4,Job 12,912,995
73,Machine 4,Job 13,1026,1030
74,Machine 4,Job 14,1044,1107
75,Machine 4,Job 15,1129,1138
76,Machine 4,Job 16,1151,1236
77,Machine 4,Job 17,1261,1315
78,Machine 4,Job 18,1352,1363
79,Machine 4,Job 19,1365,1396
80,Machine 4,Job 20,1429,1452
81,Machine 5,Job 1,190,262
82,Machine 5,Job 2,282,359
83,Machine 5,Job 3,359,430
84,Machine 5,Job 4,430,524
85,Machine 5,Job 5,525,594
86,Machine 5,Job 6,594,672
87,Machine 5,Job 7,678,731
88,Machine 5,Job 8,740,794
89,Machine 5,Job 9,794,845
90,Machine 5,Job 10,851,912
91,Machine 5,Job 11,912,992
92,Machine 5,Job 12,995,1030
93,Machine 5,Job 13,1030,1106
94,Machine 5,Job 14,1107,1138
95,Machine 5,Job 15,1138,1236
96,Machine 5,Job 16,1236,1315
97,Machine 5,Job 17,1315,1345
98,Machine 5,Job 18,1363,1396
99,Machine 5,Job 19,1396,1452
100,Machine 5,Job 20,1452,1461
